식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
대낚식당,곱창/막창,3.4,서울 강남구 역삼로 137 1층,월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:30,02-558-5561,292,82건
블루보틀 압구정카페,카페,3.1,서울 강남구 논현로 854 안다즈호텔 101호,월~금 08:00 ~ 20:00,02-6212-6998,125,47건
돝고기506,육류/고기,3.1,서울 강남구 역삼로17길 53 서연빌딩 2/3층,매일 11:30 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:00,02-6933-9501,185,64건
뜨락,육류/고기,3.4,서울 강남구 영동대로142길 13-3,매일 11:30 ~ 23:00,02-543-2987,155,43건
육전식당 4호점,육류/고기,4.1,서울 강남구 테헤란로8길 11-4 1층,매일 11:30 ~ 23:00 · 브레이크타임 매일 15:30 ~ 17:00,02-3452-6373,136,90건
농민백암왕순대,순대,4.6,서울 강남구 역삼로3길 20-4,월~금 11:00 ~ 21:00,02-501-2772,162,126건
은행골 신사점,초밥/롤,4.0,서울 강남구 강남대로152길 42 2층,월~토 11:00 ~ 22:30,02-3444-4988,418,147건
크래버대게나라 강남점,게/대게,4.1,서울 강남구 언주로 620 현대인텔렉스빌딩 1층,매일 11:30 ~ 24:00,02-547-7998,224,61건
부타이,퓨전일식,3.6,서울 강남구 테헤란로88길 22 지하 1층,월~토 11:30 ~ 20:30 · 브레이크타임 월~토 15:00 ~ 17:30,02-544-8422,413,74건
경천애인2237,육류/고기,4.1,서울 강남구 테헤란로 421 암천빌딩 3층,매일 11:30 ~ 22:30 · 브레이크타임 매일 14:00 ~ 17:30,02-553-2237,100,61건
쮸즈,퓨전중식,3.8,서울 강남구 도산대로17길 9,화~토 11:30 ~ 21:00 · 브레이크타임 화~토 15:00 ~ 17:00,02-6081-9888,399,139건
압구정곱창,곱창/막창,4.0,서울 강남구 압구정로42길 25-8,화/토 12:00 ~ 23:00 · 브레이크타임 화~토 15:00 ~ 17:00,02-511-0042,143,32건
소진담 신사점,카페,4.1,서울 강남구 논현로161길 51 지하1층/ 1층,매일 11:00 ~ 22:00,02-542-5550,314,118건
오복수산 도산점,일식집,3.5,서울 강남구 도산대로53길 14 2층,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00,02-545-9966,351,65건
구스아일랜드 브루하우스,양식,3.6,서울 강남구 역삼로 118,월~수 11:30 ~ 24:00,02-6205-1785,177,69건
프리모바치오바치 강남점,이탈리안,4.1,서울 강남구 강남대로 416 2층,매일 11:00 ~ 23:00,02-501-0885,204,76건
브루클린더버거조인트 가로수길점,햄버거,3.9,서울 강남구 도산대로15길 12 YG빌딩 1층,매일 00:00 ~ 24:00,02-545-0718,505,99건
피양옥,냉면,3.5,서울 강남구 삼성로133길 14,매일 11:00 ~ 22:00,02-545-9311,164,32건
신동궁감자탕뼈숯불구이 선릉직영점,감자탕,3.7,서울 강남구 선릉로86길 39,매일 09:00 ~ 08:00,02-558-7944,213,46건
밍글스,한식,3.9,서울 강남구 도산대로67길 19 힐탑빌딩 2층,,02-515-7306,119,48건
갓덴스시 강남점,초밥/롤,3.8,서울 강남구 테헤란로 109 강남제일빌딩 1층,매일 11:00 ~ 21:30,02-2051-1477,231,113건
도산분식 압구정점,분식,2.9,서울 강남구 도산대로49길 10-6 젤로빌딩 1층,매일 12:00 ~ 20:30,02-514-5060,435,73건
일일향 1호점,중화요리,2.9,서울 강남구 논현로168길 30,월/화/수/목/금/일 11:30 ~ 21:30,02-545-6154,114,56건
세종한우 2호점,육류/고기,3.2,서울 강남구 논현로 642,매일 00:00 ~ 24:00,02-516-3330,47,20건
장인닭갈비 강남점,닭요리,3.2,서울 강남구 테헤란로1길 19 지하1층,매일 11:00 ~ 23:00,02-3452-3441,517,163건
해몽,육류/고기,4.2,서울 강남구 학동로41길 32,영업시간 월~토 17:00 ~ 24:00,02-515-6080,166,34건
덕후선생,중화요리,3.1,서울 강남구 선릉로 822 유리빌딩 5층,월/화/수/일 11:30 ~ 22:30 · 브레이크타임 월~금 15:00 ~ 17:30,02-514-3663,275,42건
스시소라,초밥/롤,3.9,서울 강남구 삼성로85길 33 현대썬앤빌 203호,매일 11:30 ~ 22:00,02-567-8200,65,66건
크라이치즈버거 삼성역점,햄버거,4.1,서울 강남구 테헤란로 616 미래에셋벤처타워 지하1층,매일 11:00 ~ 21:30,02-566-6244,431,150건
최가네 버섯샤브매운탕칼국수,샤브샤브,4.6,서울 강남구 도산대로51길 36 2층,매일 11:00 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:00,02-547-7676,167,60건
삼원가든 본점(휴업중),육류/고기,3.2,서울 강남구 언주로 835,,02-548-3030,60,36건
한우리 본점,육류/고기,2.4,서울 강남구 도산대로 304 한우리외식사업(주),월~금 11:30 ~ 21:00,02-545-3334,47,27건
C27 가로수길본점,디저트카페,3.4,서울 강남구 도산대로15길 39,매일 10:00 ~ 01:00,02-544-1527,333,84건
스시코우지,초밥/롤,4.5,서울 강남구 도산대로 404 퍼스트빌딩 2층,매일 12:00 ~ 22:00 · 브레이크타임 매일 14:00 ~ 17:30,02-541-6200,106,42건
미미면가 본점,일식,3.6,서울 강남구 강남대로160길 29 1층,월~토 11:30 ~ 21:00 · 브레이크타임 매일 14:30 ~ 17:30,0507-1413-5466,432,136건
을밀대 강남점,냉면,3.3,서울 강남구 테헤란로4길 46 지하1층,매일 11:00 ~ 22:00,02-552-1922,146,90건
대가방 본점,중화요리,3.3,서울 강남구 선릉로145길 13 럭스웨이빌딩 1층,월~금 11:30 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-544-6336,88,80건
텍사스데브라질 압구정점,스테이크/립,3.0,서울 강남구 논현로 854 지하1층,매일 11:30 ~ 22:30,02-3442-7734,167,24건
피양콩할마니 본점,한식,3.2,서울 강남구 삼성로81길 30,매일 11:30 ~ 22:00,02-508-0476,148,78건
마일스톤커피,커피전문점,4.2,서울 강남구 논현로159길 49 1층,매일 10:00 ~ 22:00,070-4219-1195,264,101건
마녀주방 강남점,이탈리안,3.8,서울 강남구 강남대로94길 9 크리스탈빌딩 지하 1/ 2층,화~일 12:00 ~ 22:30 · 브레이크타임 월~금 15:00 ~ 17:00,,316,113건
마켓오 도곡점,양식,3.2,서울 강남구 남부순환로 2745,매일 11:00 ~ 22:00,02-3463-2700,71,26건
리북집 논현직영점,족발/보쌈,3.7,서울 강남구 학동로2길 47,매일 11:00 ~ 02:00,02-540-8589,216,81건
카페써드,커피전문점,3.6,서울 강남구 선릉로131길 11 1층,매일 08:00 ~ 23:00,070-7773-4559,97,11건
오엔 카페앤레스토랑,이탈리안,2.6,서울 강남구 압구정동 380-2 한강공원 잠원지구,매일 11:00 ~ 05:00,02-3442-1582,204,23건
아우어베이커리 도산본점,제과/베이커리,3.2,서울 강남구 도산대로45길 10-11,월~금 09:00 ~ 21:00,02-545-5556,284,58건
더페이머스버거 신사점,햄버거,3.5,서울 강남구 도산대로 113,매일 11:30 ~ 21:30,02-6012-0811,199,30건
작은공간,분식,3.5,서울 강남구 남부순환로359길 31,월~금 11:00 ~ 20:30,02-3462-3533,202,59건
미즈컨테이너 이스트점,이탈리안,3.6,서울 강남구 강남대로102길 13-3,매일 12:00 ~ 22:00,,236,35건
두껍삼 역삼직영점,삼겹살,3.2,서울 강남구 테헤란로8길 17 1~3층,월~금 11:00 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:00,02-558-3592,127,28건
진전복삼계탕,삼계탕,4.5,서울 강남구 선릉로129길 21 1층,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-515-8937,398,19건
10꼬르소꼬모카페,테마카페,2.9,서울 강남구 압구정로 416 더트리니티빌딩 지하1층,월/화/수/목/일 11:00 ~ 23:00,02-3018-1010,138,32건
타르틴베이커리 도산점,제과/베이커리,3.4,서울 강남구 언주로168길 24 1/2층,매일 09:00 ~ 22:00,070-4333-4350,314,52건
테일러커피 신사점,커피전문점,4.3,서울 강남구 강남대로160길 31 1층,매일 10:00 ~ 23:00,02-511-0355,247,76건
긴자 청담점,일식집,3.7,서울 강남구 도산대로 534,매일 11:30 ~ 22:00,02-3446-8305,61,25건
봉우리 역삼본점,한정식,3.3,서울 강남구 논현로94길 25-3,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-564-8551,55,19건
정돈프리미엄,돈까스/우동,4.0,서울 강남구 강남대로160길 28,매일 11:30 ~ 21:00 · 브레이크타임 매일 14:00 ~ 17:00,02-549-0924,235,94건
반룡산,냉면,3.6,서울 강남구 테헤란로78길 26 1층,월~금 11:00 ~ 22:00,02-3446-8966,114,67건
강남면옥 신사점,냉면,3.4,서울 강남구 논현로152길 34 1층,매일 11:00 ~ 22:00,02-3446-5539,79,35건
진대감 선릉점,육류/고기,4.7,서울 강남구 테헤란로70길 25,월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-564-1253,78,86건
이도곰탕 본점,곰탕,4.0,서울 강남구 논현로94길 29-5,월~토 00:00 ~ 24:00,02-569-0524,135,75건
코다차야 강남점,일본식주점,3.0,서울 강남구 강남대로 468 지하1층,영업시간 매일 17:00 ~ 03:00,,123,47건
필경재,한정식,3.6,서울 강남구 광평로 205,매일 12:00 ~ 22:00,02-445-2115,38,28건
비파티세리,제과/베이커리,4.1,서울 강남구 압구정로14길 36,월~토 10:00 ~ 22:30,02-517-0033,237,91건
신동궁감자탕 역삼본점,감자탕,3.2,서울 강남구 테헤란로10길 21,월/화/수/목/금/일 11:00 ~ 22:00,,182,54건
강남곱,곱창/막창,3.9,서울 강남구 역삼로3길 12 1/ 2층,영업시간 월~토 16:00 ~ 24:00,02-538-7592,188,99건
신사모소리,육류/고기,4.7,서울 강남구 도산대로1길 24,월~금 11:40 ~ 24:00 · 브레이크타임 월~금 14:00 ~ 17:00,02-3447-0542,216,38건
삼육가 논현직영점,육류/고기,3.8,서울 강남구 강남대로114길 8,매일 11:30 ~ 04:00 · 브레이크타임 매일 15:00 ~ 17:00,02-541-8055,150,31건
별양집,곱창/막창,4.7,서울 강남구 테헤란로43길 17 지하1층/ 1층,매일 12:00 ~ 06:00,02-501-2937,66,151건
홍명,중화요리,3.4,서울 강남구 논현로131길 10,매일 11:00 ~ 21:30,02-548-2223,106,72건
우정양곱창,곱창/막창,3.8,서울 강남구 도산대로30길 23 1층,영업시간 월~토 17:00 ~ 24:00,02-6083-5830,121,22건
일일향 2호점,중화요리,3.5,서울 강남구 봉은사로 167,매일 11:30 ~ 21:30,02-512-9181,65,27건
오아시스 청담점,양식,3.5,서울 강남구 도산대로55길 20 영빌딩 1층,월~토 09:00 ~ 20:00,02-548-8859,80,52건
곰바위,곱창/막창,3.2,서울 강남구 영동대로115길 10,매일 11:00 ~ 23:00,02-511-0068,21,37건
현우동,돈까스/우동,3.8,서울 강남구 논현로149길 53,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:30,02-515-3622,153,57건
루위,중식,3.4,서울 강남구 도산대로 211,매일 10:00 ~ 22:00,02-3445-0003,281,14건
묵전,호프/요리주점,3.8,서울 강남구 언주로168길 22,월~금 11:30 ~ 02:00,02-548-1461,129,45건
새들러하우스,디저트카페,4.0,서울 강남구 도산대로17길 10 지하 1층,,070-8265-5541,48,123건
송쉐프,중화요리,3.7,서울 강남구 도산대로1길 40,매일 11:30 ~ 21:30,02-546-1178,149,55건
버터풀&크리멀러스,디저트카페,4.1,서울 강남구 언주로172길 59 삼두빌딩 1층,화~일 11:00 ~ 19:00,02-518-2223,210,27건
오스테리아 꼬또 압구정점,이탈리안,3.0,서울 강남구 언주로165길 7-12,월~토 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-518-1962,156,33건
젠제로,아이스크림,4.4,서울 강남구 선릉로126길 14 1층,매일 12:00 ~ 22:00,02-543-1261,228,98건
잠수교집 5호점,육류/고기,2.6,서울 강남구 언주로153길 14,영업시간 매일 14:00 ~ 23:00,02-543-0434,117,10건
평양면옥,냉면,3.1,서울 강남구 논현로150길 6,매일 11:00 ~ 21:30,02-549-5378,74,68건
퀸스파크 청담점,양식,3.6,서울 강남구 압구정로60길 22,월~목 11:00 ~ 22:00,02-542-4073,41,27건
대우부대찌개,찌개/전골,3.8,서울 강남구 테헤란로25길 34,월~금 11:00 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 17:00,02-552-1663,118,81건
콴안다오,베트남음식,4.4,서울 강남구 강남대로156길 28-2 1층,매일 11:00 ~ 22:00 · 브레이크타임 매일 16:00 ~ 17:00,,316,129건
고센,카페,2.5,서울 강남구 선릉로158길 18,매일 11:00 ~ 05:00,02-515-1863,76,39건
청초수물회섭국 강남점,해물/생선,3.8,서울 강남구 압구정로28길 24,매일 11:30 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:00,02-516-5050,94,21건
테스트키친,이탈리안,4.3,서울 강남구 압구정로46길 67 1층,매일 11:00 ~ 23:00,010-5340-8861,153,60건
맛짱조개,조개,4.1,서울 강남구 언주로136길 10,영업시간 월~토 17:30 ~ 04:00,02-516-4787,186,31건
만두집,분식,3.6,서울 강남구 압구정로 338,월~토 12:00 ~ 21:00 · 브레이크타임 월~토 16:00 ~ 17:30,02-544-3710,149,36건
60년전통신촌황소곱창 강남직영점,곱창/막창,3.0,서울 강남구 강남대로100길 13 1층,매일 13:00 ~ 01:00,02-556-2640,216,42건
감성타코 강남역점,멕시칸/브라질,3.1,서울 강남구 강남대로 406 지하1층,매일 11:30 ~ 22:00,02-565-8830,333,57건
브라이언스커피,제과/베이커리,3.1,서울 강남구 논현로26길 46 1층,매일 09:00 ~ 22:00,02-529-6399,181,74건
도쿄등심 선릉점,육류/고기,3.2,서울 강남구 테헤란로 337 화남빌딩 14층,매일 11:00 ~ 23:00 · 브레이크타임2 월~금 15:00 ~ 17:00,02-552-2260,269,21건
트리아농,디저트카페,3.2,서울 강남구 학동로59길 43,월~토 09:00 ~ 22:00,070-8129-5955,200,29건
한잔의추억,호프/요리주점,2.9,서울 강남구 논현로175길 68,영업시간 월~금 17:00 ~ 02:00,02-541-0969,316,95건
에뚜왈,제과/베이커리,4.1,서울 강남구 압구정로10길 35 지하1층,매일 12:30 ~ 21:00,070-7627-0057,325,122건
한성칼국수,국수,3.8,서울 강남구 언주로 735 지하 1층,월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-544-0540,87,32건
츄라우미 역삼본점,초밥/롤,2.1,서울 강남구 언주로93길 21 남전타운 2층,월~금 11:00 ~ 07:00 · 브레이크타임 월~금 14:30 ~ 16:30,02-558-7771,45,12건
압구정하루,돈까스/우동,4.1,서울 강남구 언주로172길 56 1층,매일 11:30 ~ 21:30 · 브레이크타임 매일 16:00 ~ 17:00,02-514-5557,220,94건
몽중헌 대치점,중화요리,3.7,서울 강남구 영동대로 325 S-TOWER 1층,월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 18:00,02-565-5757,61,15건
온기정,일식,2.6,서울 강남구 압구정로4길 13-9 1층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:30 ~ 17:00,02-545-7940,360,45건
무월,한식,3.2,서울 강남구 봉은사로4길 21,매일 11:30 ~ 02:00,02-555-3060,172,49건
바게트K,제과/베이커리,3.7,서울 강남구 테헤란로34길 21-10,매일 07:00 ~ 19:00,02-567-9501,55,66건
유정식당,한식,3.5,서울 강남구 도산대로28길 14,월~금 10:00 ~ 22:00,02-511-4592,60,25건
맷카페,카페,3.9,서울 강남구 학동로50길 42 1층,매일 11:00 ~ 21:00,070-7599-2212,118,48건
이치에,일본식주점,3.7,서울 강남구 선릉로155길 23-3 2층,영업시간 월~토 18:00 ~ 24:00,070-4273-4087,131,32건
아우어베이커리 싸이더스점,디저트카페,3.9,서울 강남구 선릉로 629 A동 1층 101호,월~금 08:00 ~ 21:00,02-541-6639,159,24건
봉밀가,냉면,4.0,서울 강남구 선릉로 664,월~토 11:30 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 17:00,02-546-2305,116,56건
피그인더가든 강남점,양식,2.8,서울 강남구 강남대로 358 강남358타워 1층,월~금 08:00 ~ 22:00,02-2039-2275,372,88건
달맞이,일식,4.2,서울 강남구 강남대로128길 10,영업시간 매일 16:00 ~ 02:00,,127,22건
어썸로즈,양식,3.9,서울 강남구 압구정로10길 40 지하1층,매일 11:00 ~ 23:00,02-518-0619,380,51건
마담밍 선릉점,중화요리,4.2,서울 강남구 선릉로86길 5-4 1층,월~토 11:30 ~ 21:30 · 브레이크타임 월~토 15:00 ~ 17:00,02-567-6992,34,59건
대려도,중화요리,3.7,서울 강남구 역삼로 118,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-555-0550,28,27건
달링키친,카페,3.8,서울 강남구 언주로126길 25,화~일 10:30 ~ 21:00,02-540-3460,164,30건
마켓오 압구정점,양식,4.1,서울 강남구 도산대로 310 2층,매일 11:30 ~ 22:00,02-515-0105,70,20건
브루클린더버거조인트 삼성점,햄버거,3.5,서울 강남구 봉은사로84길 10,매일 11:30 ~ 22:00,02-555-7180,133,70건
136길 육미,퓨전일식,3.9,서울 강남구 언주로136길 9 2층,월~금 11:30 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 18:00,02-542-8899,205,63건
파크루안 역삼점,중식,3.9,서울 강남구 논현로 430 아세아빌딩 지하1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-562-5565,92,21건
펠트커피 도산공원점,카페,3.9,서울 강남구 언주로164길 23,매일 11:00 ~ 20:00,070-7756-3145,129,62건
하동관 강남분점,곰탕,3.1,서울 강남구 테헤란로78길 16 노벨빌딩 2층,화~일 07:00 ~ 16:00,02-565-3355,69,74건
외고집설렁탕,설렁탕,3.3,서울 강남구 삼성로 555 알앤텍빌딩 1층,월~토 11:00 ~ 21:00,02-567-5225,66,42건
수입식당,삼겹살,2.8,서울 강남구 논현로79길 62 지하1층,매일 11:00 ~ 23:00,02-554-5477,77,25건
두레국수 신사점,국수,3.2,서울 강남구 도산대로37길 28,월~금 11:00 ~ 21:00,02-3444-1421,64,66건
쵸이닷,양식,3.6,서울 강남구 도산대로 457 앙스돔빌딩 3층,매일 12:00 ~ 22:30 · 브레이크타임 매일 15:30 ~ 18:00,02-518-0318,103,31건
진대감 역삼점,육류/고기,4.0,서울 강남구 봉은사로30길 75 1층,매일 12:00 ~ 22:00,02-552-2472,70,36건
김수사,초밥/롤,2.8,서울 강남구 도산대로 132,월~금 11:00 ~ 22:00,02-542-5235,135,43건
불이아 역삼점,중식,4.0,서울 강남구 논현로 514,매일 11:00 ~ 23:00,02-556-6689,63,23건
더라운드 삼성점,중화요리,2.2,서울 강남구 영동대로 648,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-543-4448,55,23건
함지곱창전문,곱창/막창,3.4,서울 강남구 학동로2길 33,영업시간 월~토 14:30 ~ 01:30,02-3444-6919,199,44건
스시메이진 강남점,초밥/롤,2.5,서울 강남구 강남대로 432 점프밀라노 5층,매일 11:30 ~ 22:00,02-6440-5500,366,101건
배식당,호프/요리주점,3.8,서울 강남구 도산대로49길 9 지하1층,영업시간 월~목 18:00 ~ 04:00,02-514-4991,175,18건
파씨오네,양식,4.3,서울 강남구 언주로164길 39 2층,월~토 12:00 ~ 22:30 · 브레이크타임 월~토 15:00 ~ 17:00,02-546-7719,153,43건
로마옥,이탈리안,3.7,서울 강남구 강남대로48길 11 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-577-2396,177,45건
마코토 청담점,일본식주점,4.6,서울 강남구 압구정로80길 37 이에스빌딩 2층,영업시간 월~목 17:30 ~ 02:00,02-546-9218,72,44건
클랩피자,피자,3.8,서울 강남구 압구정로46길 71 1층,매일 11:30 ~ 21:30,0507-1352-9973,260,58건
겟썸커피,커피전문점,3.5,서울 강남구 봉은사로6길 30 지하1층,화~일 11:00 ~ 22:30,070-4113-3619,159,42건
강남진해장,찌개/전골,3.3,서울 강남구 테헤란로5길 11,매일 00:00 ~ 24:00,02-557-2662,136,49건
대막,일식,3.6,서울 강남구 압구정로46길 75 1층,매일 12:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:30,02-516-5056,545,96건
