식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
영즉석 떡볶이,떡볶이,4.1,서울 도봉구 도봉로109길 35-26,매일 11:30 ~ 22:00,02-990-6128,44,23건
스마일닭강정,닭강정,3.3,서울 도봉구 도봉로110아길 7,,02-900-8901,42,24건
카페오븐,커피전문점,4.0,서울 도봉구 해등로16길 12 현대아파트상가동 2층 201호,화~토 12:00 ~ 23:00,02-3141-0089,26,23건
설담재 창동본점,설렁탕,2.8,서울 도봉구 도봉로 562,매일 08:00 ~ 22:30,02-998-0202,11,12건
최고집칼국수 방학점,국수,2.0,서울 도봉구 방학로 286,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:30 ~ 16:00,02-955-7072,24,20건
매일이기념일,카페,4.0,서울 도봉구 우이천로24길 69 1층,화~일 10:00 ~ 21:00,010-9013-7962,45,7건
와겐커피 방학점,커피전문점,2.8,서울 도봉구 도봉로150마길 15,매일 09:00 ~ 01:00,02-2277-3001,27,15건
쌍문동커피,커피전문점,3.9,서울 도봉구 도봉로116길 5 1층,월~금 10:00 ~ 23:00,,51,9건
제일곱창,곱창/막창,3.4,서울 도봉구 노해로65길 7-18 2층,매일 12:00 ~ 22:00,02-995-2790,21,7건
쉐프마인드,일본식주점,4.6,서울 도봉구 노해로 384,화~일 11:00 ~ 24:00 · 브레이크타임 화~일 15:00 ~ 18:00,02-992-1691,43,30건
북새통,육류/고기,4.9,서울 도봉구 덕릉로60길 54,영업시간 월~금 15:00 ~ 22:00,02-903-5799,8,8건
채랑,샤브샤브,4.2,서울 도봉구 도봉로 465,매일 10:30 ~ 10:30,02-900-4001,41,10건
헬로파스타,이탈리안,3.6,서울 도봉구 도봉로110아길 19 1층,화~일 11:30 ~ 22:00,02-6339-6445,23,21건
이퓨레,이탈리안,4.9,서울 도봉구 도봉로169나길 40,월~금 11:30 ~ 21:30 · 브레이크타임 월~금 14:30 ~ 17:30,010-2316-4658,49,10건
창동숯불돼지갈비,갈비,3.5,서울 도봉구 노해로63다길 17,영업시간 화~일 13:00 ~ 23:00,02-900-9818,31,13건
참만두,분식,3.9,서울 도봉구 창동 23-4,,010-2247-8432,3,10건
트라토리아진,이탈리안,4.6,서울 도봉구 도봉로110길 39-16 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:00,02-6052-0529,36,23건
미미,중화요리,3.1,서울 도봉구 도봉로114길 39 1층,매일 11:30 ~ 22:00,02-6402-1511,50,16건
몽상가 크레이프전문점,디저트카페,3.3,서울 도봉구 도봉로143길 30,월/화요일,010-6791-2292,22,8건
산도토리임자탕,한식,4.0,서울 도봉구 덕릉로60길 13 1층,매일 11:00 ~ 21:00 · 브레이크타임 매일 16:00 ~ 17:00,02-903-9928,32,15건
리얼파스타,이탈리안,3.7,서울 도봉구 도봉로112길 26,매일 11:00 ~ 22:00,,58,19건
홍가네풍천장어,장어,4.0,서울 도봉구 방학로 290-7,화~일 11:00 ~ 22:00,02-3491-9548,20,12건
성가네낙지마을 본점,해물/생선,2.7,서울 도봉구 방학로 99-22,매일 11:00 ~ 23:00,02-906-0066,20,14건
문어주,술집,4.0,서울 도봉구 도봉로133길 41 106/107호,영업시간 월~토 17:00 ~ 24:00,02-906-5201,33,10건
황금성 도봉점,중화요리,3.6,서울 도봉구 삼양로 544 2층,매일 10:30 ~ 21:00,02-996-3030,15,14건
맥반석조개구이,조개,4.0,서울 도봉구 도봉로110나길 11,영업시간 월~금 17:00 ~ 01:00,02-998-1050,34,8건
삼성숯불갈비,갈비,3.5,서울 도봉구 도당로 36,매일 11:30 ~ 23:00,02-3491-2685,30,15건
도봉산두부,두부전문점,3.8,서울 도봉구 도봉산길 65-5,매일 09:30 ~ 20:30,02-956-1999,29,5건
윤짬뽕,중화요리,4.4,서울 도봉구 방학로 183 1동 1층,화~일 11:00 ~ 22:00,02-6105-0211,46,33건
비스트로슬로우,이탈리안,4.3,서울 도봉구 방학로 169 2층,매일 11:00 ~ 22:00,02-6349-2811,30,20건
하이쿠,일식,4.1,서울 도봉구 도봉로114길 40 1층,월~토 12:00 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:30,02-907-0613,46,17건
리틀방콕,태국음식,4.3,서울 도봉구 도봉로114길 22 1층,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,0507-1360-6355,53,23건
뚱보냉면,냉면,2.8,서울 도봉구 도봉로110길 51,매일 10:00 ~ 21:00,02-992-9067,24,15건
사랑채,육류/고기,1.7,서울 도봉구 도당로11길 5,,02-955-2141,19,31건
쌍문각갈비탕,갈비,3.8,서울 도봉구 노해로 180,화~일 11:30 ~ 21:30 · 브레이크타임 화~금 15:00 ~ 17:00,02-902-9988,24,11건
통나무집,갈비,3.3,서울 도봉구 노해로60길 99,매일 11:00 ~ 23:30,02-900-6644,9,4건
경복궁 창동점,한정식,2.3,서울 도봉구 도봉로 610 3/4층,매일 11:30 ~ 22:00,02-992-6777,30,16건
노말키친,양식,2.1,서울 도봉구 도봉로114길 29 1층,월~금 11:00 ~ 20:30 · 브레이크타임2 월~금 15:00 ~ 17:00,070-8860-3899,87,17건
창동짬뽕,중화요리,4.1,서울 도봉구 노해로63길 84,화~일 11:30 ~ 22:00,02-900-0771,21,47건
만이갈비 창동점,갈비,4.5,서울 도봉구 해등로 125 1층,매일 12:00 ~ 23:00,02-434-0990,35,2건
더차우,중화요리,3.9,서울 도봉구 노해로63가길 101 신도브래뉴1차아파트 상가동 201~203호,화~일 11:30 ~ 21:30,02-900-1399,19,15건
찌마기 창동점,조개,3.4,서울 도봉구 마들로11가길 13,영업시간 매일 16:00 ~ 01:00,02-992-9233,16,5건
히비끼,일식집,3.4,서울 도봉구 마들로 664-5 도봉그랜드타워 2층,매일 11:00 ~ 23:00,02-956-0880,4,5건
오성정육식당,육류/고기,2.8,서울 도봉구 도봉로 500 1층,화~일 12:00 ~ 23:00,02-915-3103,9,5건
복진해물잔치마당,해물/생선,4.3,서울 도봉구 방학로11길 101,매일 11:30 ~ 22:00,02-900-4567,26,7건
카페그리너리티,카페,4.3,서울 도봉구 노해로62길 80 1층,화~일 11:00 ~ 21:00,010-2514-6469,47,17건
화승꽈배기,도넛,4.0,서울 도봉구 도봉로114길 22-5,매일 09:00 ~ 19:00,,32,14건
이코이,참치회,4.6,서울 도봉구 도봉로112길 20 1층,영업시간 월~금 17:30 ~ 24:00,02-991-2344,49,23건
맥도날드 쌍문DT점,패스트푸드,3.3,서울 도봉구 도봉로 541,매일 07:00 ~ 02:00,070-7209-0643,4,19건
뚝배기칼국수,국수,4.4,서울 도봉구 도봉로 683,,02-3492-8502,20,10건
카페방학,커피전문점,3.9,서울 도봉구 도당로6길 30-6,화~일 12:00 ~ 21:00,070-4117-9055,28,11건
스타벅스 쌍문역점,커피전문점,3.5,서울 도봉구 도봉로 480,월~토 07:00 ~ 22:00,1522-3232,16,14건
라화쿵부 창동역점,중화요리,4.1,서울 도봉구 노해로63길 78 2층 201호,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 16:00,02-991-2109,20,7건
쭈꾸미킹 쌍문점,해물/생선,3.4,서울 도봉구 도봉로 425 1층,매일 11:00 ~ 22:30,02-900-7191,25,7건
무한리필고기굼터 쌍문점,육류/고기,5.0,서울 도봉구 도봉로 499,,02-996-2201,26,4건
즐거운술상,호프/요리주점,3.4,서울 도봉구 노해로 341,영업시간 매일 17:00 ~ 21:30,,20,5건
콩사랑두부,두부전문점,4.1,서울 도봉구 도봉산4길 10,매일 09:00 ~ 21:00,02-955-6016,19,17건
창동두리네곱창전문점,곱창/막창,3.1,서울 도봉구 해등로16길 46,영업시간 매일 16:00 ~ 02:00,010-3282-7188,46,11건
카페7179,디저트카페,4.0,서울 도봉구 도봉로110길 97 1층,월/화/목/금 11:00 ~ 21:00,010-9870-9717,49,3건
면장우동,돈까스/우동,3.8,서울 도봉구 도봉로118길 10 1층,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:00,070-4115-1115,53,17건
천지연 서울창동점,갈비,3.7,서울 도봉구 도봉로 526,,02-3297-3770,15,3건
태림산채정식,한정식,4.3,서울 도봉구 노해로60길 32,매일 11:30 ~ 21:30,02-998-5468,10,13건
블루밍,양식,4.5,서울 도봉구 도봉로110다길 38,월/화요일,02-900-1744,45,10건
감포면옥,갈비,3.6,서울 도봉구 노해로 243,매일 11:30 ~ 22:30,02-992-5202,17,10건
제철쌈밥,쌈밥,2.4,서울 도봉구 해등로 139,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-903-4421,16,9건
장위동유성집 도봉점,육류/고기,3.0,서울 도봉구 도봉로180나길 56,매일 11:00 ~ 23:00,02-955-0550,16,2건
쌍문역3번출구,호프/요리주점,1.0,서울 도봉구 도봉로 473 2층,영업시간 화~일 18:00 ~ 04:00,010-3844-4481,6,1건
등촌샤브칼국수 창동역점,샤브샤브,3.6,서울 도봉구 도봉로136가길 69 1층 105호,매일 11:00 ~ 22:00,02-994-4949,21,10건
맥도날드 방학역DT점,패스트푸드,1.1,서울 도봉구 도봉로 735,매일 08:00 ~ 01:00,070-7209-0508,9,16건
푸디스힐 (휴업중),뷔페,3.6,서울 도봉구 방학로3길 6 SYO빌딩 지하 1층,,02-6954-1110,63,16건
카페152길,디저트카페,3.6,서울 도봉구 도봉로152길 29-3 1층,매일 08:30 ~ 22:00,02-954-1520,13,11건
버거킹 쌍문SK점,패스트푸드,2.5,서울 도봉구 도봉로 437 SK주유소,매일 10:00 ~ 24:00,02-904-0332,11,14건
스타벅스 쌍문도봉로,카페,5.0,서울 도봉구 도봉로 444,월~금 07:00 ~ 21:00,,7,3건
구석집,한식,4.5,서울 도봉구 도봉로114길 35,,,34,8건
문성해물짬뽕 쌍문본점,중화요리,3.5,서울 도봉구 우이천로 294,매일 10:30 ~ 21:30,02-905-8999,49,18건
포천암돼지숯불구이,육류/고기,4.0,서울 도봉구 도당로6길 48,영업시간 매일 13:00 ~ 23:00,,6,2건
키웨스트 연산군묘점,카페,3.6,서울 도봉구 방학로17길 85 1/2층,,,10,10건
마차이나,중화요리,3.7,서울 도봉구 노해로63길 79 우림빌딩 2층 205호,매일 11:00 ~ 22:00,02-907-7575,27,21건
버거킹 쌍문점,패스트푸드,2.9,서울 도봉구 도당로 6,매일 09:00 ~ 24:00,02-997-0233,6,16건
화통소금구이,육류/고기,4.0,서울 도봉구 노해로67길 2 한국빌딩 1층,영업시간 매일 16:00 ~ 03:00,,60,2건
599버거,햄버거,4.2,서울 도봉구 도봉로 599 지하1층,매일 11:00 ~ 24:00,02-990-0599,119,15건
스타벅스 창동이마트점,커피전문점,4.7,서울 도봉구 노해로65길 4,월~토 10:00 ~ 22:30,1522-3232,11,7건
갑식이네착한낙지,해물/생선,2.5,서울 도봉구 도봉로150길 43 ESA단지상가 136~138호,매일 11:00 ~ 22:00,02-3392-5572,10,4건
알레싸,카페,3.9,서울 도봉구 도봉로150다길 28 지음재힐스 상가동 2층 203호,매일 11:00 ~ 22:00,02-6221-6949,2,8건
술사와 신도봉점,회,4.3,서울 도봉구 도봉로156길 22,,02-3491-8908,6,3건
장수옥 설렁탕도가니탕,설렁탕,3.4,서울 도봉구 도봉로 805,매일 00:00 ~ 24:00,,7,7건
덩어리 쌍문본점,육류/고기,3.8,서울 도봉구 도봉로117길 8,월~토 11:30 ~ 02:00,02-992-0522,86,6건
황금코다리 쌍문점,해물/생선,4.0,서울 도봉구 시루봉로 68 2층,매일 11:00 ~ 22:00,02-6369-7889,11,8건
오리마을 숯불회전구이 도봉점,오리,2.3,서울 도봉구 노해로 163,,02-906-5292,13,6건
수정각,중화요리,3.4,서울 도봉구 도봉로157길 7,매일 11:30 ~ 20:30,02-954-5183,14,5건
황제해물짬뽕,중화요리,2.8,서울 도봉구 마들로 682,매일 10:00 ~ 22:00,02-3491-1500,6,5건
창동빈대떡,한식,1.7,서울 도봉구 도봉로110나길 37,영업시간 매일 15:00 ~ 24:00,02-990-0576,26,3건
골목순대국,순대,4.3,서울 도봉구 도봉로133길 41,월~토 08:00 ~ 23:00,02-990-5731,11,7건
화로상회쌍문역점,한식,3.0,서울 도봉구 도봉로110나길 31,매일 12:00 ~ 24:00,02-992-9291,47,2건
창동닭한마리,닭요리,3.6,서울 도봉구 해등로16길 104-9 하이빌 102호,,02-999-1385,9,5건
맛보고갈비둥지 도봉직영점,갈비,2.9,서울 도봉구 도봉로150다길 16,매일 11:00 ~ 22:30,02-3494-5585,23,8건
노말살롱,와인바,5.0,서울 도봉구 도봉로149길 5-3 B01,영업시간 화~일 16:00 ~ 24:00,070-8624-3899,49,2건
풍천장어직판장,장어,3.3,서울 도봉구 도봉로 464,,02-907-3777,13,3건
오픈더도어,카페,4.1,서울 도봉구 도봉로 489 2층,화요일,,18,15건
함스브로트과자점,제과/베이커리,2.9,서울 도봉구 도봉로 483,매일 06:00 ~ 24:00,02-996-4488,16,12건
우이정풍천장어,장어,3.1,서울 도봉구 방학로 298,매일 10:00 ~ 22:00,02-956-5004,11,7건
지니피자,피자,4.7,서울 도봉구 도봉로110아길 12 1층,화~일 11:00 ~ 20:30 · 브레이크타임 화~일 15:00 ~ 16:00,010-6518-7882,43,18건
창골생삼겹살 본점,삼겹살,4.9,서울 도봉구 도봉로 588 1층 1호,영업시간 월~토 17:00 ~ 03:00,02-997-6253,9,7건
공릉동닭한마리 방학점,닭요리,5.0,서울 도봉구 도봉로 683,매일 11:00 ~ 22:30,02-955-1990,12,5건
더밸리,이탈리안,4.0,서울 도봉구 도봉로191길 88-17 2/3층,매일 11:00 ~ 21:00,02-3493-5170,26,4건
카페더로비,카페,3.9,서울 도봉구 방학로 171-5,화~일 11:00 ~ 23:00,02-954-1715,35,10건
영수네감자국,감자탕,4.3,서울 도봉구 도봉로181길 86,,02-955-3917,19,8건
아짜장,중화요리,4.5,서울 도봉구 도당로 76,화요일,02-954-2580,2,11건
창신동매운족발,족발/보쌈,3.9,서울 도봉구 도봉로110나길 34,매일 12:00 ~ 01:00,02-999-7825,20,7건
야끼니꾸골목,일식,3.8,서울 도봉구 도봉로 586,영업시간 월~금 17:00 ~ 01:00,070-8285-2458,48,4건
소문난순대국,순대,4.6,서울 도봉구 도봉산3길 56,,02-955-7004,9,11건
버거킹 창동역점,패스트푸드,3.5,서울 도봉구 노해로 389 1층,매일 09:00 ~ 23:00,070-7462-6839,5,8건
도봉산커피,커피전문점,4.6,서울 도봉구 도봉산4가길 4,매일 08:00 ~ 22:00,010-9945-7145,13,9건
햇살힐링식당 본점,일식,5.0,서울 도봉구 도봉로147길 17 1층,화~일 11:00 ~ 20:30 · 브레이크타임 화~일 14:30 ~ 17:00,02-782-8252,77,18건
투썸플레이스 창동역점,커피전문점,0.0,서울 도봉구 노해로 381 1층,매일 08:00 ~ 23:30,02-994-2388,4,0건
투썸플레이스 방학역점,커피전문점,2.9,서울 도봉구 도봉로 696 2층,월~금 09:00 ~ 23:00,02-954-7799,3,11건
홍방원,중화요리,3.6,서울 도봉구 도봉로169나길 47,매일 11:30 ~ 14:00,02-954-0719,20,5건
쎄쎄,중화요리,3.9,서울 도봉구 삼양로 532,화~일 10:30 ~ 21:00,02-908-5640,7,13건
스시영,초밥/롤,4.5,서울 도봉구 노해로69길 26 시티월드 2층 207/208호,월~금 11:00 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-995-6859,13,11건
불타는닭발,닭요리,4.6,서울 도봉구 마들로 764,영업시간 월~금 14:30 ~ 22:00,02-3493-9280,15,11건
KFC 우이동점,패스트푸드,2.5,서울 도봉구 삼양로 544,매일 10:00 ~ 23:00,02-995-1162,6,4건
디아망 강북본점,키즈카페,4.8,서울 도봉구 도봉로 575 삼환프라자 405호,매일 10:00 ~ 21:00,02-997-0210,11,5건
카페푸쿠푸쿠,커피전문점,3.4,서울 도봉구 노해로45길 17 1층,화~토 11:00 ~ 19:00,0507-1303-5711,18,5건
참숯구이장어가,장어,3.8,서울 도봉구 도봉로 911,매일 10:00 ~ 22:00,02-956-1171,5,4건
최고집,한식,3.8,서울 도봉구 덕릉로 270 1층,매일 10:00 ~ 24:00,02-995-5333,13,12건
돈까스대왕전,돈까스/우동,2.3,서울 도봉구 도봉로 486,매일 10:00 ~ 21:30,02-999-8882,28,8건
도마다리 뼈다귀전문점,감자탕,3.1,서울 도봉구 해등로 161,둘째/넷째 화요일,02-900-7716,20,16건
옥동송어,회,4.7,서울 도봉구 도봉로191가길 6 1층,,02-954-1164,7,3건
아이보리,카페,4.4,서울 도봉구 도봉로110길 99,매일 12:00 ~ 19:00,02-999-4048,69,12건
투썸플레이스 쌍문역점,커피전문점,1.0,서울 도봉구 도봉로 461 원형빌딩 1층,월~토 08:30 ~ 22:00,02-998-2377,5,1건
온도감,카페,4.4,서울 도봉구 도당로 66-1 1층,월~토 12:00 ~ 20:00,,16,7건
더맛있는족발보쌈 방학점,족발/보쌈,5.0,서울 도봉구 도당로 120 1층,매일 12:00 ~ 01:00,02-955-5604,6,1건
사누끼,돈까스/우동,3.2,서울 도봉구 노해로63다길 14,매일 11:00 ~ 21:00,02-998-9605,36,20건
산내음,오리,5.0,서울 도봉구 도봉로181길 57 1층,매일 11:00 ~ 21:00,02-955-5467,4,1건
보배곱창,곱창/막창,4.5,서울 도봉구 도봉로129길 20,영업시간 화~일 16:00 ~ 23:00,02-900-7288,6,11건
서래옥설렁탕,설렁탕,4.5,서울 도봉구 방학로 282,매일 10:00 ~ 20:30,02-3491-1836,11,16건
소통애 창동점,육류/고기,4.0,서울 도봉구 도봉로136가길 73 북한산한신휴플러스아파트 104동 1층 104호,,070-8763-5661,41,2건
한스친친 창동점,중화요리,2.2,서울 도봉구 노해로 341 신원리베르텔 2층 202~204호,매일 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 16:30,02-990-4143,61,9건
더블도어,햄버거,4.4,서울 도봉구 우이천로 354 1층,월~토 11:00 ~ 22:00 · 브레이크타임 월~토 15:30 ~ 17:00,02-992-5525,22,16건
전초전 쌍문역점,호프/요리주점,4.0,서울 도봉구 도봉로110나길 13,,02-997-7997,8,2건
이가네도봉면옥,냉면,3.8,서울 도봉구 도봉로180길 20 1층,매일 11:00 ~ 21:30,02-954-2757,17,5건
원주추어탕,추어,2.9,서울 도봉구 방학로 247,매일 10:00 ~ 21:00,02-954-5540,8,7건
카페고르,카페,4.2,서울 도봉구 도봉로112길 38 1층,매일 12:00 ~ 22:00,,60,11건
겨리,일식,4.5,서울 도봉구 도봉로112길 29 1층,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-900-3200,30,13건
스시화,초밥/롤,5.0,서울 도봉구 도봉로 506 1층,영업시간 매일 17:00 ~ 01:00,02-991-9878,8,4건
산과산사이커피로드,카페,4.7,서울 도봉구 도봉로180가길 96 4층,매일 09:00 ~ 23:00,070-4177-8197,7,7건
투썸플레이스 도봉보건소점,커피전문점,3.8,서울 도봉구 도봉로 578,매일 09:00 ~ 22:00,02-902-2427,3,12건
티끌,커피전문점,4.5,서울 도봉구 노해로 235,월~토 11:00 ~ 20:00,,15,4건
이차돌 쌍문점,육류/고기,2.6,서울 도봉구 해등로 157 1층,매일 12:00 ~ 01:00,02-907-8885,22,8건
어랑생선구이,해물/생선,3.0,서울 도봉구 도봉로168길 13,매일 10:00 ~ 21:00,02-955-7026,13,5건
투썸플레이스 쌍문중앙점,커피전문점,3.0,서울 도봉구 도봉로 482,월~금 07:00 ~ 23:00,02-991-2377,8,6건
태기골 봉평메밀막국수 방학점,국수,3.7,서울 도봉구 시루봉로 149,,02-6223-9534,9,6건
네바다 횟집,회,4.7,서울 도봉구 도봉로110길 58,매일 11:30 ~ 02:30,0504-1400-5028,10,3건
인디언소울 자연산민물장어,장어,3.0,서울 도봉구 도봉산길 12-15,매일 00:00 ~ 24:00,02-956-7448,6,3건
쌍문빵곳간,디저트카페,4.2,서울 도봉구 방학로5길 33 금강아미움파크타운 1층 101/102호,매일 11:00 ~ 22:00,02-902-8008,20,5건
소달구지3번가,육류/고기,5.0,서울 도봉구 도봉로168길 19,,02-955-5298,41,6건
엉클두,커피전문점,3.9,서울 도봉구 해등로16길 54,매일 09:00 ~ 23:00,02-998-0855,28,10건
고기굽는베베,육류/고기,4.3,서울 도봉구 도봉로 723 1층,영업시간 화~일 17:00 ~ 24:00,070-7794-5001,22,8건
자연식빵 도봉역점,제과/베이커리,5.0,서울 도봉구 도봉로 819 1층,월~토 10:00 ~ 22:00,02-6449-8080,28,4건
하노이빈 방학직영점,베트남음식,4.1,서울 도봉구 방학로 252-41 1층,매일 11:00 ~ 21:00,02-3493-0374,11,10건
이용선칡냉면,냉면,4.3,서울 도봉구 노해로60길 66,화요일,02-900-3522,15,6건
스시안,초밥/롤,2.7,서울 도봉구 해등로16길 61,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:30,02-992-7003,7,12건
써브웨이 창동역점,샌드위치,1.9,서울 도봉구 마들로11길 61,화~일 08:00 ~ 23:00,02-903-6363,7,25건
풍년상회 성내동직영점,갈비,3.6,서울 도봉구 도봉로149길 11,영업시간 월~토 16:00 ~ 24:00,,4,5건
백번가코다리,해물/생선,4.7,서울 도봉구 마들로11가길 6-25 창동월가타워 1층 102/ 103호,매일 11:30 ~ 22:30,02-905-8540,39,3건
스시제이,일식집,2.7,서울 도봉구 도봉로115길 9,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-900-8585,49,6건
혜화면옥,냉면,2.5,서울 도봉구 도봉로 503 1층 101/102호,매일 10:30 ~ 22:00,02-908-3451,27,12건
탐나종합어시장 쌍문역점,회,0.0,서울 도봉구 도봉로 458 1층,매일 11:00 ~ 03:00,02-908-7778,9,0건
갯마을,해물/생선,3.6,서울 도봉구 해등로3길 27,매일 10:00 ~ 22:00,02-993-5454,20,5건
연안식당 창동점,해물/생선,4.0,서울 도봉구 노해로 341 신원리베르텔 1층,매일 11:30 ~ 22:30,02-999-7877,35,10건
마쯔무라돈까스전문점 방학점,돈까스/우동,4.3,서울 도봉구 마들로 650 1층,매일 10:00 ~ 21:00,02-991-1316,14,8건
쌍문양꼬치양갈비,양꼬치,3.6,서울 도봉구 도봉로113길 16 1층,월~금 12:00 ~ 01:00,02-991-6688,12,7건
반값소 방학직영점,육류/고기,4.7,서울 도봉구 방학로 173 2층 201호,,02-955-1297,2,3건
카페에덴,커피전문점,5.0,서울 도봉구 방학로 306,월~금 11:00 ~ 22:30,02-3491-3331,18,2건
물맑,한식,2.4,서울 도봉구 삼양로 632,,,9,8건
무한리필 고기싸롱 쌍문점,육류/고기,3.9,서울 도봉구 도봉로 454 1층,,02-907-1988,4,7건
행복한양,양꼬치,4.4,서울 도봉구 도봉로110나길 27 2층,영업시간 매일 14:00 ~ 02:00,,13,11건
메이콴,중화요리,2.4,서울 도봉구 마들로 664-11,매일 11:30 ~ 22:00,02-3494-6883,6,5건
토담,해장국,3.5,서울 도봉구 우이천로 140-1,월~토 08:00 ~ 21:00,02-908-3003,4,2건
봉평메밀촌 본점,국수,5.0,서울 도봉구 방학로 31-16,,02-954-3734,5,2건
흥부네한방족발,족발/보쌈,4.5,서울 도봉구 도봉로109길 16,,02-999-8558,2,4건
전복&흑임자삼계탕,삼계탕,0.0,서울 도봉구 노해로69길 15-15 점보타운빌딩 206/ 207호,,02-900-6906,3,0건
두만강순대,한식,4.5,서울 도봉구 방학로2길 20,,02-955-8145,3,2건
