식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
여러분평양냉면,냉면,4.4,서울 강북구 한천로 1074 1층,월~토 11:30 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-998-5802,30,28건
신매콤터,분식,3.1,서울 강북구 오패산로 412,매일 00:00 ~ 24:00,02-993-9086,38,14건
조연탄 수유점,육류/고기,4.9,서울 강북구 한천로140길 20,영업시간 월~토 14:30 ~ 01:00,02-996-8858,39,29건
할머니해장국,해장국,4.1,서울 강북구 월계로37길 137-6,화~토 06:00 ~ 20:00,02-915-1541,15,14건
한상차림밥상 보문동직영점,한식,2.6,서울 강북구 삼각산로 103 1층,매일 11:00 ~ 22:00,010-6396-8255,4,10건
크을농,한식,3.7,서울 강북구 4.19로 91 1층,매일 11:30 ~ 22:00,02-990-7900,36,29건
토방,한식,4.4,서울 강북구 삼각산로 63,매일 11:00 ~ 21:30,02-904-6800,21,19건
곰보냉면,냉면,2.9,서울 강북구 노해로33길 64,매일 11:00 ~ 21:00,02-908-9300,24,10건
노르웨이안우드,카페,4.0,서울 강북구 인수봉로 314 지하 1층,화/수요일,02-999-3738,72,24건
삼덕식당 미아사거리점,삼겹살,3.5,서울 강북구 월계로7나길 29 1층,매일 11:00 ~ 02:00,02-988-1019,48,15건
잼파파,제과/베이커리,3.2,서울 강북구 한천로 1040,매일 00:00 ~ 24:00,02-900-3332,23,22건
송현초밥,초밥/롤,3.6,서울 강북구 월계로7길 34,매일 11:30 ~ 22:30 · 브레이크타임 월~금 15:30 ~ 17:00,02-985-7669,20,36건
청화가든,곰탕,4.3,서울 강북구 4.19로12길 75,월~금 08:00 ~ 21:00,02-905-2355,21,12건
풍천장어마을,장어,2.2,서울 강북구 삼양로181길 45,매일 11:00 ~ 22:00,02-956-1991,38,12건
상미규카츠 수유본점,돈까스/우동,3.5,서울 강북구 도봉로87길 32 1층,매일 11:00 ~ 22:00,02-996-8892,61,26건
리얼파스타 수유점,양식,4.2,서울 강북구 도봉로87길 26-12,매일 11:00 ~ 22:00,0507-1333-0871,48,14건
옛곰탕집,곰탕,4.5,서울 강북구 도봉로71가길 4,월~토 08:00 ~ 20:00,070-8945-8288,30,11건
제이제곱,카페,3.6,서울 강북구 도봉로10나길 17 1층,화~일 12:00 ~ 22:00,010-4883-4249,76,13건
만두향,분식,4.1,서울 강북구 한천로123길 61 1층,월~토 11:00 ~ 21:00,02-992-5280,26,20건
홍익짬뽕 수유직영점,중화요리,3.5,서울 강북구 노해로 33,매일 11:00 ~ 22:00,02-902-9993,30,23건
춘천막국수,국수,3.9,서울 강북구 삼양로141길 4-4,화~일 11:00 ~ 20:40,02-993-2229,34,21건
세인트블랙,양식,3.1,서울 강북구 4.19로 109,화~일 11:00 ~ 23:00,02-991-7004,44,14건
호조참치,참치회,4.0,서울 강북구 한천로 1062,영업시간 매일 16:00 ~ 02:00,02-994-3470,221,6건
진미기사식당,기사식당,3.7,서울 강북구 한천로 1163 1층,매일 05:00 ~ 22:00,02-998-0010,20,22건
상미식당,일식,3.1,서울 강북구 수유로 82,매일 11:30 ~ 21:30,02-900-7575,98,29건
우리콩 순두부,두부전문점,4.1,서울 강북구 삼양로173길 46,매일 09:00 ~ 21:00,02-995-5918,19,15건
우이산장 키토산오리집,오리,2.7,서울 강북구 삼양로181길 141-5,매일 11:00 ~ 22:00,02-999-9119,8,17건
낙지일번지,해물/생선,5.0,서울 강북구 도봉로89길 10 1층,매일 11:30 ~ 23:30,02-907-1017,72,1건
쿠우쿠우 강북구청점,해산물뷔페,2.9,서울 강북구 도봉로 308 북한산스카이빌딩 9층,,02-6956-6275,38,28건
천회초밥,초밥/롤,4.6,서울 강북구 노해로 69 1층,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-6094-7894,21,23건
왕가,육류/고기,2.4,서울 강북구 삼양로 681,매일 11:30 ~ 22:00,02-908-9277,18,12건
분코,일본식주점,3.1,서울 강북구 도봉로87길 34-4,영업시간 월~토 18:00 ~ 02:00,02-907-6451,47,8건
큰두레참숯 국내산무한리필,육류/고기,5.0,서울 강북구 도봉로 284 1층,매일 11:30 ~ 23:00,02-983-9992,65,11건
100년서서갈비 수유본점,갈비,4.2,서울 강북구 덕릉로 108 1층,매일 11:00 ~ 23:00,02-6402-4966,36,6건
릴렉스,카페,4.4,서울 강북구 삼양로181길 142,매일 11:00 ~ 21:30,,101,15건
엄마손기사님식당 수유본점,기사식당,3.9,서울 강북구 한천로 1138,매일 00:00 ~ 24:00,02-999-3684,28,11건
수유리우동집 본점,돈까스/우동,2.7,서울 강북구 덕릉로 98,월~토 10:30 ~ 18:00,02-980-9630,17,17건
양다리걸쳤네,양꼬치,3.0,서울 강북구 노해로8길 16 우암센스뷰 102호,영업시간 매일 15:30 ~ 00:30,02-993-9266,25,12건
메이린,중화요리,2.5,서울 강북구 월계로 173,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,,18,26건
수유리조트,카페,3.5,서울 강북구 노해로8가길 45,월~금 07:00 ~ 24:00,02-990-9882,114,23건
육두막,육류/고기,4.0,서울 강북구 노해로 38,영업시간 매일 16:00 ~ 03:00,02-994-1100,50,8건
에이머그,카페,4.5,서울 강북구 노해로 21 1층,매일 10:00 ~ 23:00,02-6953-2629,82,6건
파조쿠치나 본점,이탈리안,3.6,서울 강북구 인수봉로 239 1층,,070-4129-8640,36,31건
큐브이스케이프 수유점,테마카페,4.3,서울 강북구 도봉로87길 11 2층,영업시간 월~목 14:30 ~ 24:00,02-903-0706,78,9건
붉은대게 수유본점,게/대게,4.3,서울 강북구 노해로 28,매일 12:00 ~ 24:00,02-908-5507,53,8건
호치민쌀국수,베트남음식,3.5,서울 강북구 덕릉로30길 3 1층,매일 11:00 ~ 21:00,070-8822-4882,42,14건
맥도날드 서울번동DT점,패스트푸드,1.7,서울 강북구 월계로 191,매일 07:00 ~ 02:00,070-7209-0531,7,27건
맹박골갈비예찬 미아점,갈비,2.5,서울 강북구 도봉로 156,,02-983-8900,10,11건
애슐리퀸즈 미아사거리역점,패밀리레스토랑,3.1,서울 강북구 도봉로 52 와이스퀘어 5층,매일 11:30 ~ 21:00,02-6415-0041,171,21건
돈킴,감자탕,4.6,서울 강북구 도봉로27길 5 대한빌딩 1층,매일 10:00 ~ 22:00,02-985-1881,73,12건
청산가든,닭요리,3.0,서울 강북구 삼양로181길 56,매일 12:00 ~ 23:00,02-902-6850,28,6건
카페시집,카페,4.2,서울 강북구 솔샘로 301 지하 1층,화~일 10:00 ~ 22:00,,75,6건
수유골목냉면,냉면,4.1,서울 강북구 솔매로45길 92,매일 10:00 ~ 21:30,02-988-6580,19,15건
스타벅스 강북구청사거리점,커피전문점,4.0,서울 강북구 도봉로 365,월~금 08:00 ~ 22:00,1522-3232,11,24건
스시광,초밥/롤,3.4,서울 강북구 도봉로 182 1층,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-945-4949,25,10건
히피스베이글,제과/베이커리,4.1,서울 강북구 삼양로 528,월~금 10:00 ~ 20:00,,45,15건
능이마을,오리,5.0,서울 강북구 솔샘로 330,매일 11:00 ~ 22:00,02-987-5292,35,3건
대머리곱창 본점,곱창/막창,4.2,서울 강북구 숭인로 65-6,매일 04:00 ~ 01:00,02-985-7002,30,16건
어사출또 미아리점,회,2.8,서울 강북구 도봉로6길 50,영업시간 매일 16:00 ~ 02:30,02-989-5114,16,9건
숯불왕갈비돼지,갈비,3.9,서울 강북구 덕릉로 79 1층,화요일,02-904-5533,18,19건
지동닭갈비,닭요리,4.7,서울 강북구 도봉로102길 60-7 1층,매일 11:00 ~ 23:00,02-988-3255,50,28건
역전할머니맥주 수유리점,호프/요리주점,2.8,서울 강북구 한천로140길 18 1층,영업시간 매일 15:00 ~ 05:00,02-900-1982,33,8건
비바서울,이탈리안,3.8,서울 강북구 노해로8가길 49,화요일,,53,10건
미아회관,삼겹살,4.6,서울 강북구 도봉로10가길 15 1층,영업시간 매일 17:00 ~ 03:00,,126,8건
키쉬미뇽,카페,2.1,서울 강북구 도봉로10길 12,영업시간 매일 09:00 ~ 11:30,02-987-5553,69,10건
대중만두,분식,4.3,서울 강북구 도봉로10나길 9,매일 11:00 ~ 24:00,02-988-8895,35,16건
청수가든,한식,3.5,서울 강북구 4.19로28길 29,매일 10:00 ~ 21:00,02-992-8242,13,6건
맥도날드 수유점,패스트푸드,3.2,서울 강북구 도봉로 342,매일 00:00 ~ 24:00,070-7017-0336,17,17건
홍가네 가마솥설렁탕,설렁탕,4.1,서울 강북구 한천로 1157,매일 00:00 ~ 24:00,02-990-1777,38,9건
은행골 수유점,초밥/롤,4.4,서울 강북구 한천로139길 10 1층,월~금 11:30 ~ 23:00,02-997-4988,34,16건
대마족발 미아점,족발/보쌈,3.8,서울 강북구 솔매로46길 6,매일 11:00 ~ 04:00,,118,18건
봄가을카페,디저트카페,4.0,서울 강북구 삼양로 470-1 1층,화~일 09:30 ~ 21:00,02-990-0411,25,12건
송연95닭갈비,닭요리,4.6,서울 강북구 도봉로8길 62,매일 12:00 ~ 24:00,02-982-0656,34,19건
쿠시,일본식주점,3.7,서울 강북구 노해로8길 9-20,영업시간 매일 18:00 ~ 02:00,02-999-0039,51,14건
주막,호프/요리주점,4.8,서울 강북구 월계로7나길 30-3,영업시간 매일 15:00 ~ 02:30,070-7607-1680,40,12건
굴사냥 광산사거리점,굴/전복,2.6,서울 강북구 한천로 1096,영업시간 매일 15:00 ~ 01:00,02-999-9433,22,9건
털보정육식당,육류/고기,3.7,서울 강북구 한천로 1072 동보빌딩 1/2층,화~일 12:00 ~ 23:00,02-990-6863,51,3건
맥도날드 미아DT점,패스트푸드,3.3,서울 강북구 삼양로 158,매일 00:00 ~ 24:00,070-7209-0543,6,20건
전주선지순대추어탕,순대,4.1,서울 강북구 오현로31길 173,매일 10:00 ~ 22:00,02-987-0008,8,10건
연화양꼬치 본관,양꼬치,4.4,서울 강북구 한천로 1078,영업시간 월~토 18:00 ~ 24:00,,23,12건
투썸플레이스 미아사거리역점,커피전문점,1.6,서울 강북구 도봉로10길 6 1층,매일 09:00 ~ 22:00,02-982-2500,32,27건
대하정,닭요리,2.5,서울 강북구 삼양로181길 283,,02-903-4757,20,6건
스시도리,초밥/롤,3.2,서울 강북구 한천로139길 25,매일 11:00 ~ 05:00,02-999-8004,16,10건
다정도병인양,전통찻집,4.2,서울 강북구 4.19로 41-1 2층,화~일 12:00 ~ 22:30,02-990-4190,46,11건
광안리,회,4.0,서울 강북구 노해로8길 22,영업시간 월~금 17:00 ~ 01:00,070-8887-1262,55,5건
일번지정육식당 수유점,육류/고기,3.6,서울 강북구 한천로140길 5,매일 10:30 ~ 01:00,02-903-1015,48,7건
화로상회 미아1호점,육류/고기,4.0,서울 강북구 솔샘로 266-1,매일 12:00 ~ 24:00,02-988-2292,31,4건
옛가칼국수,국수,4.4,서울 강북구 노해로 91-14,화~일 09:30 ~ 19:40,02-904-1150,17,20건
무이식당,양식,4.9,서울 강북구 도봉로97길 72 1층,화~일 11:30 ~ 21:00 · 브레이크타임 화~일 15:00 ~ 17:00,070-7543-6196,44,11건
시골길 본점,오리,4.9,서울 강북구 삼양로179길 172,매일 11:00 ~ 21:30,02-994-8989,6,7건
오복닭한마리 미아리본점,닭요리,3.4,서울 강북구 도봉로8길 8,매일 00:00 ~ 24:00,,50,8건
예와손만두,분식,4.8,서울 강북구 4.19로 40-8,월~토 11:00 ~ 20:30,02-905-9659,25,24건
짬뽕장이,중화요리,4.4,서울 강북구 수유로 55,화~일 11:00 ~ 22:00,02-999-3399,24,14건
수유리우동집 강북구청직영점,돈까스/우동,4.1,서울 강북구 한천로 1042,월~토 00:00 ~ 24:00,02-991-6106,13,10건
연탄위에갈비,갈비,4.5,서울 강북구 도봉로49길 12,매일 00:00 ~ 24:00,02-6959-6954,48,6건
신사랑매운갈비찜 수유점,갈비,2.6,서울 강북구 노해로8가길 14,매일 12:00 ~ 03:00,02-906-3888,42,10건
포엔시드니 수유점,동남아음식,4.5,서울 강북구 도봉로89길 1,매일 00:00 ~ 24:00,02-997-0434,35,13건
황금성 강북점,중화요리,1.5,서울 강북구 덕릉로 62,매일 00:00 ~ 24:00,02-989-0101,27,11건
일도씨닭갈비 미아점,닭요리,1.4,서울 강북구 도봉로10가길 8-3,매일 11:00 ~ 24:00,02-982-9008,48,18건
스타벅스 미아뉴타운점,커피전문점,3.8,서울 강북구 삼양로 161 행전빌딩,월~금 07:00 ~ 22:00,1522-3232,3,13건
번418,디저트카페,2.4,서울 강북구 오패산로 414,매일 11:00 ~ 23:00,02-907-5757,38,30건
스타벅스 수유역점,커피전문점,3.2,서울 강북구 도봉로 342,월~금 07:00 ~ 22:00,1522-3232,9,22건
군자대한곱창 수유역점,곱창/막창,3.7,서울 강북구 한천로139길 42 영남빌딩 1층,영업시간 매일 16:00 ~ 02:00,02-900-1193,43,3건
대동집 수유점,호프/요리주점,4.7,서울 강북구 도봉로87길 9-8,영업시간 매일 17:00 ~ 09:00,02-908-2033,34,3건
분코 미아삼거리점,일본식주점,4.0,서울 강북구 월계로7나길 41 2층,영업시간 매일 18:00 ~ 02:00,02-981-1908,40,8건
썬데이스낵,분식,4.5,서울 강북구 도봉로10길 54,,02-946-0057,80,10건
투썸플레이스 수유사거리점,커피전문점,3.9,서울 강북구 도봉로 295 스타타워 1/2층,월~금 07:00 ~ 23:00,02-900-2388,19,10건
스타벅스 미아사거리역점,커피전문점,3.3,서울 강북구 도봉로 32,월~금 07:00 ~ 21:00,1522-3232,10,15건
황제숯불꼼장어,장어,3.5,서울 강북구 노해로 42,영업시간 매일 17:00 ~ 03:00,02-999-1121,15,4건
와겐커피,커피전문점,2.3,서울 강북구 솔매로 131,매일 09:00 ~ 01:00,02-945-3001,19,16건
주대국초밥집,초밥/롤,3.3,서울 강북구 솔샘로48길 4,화요일,02-945-6650,27,16건
제주돈탐라1977 수유점,육류/고기,4.0,서울 강북구 덕릉로 104 뉴그린오피스텔 1층,영업시간 월~수 17:00 ~ 24:00,02-6398-8683,33,2건
아카렌 수유점,일식,4.0,서울 강북구 한천로139가길 26 포엠빌아파트 상가 1층 102호,화~일 11:30 ~ 21:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-999-3329,75,13건
선비촌보쌈,족발/보쌈,4.0,서울 강북구 도봉로29길 10,영업시간 월~토 15:00 ~ 23:59,02-945-7115,6,2건
삼양여관,카페,4.8,서울 강북구 덕릉로8길 6,화~금 10:00 ~ 22:00,,38,12건
명인갈비 미아직영점,갈비,5.0,서울 강북구 솔샘로 327 1층 101호,매일 11:00 ~ 21:50,02-986-9292,7,6건
쭈꾸미도사 수유점,해물/생선,4.0,서울 강북구 노해로8길 29 현대크리스탈 105/106호,월~토 12:00 ~ 03:00,02-900-5979,45,3건
부부횟집,회,3.7,서울 강북구 덕릉로 109,매일 11:00 ~ 23:30,02-980-9046,5,6건
키치,카페,4.7,서울 강북구 도봉로 387,매일 11:00 ~ 22:00,070-8244-0030,56,17건
이공족발 수유점,족발/보쌈,3.9,서울 강북구 도봉로87길 14 2층,영업시간 월/화 16:00 ~ 01:00,02-900-0325,113,7건
장터참숯무한리필 본사직영점,육류/고기,4.1,서울 강북구 도봉로 268 1층,,02-981-9500,13,12건
한일산장,닭요리,5.0,서울 강북구 삼양로181길 239,매일 09:00 ~ 21:00,02-908-9323,12,1건
홍성양꼬치,양꼬치,5.0,서울 강북구 도봉로10다길 10 1층,매일 12:00 ~ 01:00,02-324-6999,41,6건
석가갈비냉면 수유점,갈비,4.1,서울 강북구 한천로 1160,매일 11:00 ~ 23:00,,8,10건
백곱식당 미아사거리점,곱창/막창,3.9,서울 강북구 월계로3길 58,영업시간 매일 14:00 ~ 04:00,02-945-2737,139,10건
왕빈자삼파전 미아사거리본점,한식,2.4,서울 강북구 도봉로8길 29,매일 00:00 ~ 24:00,02-987-0839,31,16건
스타벅스 미아역점,커피전문점,3.8,서울 강북구 도봉로 196 1층,월~금 07:00 ~ 21:00,1522-3232,17,9건
실비집,찌개/전골,2.1,서울 강북구 한천로 1020,영업시간 매일 18:30 ~ 23:00,02-994-1613,43,26건
KFC 미아역점,패스트푸드,2.5,서울 강북구 도봉로 184,매일 10:30 ~ 23:30,02-945-2960,7,14건
카페비르케,카페,3.9,서울 강북구 4.19로 43,매일 10:00 ~ 23:00,,35,11건
대동집 미아사거리점,술집,4.8,서울 강북구 도봉로6길 8 1층,매일 12:00 ~ 04:00,02-987-1126,52,36건
전광수커피하우스 북한산점,커피전문점,4.1,서울 강북구 4.19로 97 1층,매일 11:00 ~ 23:00,02-991-0233,13,11건
백란,카페,3.6,서울 강북구 삼양로181길 201-20,매일 11:00 ~ 22:00,,23,5건
보승회관 수유역점,국밥,4.4,서울 강북구 노해로8길 22 115호,매일 00:00 ~ 24:00,02-907-9911,26,10건
왕의장어,장어,3.0,서울 강북구 삼양로181길 141-5,매일 11:30 ~ 22:00,02-999-9119,44,4건
카페문나잇,카페,4.2,서울 강북구 솔매로50길 7 1층,,070-4046-0915,18,13건
일미집,육류/고기,4.0,서울 강북구 숭인로 65-3,영업시간 월~금 16:00 ~ 24:00,02-987-3055,25,11건
커피타는고양이,고양이카페,2.0,서울 강북구 도봉로 34-8,,02-980-9080,5,21건
마라양꼬치,중식,3.8,서울 강북구 노해로 49,매일 12:00 ~ 02:00,02-905-3838,3,4건
스파웃커피,카페,4.3,서울 강북구 노해로33길 49,매일 10:00 ~ 20:00,,42,4건
버거킹 미아역점,패스트푸드,3.9,서울 강북구 도봉로 188 삼성빌딩 1층,매일 00:00 ~ 24:00,02-988-0332,11,11건
감골오리,오리,5.0,서울 강북구 4.19로 68,,02-993-4199,4,7건
노브랜드버거 미아사거리역점,패스트푸드,4.4,서울 강북구 도봉로 32,매일 10:00 ~ 22:00,02-945-5280,40,11건
능이버섯백숙,삼계탕,3.7,서울 강북구 삼양로139길 16,월/화/목/금/토/일 12:00 ~ 22:00,02-905-1859,16,3건
귀품찬곽만근갈비탕 수유직영점,갈비,3.0,서울 강북구 노해로 3 2층 20~204호,매일 11:00 ~ 22:00,02-902-7400,11,5건
버거킹 수유역점,패스트푸드,2.7,서울 강북구 도봉로 314 삼성화재 수유사옥 1층,매일 09:00 ~ 24:00,070-7462-6837,8,10건
골방집 번동점,사철탕/영양탕,2.8,서울 강북구 한천로 926,,02-993-8200,2,12건
진미숯불닭갈비,닭요리,5.0,서울 강북구 한천로140길 21 1층,영업시간 매일 14:30 ~ 02:00,010-4549-3668,60,2건
유메초밥 본점,초밥/롤,3.5,서울 강북구 노해로 39 1층,월/화/목/금/토/일 11:30 ~ 24:00,02-903-6411,36,11건
동원식당,쌈밥,5.0,서울 강북구 도봉로 387 2층,매일 11:00 ~ 22:00,02-991-2071,33,3건
단풍관,호프/요리주점,4.5,서울 강북구 한천로139나길 19 1층,영업시간 월~금 17:00 ~ 01:00,,69,8건
수유감자탕,감자탕,4.4,서울 강북구 노해로 11,,02-904-0685,9,5건
강북끝집,불고기/두루치기,4.4,서울 강북구 도봉로8길 62 1층,매일 11:30 ~ 02:00,02-982-7775,142,5건
치치 수유역점,호프/요리주점,0.0,서울 강북구 도봉로87길 6 2층,,02-900-8377,116,0건
명륜진사갈비 미아사거리점,갈비,4.8,서울 강북구 오현로 32,매일 12:00 ~ 23:00,02-987-9966,19,4건
쉐프쿠스토,이탈리안,4.0,서울 강북구 한천로132길 22,월~토 11:30 ~ 22:00,070-4062-9097,49,8건
원조왕십리곱창전문,곱창/막창,4.6,서울 강북구 4.19로 3,영업시간 매일 15:00 ~ 02:00,02-903-2959,13,8건
이화순대국전문,순대,4.2,서울 강북구 노해로 55,월~토 10:00 ~ 22:00,02-997-6039,10,10건
다리원풍천장어,장어,2.7,서울 강북구 노해로8길 2,매일 11:00 ~ 24:00,02-907-7211,18,3건
황성,중화요리,3.2,서울 강북구 4.19로 55,매일 11:30 ~ 22:00,02-992-0846,14,11건
용두동쭈꾸미,해물/생선,4.0,서울 강북구 월계로7나길 38,,02-980-2826,29,11건
S서서갈비 미아사거리점,갈비,3.7,서울 강북구 오패산로31길 48 1층,매일 12:00 ~ 01:00,02-981-3392,51,3건
소희네,제과/베이커리,4.0,서울 강북구 월계로7나길 39 2층,월/화/수/목/금/일 11:00 ~ 20:00,,21,10건
하늘아래작은마을,한식,2.7,서울 강북구 삼양로181길 253,매일 11:00 ~ 23:00,02-998-5561,6,6건
아웃백스테이크하우스 미아점,패밀리레스토랑,4.6,서울 강북구 도봉로 62 롯데백화점 9층,매일 10:30 ~ 22:00,02-944-2661,69,13건
선운산장,한식,3.7,서울 강북구 삼양로173길 218,매일 06:00 ~ 22:00,02-995-1543,22,3건
진정성중식당,중화요리,4.5,서울 강북구 도봉로29길 10 1층,매일 11:00 ~ 21:00,02-988-0339,22,2건
천유향샤브샤브훠궈뷔페 수유점,샤브샤브,4.7,서울 강북구 한천로 1042 2층,매일 11:00 ~ 24:00,02-904-5888,36,7건
의정부부대찌개,찌개/전골,3.8,서울 강북구 도봉로6길 12,매일 09:00 ~ 00:30,02-980-8068,15,4건
마시미트,양식,4.0,서울 강북구 숭인로 65-12,영업시간 월~토 16:00 ~ 24:00,070-4125-0927,25,5건
삼양동순대떡볶이,분식,3.0,서울 강북구 삼양로 246,둘째/넷째 화요일,,27,25건
투썸플레이스 미아테라스파크점,커피전문점,3.2,서울 강북구 삼양로27길 43 테라스파크 2층,매일 08:30 ~ 23:00,02-985-2355,2,6건
섬진강민물장어전문,장어,4.0,서울 강북구 한천로 1151,매일 11:30 ~ 22:00,02-993-9545,26,2건
할리스 수유사거리점,커피전문점,4.8,서울 강북구 도봉로82길 11 2~4층,월~금 08:00 ~ 23:00,070-5226-1999,44,10건
플레이버,햄버거,4.3,서울 강북구 덕릉로41길 100,매일 11:00 ~ 22:00,02-6052-3869,59,19건
아띠랑스,디저트카페,5.0,서울 강북구 4.19로 42-1 1층,매일 10:00 ~ 23:00,,59,1건
신의주부대찌개 수유리점,찌개/전골,2.3,서울 강북구 한천로131길 7,매일 11:00 ~ 21:30 · 브레이크타임 매일 15:00 ~ 18:00,02-992-1444,68,7건
두메골,족발/보쌈,4.0,서울 강북구 삼양로 187,,02-984-8080,14,14건
미녀갈비,갈비,3.0,서울 강북구 도봉로87길 26-19,영업시간 월~금 14:00 ~ 23:00,02-904-8804,29,3건
애정훠궈,중화요리,4.6,서울 강북구 한천로139길 39 2층,매일 12:00 ~ 01:00,,46,5건
바다포차,회,2.0,서울 강북구 도봉로8길 31,영업시간 매일 13:00 ~ 01:00,,42,4건
오늘통닭 수유본점,치킨,3.4,서울 강북구 도봉로 384,월/화/수/목/일 11:00 ~ 24:00,02-994-0964,157,11건
김밥은...,분식,4.2,서울 강북구 한천로 1016 1층,매일 08:00 ~ 20:30,02-999-4225,11,16건
진양소곱창,곱창/막창,4.0,서울 강북구 도봉로95길 20,,02-903-8132,20,3건
