식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
우동카덴 서교점,돈까스/우동,3.0,서울 마포구 양화로7안길 2-1,영업시간 월~금 11:30 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 17:30,02-6463-6362,127,122건
정돈,돈까스/우동,4.5,서울 마포구 어울마당로 46 1층,영업시간 매일 11:30 ~ 21:00 · 브레이크타임 매일 14:00 ~ 17:00,02-336-0923,104,80건
이치젠,일식,3.4,서울 마포구 포은로 109 1층 101호,영업시간 화~토 12:00 ~ 21:00 · 브레이크타임 화~토 14:30 ~ 17:00,070-7740-0321,435,120건
청어람 본점,곱창/막창,3.2,서울 마포구 망원로 97 1층,영업시간 화~금 11:30 ~ 21:50 · 브레이크타임 화~금 14:00 ~ 16:30,02-332-1411,168,121건
943킹스크로스,카페,3.7,서울 마포구 양화로16길 24,영업시간 월~목 11:30 ~ 21:30,02-3144-2112,334,102건
테이스티버거,햄버거,3.7,서울 마포구 독막로 67-11 행운빌딩 1층,영업시간 화~일 11:30 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 16:30,02-336-3034,320,84건
진짜파스타,이탈리안,4.7,서울 마포구 와우산로 64 전원빌딩 2층 202호,영업시간 화~일 11:30 ~ 21:00 · 브레이크타임 화~일 15:30 ~ 16:30,02-322-1518,78,275건
포비 합정점,카페,3.7,서울 마포구 양화로3길 66,매일 10:30 ~ 22:30,02-566-3861,247,133건
헤키,일식,4.4,서울 마포구 월드컵로17길 38,기간 2021년 11월 8일 ~ 2021년 11월 9일,070-7773-9870,263,211건
앤트러사이트 합정점,커피전문점,3.5,서울 마포구 토정로5길 10,월/화/수/목/금/일 09:00 ~ 23:00,02-336-7850,254,128건
당인리책발전소,북카페,3.4,서울 마포구 월드컵로14길 10-8 1층,매일 10:00 ~ 22:00,,202,50건
테일러커피 연남1호점,카페,3.8,서울 마포구 성미산로 189 1층,매일 10:00 ~ 22:00,02-326-0355,192,64건
한강껍데기,육류/고기,3.5,서울 마포구 망원로 48-1,영업시간 월~목 16:00 ~ 02:00,02-6083-3733,204,67건
툭툭누들타이,태국음식,3.4,서울 마포구 성미산로 161-8 지하1층/ 1/ 2층,영업시간 매일 11:30 ~ 21:20 · 브레이크타임 매일 15:20 ~ 17:00,070-4407-5130,339,186건
마포원조떡볶이,떡볶이,2.9,서울 마포구 도화2길 3 1층,매일 09:30 ~ 21:00,02-719-2005,334,125건
진진 본관,중화요리,3.9,서울 마포구 잔다리로 123,영업시간 매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,070-5035-8878,58,79건
황금콩밭,두부전문점,3.5,서울 마포구 마포대로16길 9,영업시간 매일 11:30 ~ 21:30,02-313-2952,119,73건
마포진짜원조최대포 본점,육류/고기,2.5,서울 마포구 마포대로 112,매일 11:00 ~ 24:00,02-719-9292,92,57건
1984,북카페,3.8,서울 마포구 동교로 194 혜원빌딩 1층,매일 10:00 ~ 24:00,02-325-1984,454,44건
도꼭지,한식,3.3,서울 마포구 백범로10길 30 1층,영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-711-0431,251,53건
곱 마포점,곱창/막창,4.0,서울 마포구 도화길 31-1 1층,영업시간 매일 16:30 ~ 24:00,02-713-5201,197,99건
연남물갈비,갈비,3.9,서울 마포구 월드컵북로4길 13 2층,영업시간 매일 11:30 ~ 02:00,02-332-9211,162,48건
와이키키마켓,육류/고기,3.4,서울 마포구 마포나루길 332,매일 11:00 ~ 24:00,02-854-8000,233,33건
모연,육류/고기,4.7,서울 마포구 토정로 318 영우빌딩 1층,영업시간 월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-704-0770,155,57건
원조조박집 본관,육류/고기,4.1,서울 마포구 토정로 313-1,영업시간 월~토 11:30 ~ 23:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-712-7462,103,86건
아소정,냉면,3.2,서울 마포구 백범로25길 9,영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-703-5959,200,49건
카쿠시타,일식,4.3,서울 마포구 동교로38길 33-15 지하1층,영업시간 월/화/수/목/일 12:00 ~ 00:00 · 브레이크타임 월~금 16:00 ~ 17:00,070-4187-8787,182,71건
카페공명,제과/베이커리,4.0,서울 마포구 연희로 11 한국특허정보원빌딩 1층,매일 10:00 ~ 22:00,070-8869-6304,230,66건
담택,일본식라면,4.6,서울 마포구 월드컵로8길 34,영업시간 월~토 11:30 ~ 20:30,02-336-0974,158,138건
브런치가,카페,2.6,서울 마포구 월드컵북로4길 39,매일 09:00 ~ 23:00,02-735-0263,201,42건
중화복춘,중화요리,3.9,서울 마포구 동교로 220-7 1층,영업시간 매일 11:30 ~ 22:00 · 브레이크타임 매일 15:30 ~ 17:00,0507-1436-2209,162,136건
작당모의,카페,3.2,서울 마포구 동교로32길 19 1층,영업시간 매일 12:00 ~ 21:00,070-8838-3815,327,73건
마포양지설렁탕,설렁탕,3.1,서울 마포구 새창로 6,매일 07:00 ~ 21:30,02-716-8616,92,70건
빈브라더스 합정점,커피전문점,4.3,서울 마포구 토정로 35-1,매일 11:00 ~ 21:00,02-6012-2001,143,80건
또보겠지떡볶이 해피토스점,떡볶이,3.8,서울 마포구 잔다리로6길 34-5 2층,월~토 11:30 ~ 22:00,,90,71건
딩가케이크,디저트카페,2.6,서울 마포구 동교로29길 68,매일 11:30 ~ 21:00,,502,98건
진대감 마포점,육류/고기,3.8,서울 마포구 마포대로12길 54,영업시간 매일 12:00 ~ 22:00,02-715-1559,122,40건
이요이요스시 공덕1호점,초밥/롤,4.1,서울 마포구 마포대로 167 공덕래미안5차아파트 상가 106호,영업시간 월~토 12:00 ~ 21:30 · 점심시간 월~토 15:00 ~ 18:00,02-306-0372,107,89건
맛이차이나,중화요리,3.5,서울 마포구 독막로 68 2층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 16:00 ~ 17:00,02-322-2653,123,89건
피자네버슬립스 합정점,피자,3.9,서울 마포구 양화로6길 73 4/ 5층,영업시간 월~금 12:00 ~ 02:00,070-8822-5877,341,116건
하하,중화요리,3.4,서울 마포구 동교로 263,화요일,02-337-0211,273,123건
연교,중화요리,3.9,서울 마포구 연희로1길 65 1층,월/화/금 11:30 ~ 22:00 · 브레이크타임 월/화/금 15:00 ~ 17:00,02-333-4561,216,79건
덕승재 상암동본점,한정식,3.3,서울 마포구 월드컵북로 361 DMC이안상암2단지 2층 221호,매일 11:30 ~ 22:00,02-303-1100,74,17건
톤앤매너,카페,4.3,서울 마포구 와우산로29가길 13 1층,영업시간 매일 12:00 ~ 21:00,02-332-8252,28,24건
바다회사랑 2호점,회,3.4,서울 마포구 동교로 143,영업시간 월~토 14:30 ~ 01:00,,276,58건
카페스콘,카페,3.4,서울 마포구 성미산로 172,매일 10:00 ~ 22:00,02-323-7076,480,47건
램랜드,육류/고기,4.1,서울 마포구 토정로 255,매일 11:30 ~ 22:00,02-704-0223,90,43건
옥동식 서교점,곰탕,3.6,서울 마포구 양화로7길 44-10,매일 11:00 ~ 22:30 · 브레이크타임 월~금 15:00 ~ 17:00,,168,166건
칸다소바 홍대점,일본식라면,4.1,서울 마포구 와우산로 51-6,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00,02-332-1660,124,108건
카페밤비,디저트카페,3.3,서울 마포구 동교로9길 36 1층,영업시간 매일 12:00 ~ 21:00,,108,28건
굴다리식당,한식,2.2,서울 마포구 새창로 8-1,매일 08:00 ~ 22:00,02-712-0066,183,142건
여우골 홍대점,초밥/롤,3.9,서울 마포구 와우산로19길 9,매일 11:00 ~ 22:00,02-325-8717,131,75건
마녀주방 홍대점,양식,4.3,서울 마포구 와우산로21길 36-10 1/ 2층,영업시간 화~일 12:00 ~ 22:15,,186,53건
가미우동,돈까스/우동,4.4,서울 마포구 홍익로2길 23,화~일 11:30 ~ 20:00,02-322-3302,156,146건
앤디스커피,카페,3.6,서울 마포구 와우산로35길 75 2층,영업시간 월~금 12:00 ~ 23:00,070-7706-3404,36,21건
돈카츠윤석,돈까스/우동,3.8,서울 마포구 백범로10길 30 1층,월/화/수/금/토/일 11:30 ~ 22:00 · 브레이크타임 월/화/수/금/토/일 15:00 ~ 17:00,02-712-0431,239,73건
합정광안리,회,4.4,서울 마포구 독막로3길 38 1층,영업시간 매일 17:00 ~ 02:00,02-332-7366,282,28건
모아새,디저트카페,3.6,서울 마포구 포은로 71 1층,월/화요일,0507-1304-5881,91,52건
테일러커피 서교점,커피전문점,4.2,서울 마포구 와우산로27길 7 2층,매일 11:00 ~ 22:00,02-334-0355,121,98건
아오이토리,제과/베이커리,3.7,서울 마포구 와우산로29길 8,매일 09:00 ~ 21:00,02-333-0421,150,103건
우리바다수산,회,3.9,서울 마포구 월드컵로 102,영업시간 매일 12:00 ~ 06:00,02-322-3489,123,28건
딥블루레이크 커피로스터스,커피전문점,4.2,서울 마포구 포은로6길 11,매일 11:00 ~ 22:00,02-323-8532,170,111건
일등식당,해장국,3.5,서울 마포구 방울내로 82,화~금 07:00 ~ 21:00,02-333-0361,94,62건
중화복춘골드 동교점,중화요리,4.2,서울 마포구 월드컵북로6길 42 태성빌딩 1층 101호,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:30 ~ 17:00,0507-1435-2209,100,84건
랑데자뷰 상수점,디저트카페,3.7,서울 마포구 와우산로13길 49,영업시간 매일 12:00 ~ 00:00,070-4255-5656,690,26건
슬로우캘리,양식,4.0,서울 마포구 동교로38길 35 2층,매일 11:30 ~ 20:30 · 브레이크타임 매일 15:00 ~ 17:00,,318,86건
어메이징농카이,태국음식,3.8,서울 마포구 월드컵북로1길 42,월~금 11:00 ~ 21:00 · 브레이크타임 매일 16:00 ~ 17:00,02-322-0567,110,73건
커피리브레 연남점,커피전문점,3.4,서울 마포구 성미산로 200,매일 11:00 ~ 20:00,02-334-0615,113,142건
동무밥상,한식,3.8,서울 마포구 양화진길 10,화~토 11:30 ~ 21:00 · 브레이크타임 화~토 15:00 ~ 17:00,02-322-6632,98,84건
오츠에스프레소,커피전문점,4.5,서울 마포구 독막로14길 32 지하 1층,월~금 10:00 ~ 20:00,,265,75건
몰토베네,이탈리안,4.4,서울 마포구 성지3길 67 1층,,02-6407-5678,116,77건
신성각,중화요리,3.0,서울 마포구 임정로 55-1,월~금 11:30 ~ 20:30,02-716-1210,85,61건
교다이야,돈까스/우동,3.7,서울 마포구 성지길 39,화~일 11:00 ~ 20:30 · 브레이크타임 화~일 15:00 ~ 17:00,02-2654-2645,237,144건
마포나루 도화본점,한정식,4.0,서울 마포구 삼개로 11,월~토 11:30 ~ 23:00,02-711-5959,83,34건
코코로카라,제과/베이커리,3.8,서울 마포구 월드컵북로8길 17 1층,,,250,79건
연남취향,이탈리안,2.7,서울 마포구 연희로1길 36 1층,영업시간 화~일 12:30 ~ 22:00,010-2554-9244,269,35건
잇텐고,일본식라면,4.0,서울 마포구 포은로 11,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-337-7715,306,121건
얼스어스,카페,3.8,서울 마포구 성미산로 150,화요일,,285,91건
감성타코&그릴 합정점,멕시칸/브라질,3.1,서울 마포구 월드컵로3길 14 딜라이트스퀘어 B동 지하 1층 147~154호,월~금 11:30 ~ 22:00,02-332-8836,164,60건
대도식당 마포대로점,육류/고기,4.3,서울 마포구 마포대로 19 지하 1층,매일 11:00 ~ 22:00,02-714-9772,63,16건
철인7호치킨 홍대점,치킨,5.0,서울 마포구 양화로6길 99-3 반지하,영업시간 매일 16:00 ~ 02:00,02-324-7175,102,1/393건
합정옥,곰탕,3.8,서울 마포구 양화로1길 21 2층,월~토 11:00 ~ 22:00,02-322-4822,108,48건
월화고기 상암직영 1호점,삼겹살,4.7,서울 마포구 매봉산로2안길 12-6 1층,영업시간 월~금 16:00 ~ 22:30,02-305-7592,102,46건
밤부베이커리&브루잉,디저트카페,3.4,서울 마포구 월드컵로5길 33-23,매일 11:00 ~ 22:30,02-3144-0446,328,63건
커피가게동경,커피전문점,3.6,서울 마포구 망원로6길 21 지하,영업시간 화~토 13:00 ~ 22:00,070-4845-0619,218,109건
카밀로라자네리아,이탈리안,3.6,서울 마포구 동교로12길 41 지하 1층,둘째/넷째 화요일,0507-1346-8622,235,111건
더피자보이즈,피자,4.3,서울 마포구 독막로9길 6 2층,영업시간 매일 12:00 ~ 24:00,02-322-9896,126,80건
일미락 상암점,육류/고기,3.2,서울 마포구 성암로13길 40,영업시간 월~토 12:00 ~ 24:00,02-302-9293,64,46건
오랑지,카페,4.6,서울 마포구 동교로38길 13 2층,화요일,,233,84건
스파카나폴리,이탈리안,3.7,서울 마포구 양화로6길 28 2층,화~일 11:30 ~ 22:00,02-326-2323,156,110건
또보겠지떡볶이집 붕붕허니비점,떡볶이,3.6,서울 마포구 양화로19길 22-25 2층,화~일 11:30 ~ 21:00 · 브레이크타임 화~금 15:00 ~ 16:30,,331,60건
프리모바치오바치 홍대본점,이탈리안,3.6,서울 마포구 와우산로23길 44 2/3층,매일 11:00 ~ 23:00,02-323-0098,205,87건
또보겠지떡볶이집 호호시스터점,떡볶이,3.9,서울 마포구 양화로6길 45 2층,화~일 11:00 ~ 21:00 · 브레이크타임 화~금 14:30 ~ 16:00,,236,51건
멕시칸식당베르데,멕시칸/브라질,4.3,서울 마포구 동교로 262-6 1층,영업시간 매일 12:00 ~ 23:00,070-8726-7564,316,76건
코다차야 홍대점,일본식주점,3.3,서울 마포구 와우산로 48 로하스타워 지하1층 101~110호,영업시간 매일 17:00 ~ 03:00,02-322-6666,37,23건
부탄츄 홍대점,일본식라면,2.9,서울 마포구 와우산로35길 75 1층,월~토 11:30 ~ 23:30,02-3144-3304,137,89건
일일향 마포점,중화요리,3.3,서울 마포구 새창로2길 15-2,매일 11:30 ~ 21:30,02-702-2733,75,71건
발리문,동남아음식,4.4,서울 마포구 동교로 248-1 2층,영업시간 매일 12:00 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:30,070-7774-8282,285,89건
지로우라멘,일본식라면,4.1,서울 마포구 와우산로29가길 79,매일 11:00 ~ 21:30 · 브레이크타임1 월~금 15:00 ~ 16:00,,141,160건
두껍삼 마포직영점,삼겹살,3.1,서울 마포구 독막로 331 마스터즈타워빌딩 1/2층,월~금 11:00 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:00,02-588-3092,106,23건
카페요호,카페,4.0,서울 마포구 잔다리로 88 1층,월~금 10:30 ~ 19:00,02-336-0150,132,53건
뉴오더클럽,피자,3.4,서울 마포구 동교로34길 3,영업시간 매일 14:00 ~ 24:00,,338,54건
코끼리즉석떡볶이,분식,3.2,서울 마포구 도화2길 3,매일 09:30 ~ 21:30,02-717-9061,191,72건
이치류 홍대본점,육류/고기,4.1,서울 마포구 잔다리로3안길 44,영업시간 월~토 17:00 ~ 23:00,02-3144-1312,125,59건
세상끝의라멘,일본식라면,4.0,서울 마포구 양화로7길 6-5 와와빌딩 2층,화~일 11:30 ~ 21:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-336-1361,205,121건
난,한식,3.7,서울 마포구 토정로3길 22 지층,월~토 11:00 ~ 02:00,070-8881-5021,145,41건
마루심 마포점,장어,3.3,서울 마포구 토정로 316 성진빌딩 1층,매일 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-711-1378,86,26건
마포옥,설렁탕,3.7,서울 마포구 토정로 312 1층,매일 07:00 ~ 21:00,02-716-6661,89,66건
피오니 연남점,제과/베이커리,3.6,서울 마포구 연남로 59-1,월~토 11:00 ~ 20:00,02-332-5325,86,32건
각시보쌈,족발/보쌈,3.4,서울 마포구 성지길 25,매일 11:00 ~ 22:30 · 브레이크타임 매일 15:30 ~ 16:30,02-333-8786,109,58건
포가,중화요리,4.2,서울 마포구 성미산로 190-4 2층,월/화요일,,182,102건
은행골 홍대점,초밥/롤,3.1,서울 마포구 와우산로15길 34,,02-2637-4988,92,37건
경주식당,육류/고기,3.7,서울 마포구 와우산로13길 49-7,매일 11:30 ~ 23:00 · 브레이크타임 매일 15:30 ~ 17:30,02-322-1674,177,46건
혼가츠,돈까스/우동,2.7,서울 마포구 와우산로21길 36-6 102호,매일 11:30 ~ 21:30,02-322-8850,288,79건
빌리프커피로스터스,커피전문점,3.3,서울 마포구 양화로11길 50 1층,매일 09:30 ~ 23:30,02-322-3100,184,71건
더페이머스버거 홍대점,햄버거,3.1,서울 마포구 잔다리로3안길 24 1층,영업시간 월/화/수/목/일 12:00 ~ 22:00,,300,39건
경양카츠 연남점,돈까스/우동,4.0,서울 마포구 동교로 238-1 1층,매일 11:30 ~ 21:00 · 브레이크타임 매일 14:30 ~ 17:00,070-7543-5445,555,85건
콜린,테마카페,3.7,서울 마포구 어울마당로 45 1/ 2층,월/화/수/목/일 10:30 ~ 01:00,02-3141-1119,266,41건
라멘트럭 상수점,일본식라면,3.6,서울 마포구 독막로14길 31 1층,매일 11:00 ~ 22:00,02-336-8456,67,91건
산동만두,분식,4.6,서울 마포구 도화길 22-10,영업시간 월~금 17:30 ~ 01:00,02-711-3958,65,44건
연어롭다,해물/생선,3.7,서울 마포구 동교로38길 42 지하1층,,02-324-8300,453,95건
감나무집기사식당,기사식당,2.1,서울 마포구 연남로 23,매일 00:00 ~ 24:00,02-325-8727,183,112건
하이디라오 홍대지점,중화요리,3.9,서울 마포구 양화로 176 와이즈파크 5층,매일 10:00 ~ 05:00,02-332-7668,149,54건
콩카페 연남점,카페,3.5,서울 마포구 성미산로 161-14 1층,매일 11:00 ~ 23:00,070-4131-0333,350,74건
시루케이크,떡카페,4.4,서울 마포구 어울마당로1길 18 1층,영업시간 월~토 12:00 ~ 20:00,070-4177-7700,126,41건
미미램양꼬치,양꼬치,3.6,서울 마포구 성미산로 196 상암빌딩 1층,영업시간 매일 12:00 ~ 03:00,02-6339-7666,153,25건
산울림1992,호프/요리주점,3.9,서울 마포구 서강로9길 60,영업시간 화~토 17:00 ~ 01:30,02-334-0118,157,57건
더피자보이즈 서교점,피자,4.1,서울 마포구 와우산로29마길 24-1 1층,영업시간 월~금 15:00 ~ 23:00,02-336-0801,154,38건
더평양,냉면,2.9,서울 마포구 월드컵북로 127,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-336-7582,49,46건
킨지 연남점,일식,2.7,서울 마포구 동교로 227-11 2층,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 15:30,070-7778-6167,177,62건
개화기요정,일본식주점,2.6,서울 마포구 독막로7길 22,영업시간 월~금 17:00 ~ 02:00,02-325-6677,91,25건
철길왕갈비살,갈비,3.5,서울 마포구 와우산로32길 24,매일 10:00 ~ 03:00,02-3143-2801,116,34건
투떰즈업,제과/베이커리,3.6,서울 마포구 월드컵로19길 71 1층,월/화/수/목/일요일,02-2291-6677,107,22건
마포곱창타운,곱창/막창,3.9,서울 마포구 동교로27길 20,월~금 11:00 ~ 01:00,02-336-4496,146,32건
비트포비아 던전홍대점,테마카페,4.4,서울 마포구 독막로3길 30,영업시간 월~금 11:50 ~ 23:50,02-322-4997,116,14건
구공탄곱창 본점,곱창/막창,3.9,서울 마포구 양화로6길 77 1층,영업시간 매일 17:00 ~ 02:00,02-3395-9010,87,34건
소바식당 망원점,일식,2.9,서울 마포구 동교로9길 28,영업시간 월~토 12:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00,,168,63건
버터밀크,카페,4.0,서울 마포구 와우산로 130 1층,,,120,114건
밀라노식당,이탈리안,3.8,서울 마포구 연남로1길 6-9,,02-322-5571,176,39건
육장,한식,3.9,서울 마포구 월드컵로19길 74 지하2층,화요일,,136,59건
갓잇 연남점,멕시칸/브라질,4.1,서울 마포구 성미산로 161-13 1층,매일 11:00 ~ 22:00,,174,81건
오복수산 연남점,일식,3.3,서울 마포구 성미산로 198,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:30 ~ 16:30,010-3357-8051,115,56건
그레인,카페,4.3,서울 마포구 동교로46길 23,화/수요일,,129,58건
행진,삼겹살,3.2,서울 마포구 월드컵로 49 1층,영업시간 월~토 12:00 ~ 04:00,02-336-4275,200,33건
파네트,제과/베이커리,4.0,서울 마포구 마포대로11길 17,매일 09:00 ~ 22:00,02-719-4600,89,57건
빠넬로,이탈리안,3.6,서울 마포구 어울마당로5길 29,영업시간 화~토 12:00 ~ 22:00 · 브레이크타임 화~일 16:00 ~ 17:00,02-322-0920,141,48건
서강8경,양식,3.1,서울 마포구 토정로 128 8층,영업시간 매일 12:00 ~ 01:00,02-334-1919,47,14건
하카타분코,일본식라면,3.0,서울 마포구 독막로19길 43 1층,매일 11:30 ~ 03:00,,180,179건
비스트로주라,양식,4.2,서울 마포구 와우산로23길 18-7 1층,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:00,,177,90건
키쉬미뇽,카페,3.1,서울 마포구 양화로6길 35,매일 10:00 ~ 24:00,02-333-3466,259,48건
팔로피자,피자,4.3,서울 마포구 양화로6길 9-20 1층,월/화/수/목/일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-324-8588,199,73건
장작집,치킨,4.0,서울 마포구 월드컵북로6길 19,,010-3336-8844,122,31건
아이엠베이글 공덕점,디저트카페,4.4,서울 마포구 백범로 152 공덕파크자이 101동,월~금 08:00 ~ 20:00,070-7718-2881,147,63건
미스터리브루잉컴퍼니,호프/요리주점,4.3,서울 마포구 독막로 311 재화스퀘어 1층,매일 11:30 ~ 24:00,02-3272-6337,132,105건
어나더룸 연남,카페,4.0,서울 마포구 성미산로29안길 19-4 1층,월~금 11:00 ~ 20:00,010-5134-1306,158,41건
윤씨밀방,양식,3.8,서울 마포구 와우산로15길 15 지하1층,월/화요일,02-3143-4116,255,147건
스시메이진 홍대점,초밥/롤,1.9,서울 마포구 양화로18길 3 삼양빌딩 2층,매일 11:30 ~ 22:00,02-3144-7072,291,46건
오늘그대와,양식,3.5,서울 마포구 동교로 262-13 1층,매일 11:00 ~ 22:00,,403,31건
또보겠지떡볶이집 호호피크닉점,떡볶이,4.3,서울 마포구 독막로3길 34 2층 201호,화~일 11:30 ~ 21:00,,156,24건
조선시대,한식,4.2,서울 마포구 홍익로3길 44 지하1층,영업시간 매일 14:00 ~ 22:00,010-9482-9185,124,69건
야키토리묵,일본식주점,4.3,서울 마포구 성미산로 165-1 1층,영업시간 월~토 17:00 ~ 22:00,070-8835-3433,97,41건
봉피양 마포점,한식,3.2,서울 마포구 토정로 308,화~토 10:00 ~ 24:00,02-715-2292,29,26건
고향집,국수,3.6,서울 마포구 포은로8길 28,매일 10:30 ~ 20:30,02-322-8762,82,29건
진진 가연,중화요리,3.2,서울 마포구 월드컵북로1길 60,영업시간 월/화/목/금/토/일 12:00 ~ 21:00 · 브레이크타임 월/화/목/금/토/일 15:00 ~ 17:00,02-332-9866,67,23건
한상가득왕솥뚜껑,육류/고기,3.3,서울 마포구 성암로13길 36,매일 11:00 ~ 22:30,02-374-5701,98,20건
이미커피,카페,4.2,서울 마포구 동교로25길 7 1층,월/화요일,02-6368-5228,120,63건
공상온도,카페,4.0,서울 마포구 동교로23길 40 지하 1층,영업시간 매일 12:30 ~ 23:00,02-336-0247,150,30건
