식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
펠어커피 강동점,커피전문점,4.5,서울 강동구 천호옛14길 23-12 1층,월~금 10:00 ~ 22:00,070-7702-6096,324,30건
아웃백스테이크하우스 천호점,패밀리레스토랑,4.3,서울 강동구 올림픽로 660 지하1층,월/화/수/목/일 11:30 ~ 22:30,02-471-1791,133,21건
지리산왕재봉흑돼지 암사점,육류/고기,4.1,서울 강동구 상암로 26 1층,매일 11:00 ~ 22:00,02-3426-5120,36,36건
산수고원,한정식,2.3,서울 강동구 동남로 588,매일 11:30 ~ 21:00,02-478-3490,21,11건
셀프하우스,분식,2.9,서울 강동구 올림픽로 572 코오롱2차아파트상가 107호,월~토 10:00 ~ 21:00,02-476-7063,76,48건
강동해물찜해천탕,매운탕/해물탕,2.8,서울 강동구 양재대로 1416 1/2층,매일 11:00 ~ 22:00,02-483-7345,35,13건
스시혼,초밥/롤,4.1,서울 강동구 구천면로 424 명일메가타운 1층 116호,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 14:30 ~ 16:30,02-441-7232,46,28건
화진포막국수 강동구청점,국수,3.4,서울 강동구 성내로10길 12,매일 11:00 ~ 21:00,02-478-1539,49,42건
풍촌코다리네 본점,해물/생선,4.0,서울 강동구 올림픽로 763,매일 11:00 ~ 22:00,02-442-9279,157,11건
명일원조닭발,닭요리,4.2,서울 강동구 상암로47길 86,매일 12:00 ~ 00:30,02-429-8548,67,6건
감동정육식당,육류/고기,3.7,서울 강동구 진황도로 21-1 1층,영업시간 매일 17:00 ~ 24:00,02-477-8910,255,3건
키읔피읖,커피전문점,4.3,서울 강동구 진황도로 6 1/2층,매일 12:00 ~ 21:00,070-4191-0112,92,15건
오징어참치,회,4.2,서울 강동구 구천면로 246 1층,,02-473-0632,20,14건
숟가락반상 마실 강동점,한정식,2.5,서울 강동구 동남로73길 31 한국4H회관 2층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-429-6999,57,10건
아키노유키 본점,일본식주점,3.4,서울 강동구 올림픽로70길 50-7,영업시간 월/화/수/목/일 17:00 ~ 03:00,02-488-6923,75,22건
부리나케,일식,4.4,서울 강동구 풍성로 105 1층,월~금 11:00 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-477-3545,50,56건
몽땅족발,족발/보쌈,2.6,서울 강동구 구천면로24길 20-16,매일 11:30 ~ 00:30,02-485-7669,27,22건
에이컷스테이크 올림픽공원점,스테이크/립,3.5,서울 강동구 강동대로 187 파크뷰캐슬 2층,매일 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-482-8050,91,13건
강동호치민,동남아음식,3.4,서울 강동구 천호대로 1089 강동헤르셔 B47호,매일 11:30 ~ 22:00,02-474-0780,75,27건
한국식왕돈까스1980 천호본점,돈까스/우동,2.9,서울 강동구 올림픽로 737,매일 11:00 ~ 21:00,02-472-6363,100,21건
꿀꿀진순대국,순대,4.5,서울 강동구 양재대로103길 70 1층,월/화/수/목/금/일 10:00 ~ 22:00,,111,18건
황실짜장 광진교4호점,중화요리,3.9,서울 강동구 올림픽로 688 1층,매일 00:00 ~ 24:00,02-470-0567,27,18건
와고참숯갈비,갈비,5.0,서울 강동구 올림픽로70길 47-7,영업시간 월~목 16:00 ~ 24:00,02-486-5990,92,18건
진미한우곱창,곱창/막창,4.0,서울 강동구 천중로40길 50 101호,영업시간 매일 17:00 ~ 23:00,02-488-7734,26,6건
고모네 원조콩탕북어탕,두부전문점,4.1,서울 강동구 풍성로57길 13,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-485-4675,44,16건
최냉면,냉면,3.4,서울 강동구 천호옛8길 34,매일 11:30 ~ 20:00 · 브레이크타임 매일 15:00 ~ 16:30,02-484-0441,13,12건
해왕조개전문 둔촌점,조개,4.6,서울 강동구 풍성로56길 39,영업시간 매일 15:00 ~ 02:00,02-484-3111,105,10건
골드참치,참치회,4.1,서울 강동구 양재대로 1500,매일 11:00 ~ 00:30,02-478-3337,51,18건
오형제손짜장 강동점,중화요리,1.8,서울 강동구 천호대로 1108,매일 00:00 ~ 24:00,02-488-3735,44,40건
주양두리돈까스 암사직영점,돈까스/우동,2.8,서울 강동구 고덕로 89 2층,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-487-8558,51,19건
테라로사 길동점,커피전문점,3.8,서울 강동구 천호대로 1221 길동채움 2층,매일 09:00 ~ 21:00,,103,17건
주양명가돈까스 명일본점,돈까스/우동,1.8,서울 강동구 동남로73길 26,화요일,02-441-2101,11,29건
채스우드커피,카페,4.1,서울 강동구 성안로 42 1층,매일 10:00 ~ 22:00,02-470-4562,117,19건
봄플레이트,퓨전요리,4.5,서울 강동구 천호대로182길 26 1층,월~토 11:00 ~ 19:00 · 브레이크타임 월~토 15:00 ~ 16:00,0507-1317-7657,78,48건
블랑디저트카페,디저트카페,4.7,서울 강동구 양재대로145길 6 2층,월~금 11:00 ~ 22:00,02-6487-5637,88,10건
소담촌 강동역점,샤브샤브,3.7,서울 강동구 천호대로 1092 에스케이허브진 2층,매일 11:00 ~ 21:30,02-488-3369,40,15건
등갈비달인 천호본점,갈비,3.8,서울 강동구 천호대로158길 25,영업시간 월~금 17:00 ~ 01:00,02-6203-4638,91,17건
짬뽕지존 길동점,중화요리,2.3,서울 강동구 양재대로 1450 1층,영업시간 화 21:00 ~ 09:00,02-476-2234,63,24건
군산식당,한식,4.4,서울 강동구 진황도로 32,월~토 12:00 ~ 22:00,02-477-8381,24,17건
블랑제리11-17,제과/베이커리,3.0,서울 강동구 올림픽로 624 1층,매일 09:00 ~ 22:00,,31,37건
예가족발,족발/보쌈,4.4,서울 강동구 양재대로 1424,매일 12:00 ~ 24:00,02-472-7757,45,9건
마드레,한정식,3.7,서울 강동구 동남로 710,매일 11:00 ~ 24:00,02-486-0852,30,14건
육대쌈 암사점,고기뷔페,2.8,서울 강동구 고덕로 104,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-427-6363,48,12건
얌얌카츠,돈까스/우동,4.6,서울 강동구 천호옛14길 22 1층,월~토 11:30 ~ 21:30 · 브레이크타임 월~토 15:00 ~ 17:00,02-474-0130,71,30건
풀팬,이탈리안,3.1,서울 강동구 올림픽로 660,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:30 ~ 16:30,02-489-1919,92,16건
하에레츠,디저트카페,3.7,서울 강동구 암사길 27,월~금 09:00 ~ 23:00,02-481-8341,14,21건
스시야미 천호본점,초밥/롤,2.8,서울 강동구 진황도로 4-9 1/ 2층,매일 12:00 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-478-3034,57,40건
분홍다이닝,카페,4.0,서울 강동구 천호대로157길 18 원앙빌딩 3층,매일 11:30 ~ 22:00,02-473-9388,163,22건
분더버거,햄버거,4.5,서울 강동구 천호대로168가길 57 102호,화~일 12:00 ~ 22:00,,32,34건
평양만두집,분식,3.8,서울 강동구 성내로 14,월~토 10:00 ~ 22:00,02-488-2149,45,18건
해중천반점 천호동점,중화요리,2.9,서울 강동구 천호대로158길 36-6,매일 12:00 ~ 03:00,,57,23건
길동우동 길동본점,돈까스/우동,2.8,서울 강동구 천호대로 1135,매일 00:00 ~ 24:00,02-471-3455,69,42건
쭈꾸쭈꾸쭈꾸미 본점,해물/생선,2.8,서울 강동구 천호옛길 98,매일 11:30 ~ 01:00,02-484-1472,156,11건
맥도날드 서울둔촌DT점,패스트푸드,2.9,서울 강동구 양재대로 1382,매일 00:00 ~ 24:00,070-7209-0555,15,34건
파트원나이스,카페,4.5,서울 강동구 올림픽로89길 29,화~토 12:00 ~ 22:00,,111,19건
김여사네국수,국수,2.8,서울 강동구 천호대로162길 19 1층,매일 11:30 ~ 19:30 · 브레이크타임 매일 14:30 ~ 17:30,02-484-3708,70,29건
숯불돼지갈비마포집,갈비,3.4,서울 강동구 상암로 200 1층,월~토 10:30 ~ 22:30,02-3427-4816,35,10건
함경면옥,냉면,3.5,서울 강동구 강동대로 215 1층,매일 10:00 ~ 22:00,02-473-5406,28,37건
천호누룽지통닭구이 성내점,치킨,3.9,서울 강동구 천호옛14길 35,영업시간 매일 17:30 ~ 24:00,02-474-9279,62,8건
종로곱창,곱창/막창,4.4,서울 강동구 올림픽로62길 40 1층,화요일,02-477-2036,34,7건
작은깡통,육류/고기,3.6,서울 강동구 양재대로124길 47,둘째/넷째 화요일,02-413-1661,95,9건
바오공베트남쌀국수,동남아음식,4.2,서울 강동구 상암로 63,매일 10:30 ~ 21:00,070-8159-1912,30,29건
백제추어탕,추어,2.8,서울 강동구 양재대로 1406,매일 10:00 ~ 22:00,02-488-6788,33,10건
만찬,해물/생선,4.9,서울 강동구 동남로 640,매일 10:00 ~ 22:00,02-477-3398,9,9건
생어거스틴 성내점,동남아음식,4.2,서울 강동구 강동대로 143-64 태창빌딩 1층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-477-1555,385,18건
스타벅스 강동암사DT,커피전문점,3.1,서울 강동구 고덕로 43,매일 07:00 ~ 22:00,1522-3232,20,15건
함흥본가면옥 길동사거리점,냉면,3.2,서울 강동구 양재대로 1428,매일 11:00 ~ 22:00,02-483-8808,13,21건
초밥의신부타 천호점,초밥/롤,3.4,서울 강동구 천호대로155길 11,매일 11:30 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-470-9788,53,16건
인생횟집,회,3.7,서울 강동구 올림픽로92길 11 1층,,02-478-1802,9,7건
맥도날드 굽은다리역DT점,패스트푸드,2.3,서울 강동구 양재대로 1587,매일 00:00 ~ 24:00,070-7209-0553,10,16건
바이재재,제과/베이커리,4.3,서울 강동구 풍성로53길 27 1층,월/화/수/일요일,,29,13건
근초밥,초밥/롤,3.1,서울 강동구 올림픽로 538 1층,월~토 11:30 ~ 22:30 · 브레이크타임 월~토 15:30 ~ 17:00,02-470-8148,62,17건
육돈식당,육류/고기,3.6,서울 강동구 양재대로 1459 대진빌딩 1층,영업시간 월~금 16:30 ~ 24:00,,74,14건
스타벅스 천호로데오점,커피전문점,3.8,서울 강동구 천호대로 1037,월/화/수/목/일 08:00 ~ 21:00,1522-3232,22,10건
역전할머니맥주 천호점,호프/요리주점,2.3,서울 강동구 천호대로157길 37 1층 1/ 2호,,02-484-2579,31,7건
청해진,해물/생선,4.2,서울 강동구 강동대로 187,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-473-8102,25,16건
다람,육류/고기,3.2,서울 강동구 양재대로85길 29,매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:30,02-475-6047,55,13건
스시마에,초밥/롤,4.5,서울 강동구 성내로 40 1층,월~토 12:00 ~ 21:30 · 브레이크타임 월~토 14:30 ~ 17:20,02-484-9914,28,8건
브리에,디저트카페,4.3,서울 강동구 강동대로51길 50,화~일 11:00 ~ 21:00,,100,8건
모범떡볶이앤수제돈가스 길동점,떡볶이,3.3,서울 강동구 진황도로 85 강동QV2차 101호/ 103호,화~토 11:00 ~ 22:30,02-476-0422,32,12건
왕대포,실내포장마차,2.3,서울 강동구 구천면로 140 6층,,,187,7건
신사소곱창 천호점,곱창/막창,3.8,서울 강동구 천호대로155길 24,영업시간 월/화/수/목/일 16:00 ~ 01:00,02-477-1125,85,11건
카페제이,카페,4.2,서울 강동구 동남로82길 19 1층,화~목 10:00 ~ 21:00,070-8270-9370,20,13건
주문진,일식집,3.7,서울 강동구 성안로3길 27,,02-470-6400,6,9건
스타벅스 강동구청DT점,커피전문점,3.6,서울 강동구 성내로 32,월~토 07:00 ~ 22:00,1522-3232,16,20건
보타이,태국음식,4.7,서울 강동구 풍성로 90,화요일,02-474-3520,36,30건
카쿠,카페,3.4,서울 강동구 성안로 45,월~목 11:00 ~ 21:00 · 브레이크타임 월~목 15:00 ~ 18:00,,29,31건
화포식당 고덕역점,육류/고기,4.7,서울 강동구 동남로73길 26,화요일,02-441-2677,26,11건
토속한방삼계탕,삼계탕,3.4,서울 강동구 천호대로 1152 105동 101호,매일 10:00 ~ 22:00,02-488-5033,19,9건
황푸차이나,중화요리,3.7,서울 강동구 양재대로 1590 1층,매일 11:30 ~ 22:00,02-442-1211,23,14건
연풍민락 천호점,호프/요리주점,4.4,서울 강동구 천호대로157길 18 원방빌딩 2층 201호,매일 13:00 ~ 22:00,02-473-9688,91,18건
국보성,중화요리,4.1,서울 강동구 명일로13길 15 탑스빌딩 1층,월~토 11:30 ~ 24:00,02-477-4866,21,16건
국민떡볶이,떡볶이,4.0,서울 강동구 양재대로83길 14,매일 11:15 ~ 21:00,010-9711-6693,25,31건
샘밭막국수,국수,2.7,서울 강동구 강동대로 241,매일 11:30 ~ 21:30,02-477-1702,34,20건
스시현,초밥/롤,3.7,서울 강동구 천호대로158길 19 1층,영업시간 매일 17:00 ~ 01:00,02-475-4638,60,13건
앙상블,양식,4.6,서울 강동구 양재대로147길 5 2층,매일 12:00 ~ 22:30 · 브레이크타임 매일 15:00 ~ 18:00,02-441-9451,51,16건
보성갈비 본점,갈비,4.1,서울 강동구 양재대로89가길 14,매일 11:00 ~ 24:00,02-486-3393,39,10건
진이네떡볶이,떡볶이,3.4,서울 강동구 동남로71길 23 한양아파트상가 1층,,02-481-2585,27,20건
강동짬뽕,중식,4.0,서울 강동구 천중로40길 78,월~금 11:00 ~ 20:00 · 브레이크타임 월~금 14:30 ~ 16:00,02-486-0029,26,10건
한국식윤화돈까스 본점,돈까스/우동,2.3,서울 강동구 천호대로 1194,매일 11:00 ~ 21:30,02-489-5717,16,15건
엘리펀트커피,커피전문점,3.5,서울 강동구 양재대로 1548,매일 10:00 ~ 24:00,02-489-2039,20,6건
유미마트,호프/요리주점,3.3,서울 강동구 진황도로27길 4,,,47,22건
착한낙지 서울둔촌점,해물/생선,2.3,서울 강동구 동남로 592,매일 11:00 ~ 22:00,02-484-0071,21,13건
라그릴리아 천호점,이탈리안,4.2,서울 강동구 천호대로 1005 1층,매일 10:30 ~ 22:00,02-2225-8873,71,5건
드딜라이트,이탈리안,3.3,서울 강동구 올림픽로 834 한강시티라이프 1층 101호,매일 11:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 16:30,,34,8건
별미손칼국수전문,국수,3.9,서울 강동구 양재대로141길 7,매일 10:00 ~ 21:00,02-3426-9601,21,16건
옆,퓨전요리,4.9,서울 강동구 성안로 22,화~일 11:30 ~ 01:00,,12,27건
선남Sea,초밥/롤,3.8,서울 강동구 상암로 26 선사타워빌딩 1층,월~금 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-427-8195,19,12건
배나무집,오리,3.0,서울 강동구 동남로 585,매일 11:00 ~ 21:30,02-489-3300,21,10건
양진말웅골,샤브샤브,4.4,서울 강동구 강동대로53길 18 진스빌딩 2층,월~토 10:00 ~ 22:00,02-486-8861,12,11건
빠네렌토,제과/베이커리,3.6,서울 강동구 동남로 881 서희스타힐스 1층,,,48,7건
쌍둥이네포차,실내포장마차,3.0,서울 강동구 상암로 102,영업시간 월~토 14:30 ~ 02:00,02-472-1724,16,3건
구삼부대찌개,찌개/전골,2.6,서울 강동구 강동대로53길 12 1층,매일 11:00 ~ 21:30,02-472-7729,50,16건
카페노란코끼리 천호점,디저트카페,4.8,서울 강동구 구천면로24길 20-25,월~금 08:00 ~ 22:00,,74,10건
푸주옥,설렁탕,2.4,서울 강동구 강동대로 209,매일 00:00 ~ 24:00,02-474-6987,9,8건
카페티에드,커피전문점,3.8,서울 강동구 천호대로157길 52 2/3층,매일 11:30 ~ 24:00,02-475-0011,137,8건
봉평메밀막국수 본점,국수,4.3,서울 강동구 천호대로176길 19 파스텔빌딩 1층,,02-482-1333,31,4건
라라브레드 길동점,제과/베이커리,4.4,서울 강동구 양재대로116길 13 지하1~2층,매일 10:00 ~ 20:00,1800-7605,73,25건
한성관,중화요리,2.7,서울 강동구 양재대로141길 20,매일 00:00 ~ 24:00,02-429-5926,17,10건
고집 천호점,육류/고기,3.8,서울 강동구 천호대로 1027,영업시간 매일 17:00 ~ 02:00,070-4415-9200,37,4건
엘리펀트커피 둔촌점,커피전문점,3.3,서울 강동구 천호대로 1192,매일 10:00 ~ 22:00,02-488-2039,8,6건
카페1501호,카페,4.7,서울 강동구 구천면로35길 16,화~일 13:00 ~ 21:00,010-3700-1370,37,11건
상무초밥 길동점,초밥/롤,4.6,서울 강동구 천호대로 1139 강동그린타워 1층,,02-487-3339,113,74건
철원족발,족발/보쌈,4.2,서울 강동구 올림픽로 697,매일 11:00 ~ 00:30,02-482-1723,31,17건
고덕가든,장어,3.7,서울 강동구 아리수로 181-19,화요일,02-442-0056,22,3건
산장가든,육류/고기,4.0,서울 강동구 동남로49길 24,매일 11:00 ~ 22:00,02-485-3388,7,21건
카페메종드한,카페,4.6,서울 강동구 성안로 27 103호,월~금 10:00 ~ 22:00,02-482-2005,20,22건
율베이커리,제과/베이커리,4.8,서울 강동구 양재대로103길 43 1층,월~토 11:00 ~ 21:00,02-486-1867,18,22건
용문객잔,중식,4.5,서울 강동구 구천면로41길 14,영업시간 월~토 17:00 ~ 02:00,,83,8건
충무굴보쌈족발,족발/보쌈,5.0,서울 강동구 양재대로111길 7,월~토 11:00 ~ 06:00,02-484-5556,41,3건
더맛있는족발보쌈 명일점,족발/보쌈,3.0,서울 강동구 양재대로143길 7 1층,매일 13:00 ~ 01:00,02-442-6399,167,3건
피에로커피,카페,4.1,서울 강동구 성내로14길 27,월~금 08:00 ~ 23:00,02-471-5618,25,17건
시오미스시,초밥/롤,4.8,서울 강동구 고덕로25길 12 1층,화~일 12:00 ~ 24:00,,33,10건
핵밥 천호점,한식,2.0,서울 강동구 올림픽로 660 1층,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-488-8444,551,18건
원조성내볼데기집,해물/생선,3.9,서울 강동구 양재대로81길 20,매일 08:00 ~ 22:00,02-473-5005,30,14건
암사민물장어 선사본점,장어,3.0,서울 강동구 고덕로 33,매일 11:30 ~ 22:00,02-3426-2253,16,8건
브로일링커피 강동점,카페,4.6,서울 강동구 성내로10길 9-6,월~금 08:00 ~ 21:00,,53,14건
맥도날드 상일동점,패스트푸드,2.4,서울 강동구 상일로6길 39,매일 07:00 ~ 23:00,070-7209-0611,9,9건
성일면옥,냉면,3.1,서울 강동구 성내로 38 서울성내1동우체국 1층 1호,화~일 11:00 ~ 21:00,02-478-1117,26,15건
스타벅스 천호역점,커피전문점,3.2,서울 강동구 천호대로 1012 태승빌딩 1층,월~금 07:00 ~ 20:00,1522-3232,10,12건
자가제빵선명희피자 길동점,피자,4.7,서울 강동구 진황도로47길 68 102호,매일 11:00 ~ 22:30,02-488-3346,386,10건
대박집 천호점,갈비,4.5,서울 강동구 구천면로 283,매일 00:00 ~ 24:00,02-485-0203,24,6건
대성원,중식,4.0,서울 강동구 천중로15길 37,매일 11:30 ~ 20:00,02-484-8005,26,14건
김경희119닭발 천호본점,닭요리,4.9,서울 강동구 천중로 73,영업시간 월~토 17:00 ~ 01:00,02-489-1289,22,7건
핵밥 상리단점,일식,3.5,서울 강동구 상일로 23 2층,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-428-0802,63,13건
디자인카페허브,커피전문점,3.7,서울 강동구 천호대로200길 15-16,월~토 10:00 ~ 22:00,02-417-0437,11,6건
샤브플러스,샤브샤브,3.5,서울 강동구 천호대로 1015 성보빌딩 지하1층,매일 11:30 ~ 21:30,02-477-7754,48,11건
서울감자탕,감자탕,3.8,서울 강동구 천호대로 1106,매일 00:00 ~ 24:00,02-484-8337,23,6건
황금코다리 천호점,해물/생선,0.0,서울 강동구 구천면로 140 2층,화 11:00 ~ 23:00,02-485-5298,201,0건
개성김치손만두,분식,4.4,서울 강동구 동남로85길 70,월~토 10:00 ~ 19:00,02-428-3871,13,10건
스타벅스 둔촌동점,커피전문점,4.6,서울 강동구 양재대로 1303 평원빌딩 1층,월~금 07:00 ~ 21:00,1522-3232,6,7건
나주곰탕 길동점,곰탕,4.0,서울 강동구 천호대로 1134 1층,매일 00:00 ~ 24:00,02-470-2966,10,12건
소문난사골칼국수,국수,3.9,서울 강동구 천호대로 1121 일성오피스텔 1층,매일 11:00 ~ 21:30,02-486-6360,39,14건
사시미 천호점,회,3.7,서울 강동구 천호대로155길 22 1~4층,,02-474-0840,103,7건
봉메밀,국수,4.9,서울 강동구 천호대로203길 10,매일 10:30 ~ 22:00,02-471-7797,18,9건
