식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
엉털네숯불꼼장어,장어,4.2,서울 양천구 등촌로 36,영업시간 매일 15:30 ~ 03:30,02-2643-0244,43,12건
아웃백스테이크하우스 목동점,패밀리레스토랑,3.0,서울 양천구 목동동로 293 현대41타워 3층,매일 11:30 ~ 21:30,02-2168-2811,101,22건
고기준 목동점,육류/고기,5.0,서울 양천구 오목로 313-7 1/2층,매일 14:00 ~ 17:00,02-2646-0007,90,7건
통큰해물탕,매운탕/해물탕,2.7,서울 양천구 목동중앙북로5길 30,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-2655-1125,78,7건
금정,중화요리,3.4,서울 양천구 목동동로14길 7-1,월~토 11:00 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-2644-5748,41,16건
은행골 목동점,초밥/롤,3.4,서울 양천구 목동서로 155,매일 11:30 ~ 23:00,02-2646-4988,88,33건
카멜리온,제과/베이커리,4.8,서울 양천구 오목로 196 1층,월/화요일,,44,28건
칸지,일본식주점,2.6,서울 양천구 목동동로 264,영업시간 매일 17:00 ~ 05:00,02-2062-1236,67,8건
목동버거,햄버거,4.5,서울 양천구 중앙로32길 77,매일 11:00 ~ 21:30,02-2645-9090,32,13건
우리분식멸치국수,국수,4.0,서울 양천구 오목로 14,매일 10:00 ~ 06:30,02-2691-9014,40,15건
부산돼지국밥 신월점,국밥,3.8,서울 양천구 남부순환로 344,매일 00:00 ~ 24:00,02-2690-5533,34,26건
할머니추어탕 신월2호점,추어,3.2,서울 양천구 가로공원로 146 1층,,02-2607-1023,30,12건
스타벅스 신월ICDT점,커피전문점,3.7,서울 양천구 남부순환로 430,월~금 07:00 ~ 22:00,1522-3232,16,15건
스타벅스 신정DT점,커피전문점,2.6,서울 양천구 신월로 341,매일 07:00 ~ 22:00,1522-3232,25,14건
프랭크버거 목동점,햄버거,3.7,서울 양천구 목동서로 57 현대파리지앙 104호,매일 11:00 ~ 22:00,02-2652-9990,30,3건
목동찹쌀호떡,분식,2.8,서울 양천구 중앙로32길 61,,011-241-9257,13,10건
미러볼밥술상,한식,3.9,서울 양천구 신월로 312-1 1층,영업시간 화/수/목/일 17:00 ~ 01:00,010-9188-8923,18,13건
원조황소곱창구이 본점,곱창/막창,3.6,서울 양천구 중앙로 292-1,매일 12:00 ~ 24:00,02-2699-1949,33,9건
14일의설레임,육류/고기,4.2,서울 양천구 월정로 20 1층,매일 11:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00,02-2602-8292,126,6건
천사곱창 목동점,곱창/막창,4.2,서울 양천구 신정중앙로 100 1층,영업시간 매일 16:00 ~ 02:00,02-2607-0285,59,9건
소나,제과/베이커리,4.5,서울 양천구 오목로34길 4,월/화/목/금/토/일 09:30 ~ 22:00,02-2606-4454,12,38건
나폴레옹제과점 목동점,제과/베이커리,3.6,서울 양천구 목동동로 401 부영그린타운2차 1층 114호,매일 08:30 ~ 21:00,02-2649-6644,9,16건
라멘트럭 목동점,일본식라면,3.3,서울 양천구 오목로54길 9,매일 11:00 ~ 21:30 · 브레이크타임 월~금 15:20 ~ 17:00,02-6012-8455,29,19건
창고43 목동점,육류/고기,1.8,서울 양천구 목동서로 159-1 CBS빌딩 1층,매일 14:00 ~ 17:30,02-2653-0043,37,13건
진대감 목동점,육류/고기,3.6,서울 양천구 오목로 337-10,매일 11:30 ~ 23:30 · 브레이크타임 매일 15:00 ~ 17:00,02-2654-2001,24,9건
금성수제돈까스백반,돈까스/우동,3.6,서울 양천구 신목로5길 3,매일 11:00 ~ 20:30 · 브레이크타임 매일 15:00 ~ 16:30,02-2653-2630,30,27건
대합탕수제비,수제비,3.3,서울 양천구 목동동로 350 목동아파트 5단지 B상가,영업시간 월~토 18:00 ~ 04:00,02-2062-2888,29,11건
강모집,한식,4.0,서울 양천구 목동중앙본로 107,영업시간 화~일 17:00 ~ 24:00,02-6406-7904,70,21건
신홍굴이짬뽕,중화요리,3.9,서울 양천구 월정로 21,매일 11:00 ~ 22:00,02-2693-9000,14,14건
은행나무집,사철탕/영양탕,3.8,서울 양천구 중앙로34가길 8,매일 11:00 ~ 22:00,02-2062-0777,6,4건
원조춘천숯불닭갈비,닭요리,5.0,서울 양천구 신목로 98 1층,,02-2648-9288,17,7건
김선장참치,참치회,4.9,서울 양천구 신정중앙로 99,,010-4622-7532,29,12건
평미가,냉면,3.2,서울 양천구 목동동로10길 16,매일 11:00 ~ 22:00,02-2644-0721,25,23건
루체디베네치아,이탈리안,4.6,서울 양천구 신월로 348 3층,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-2061-9445,12,19건
윤정포장마차,실내포장마차,2.6,서울 양천구 중앙로34길 19,영업시간 매일 15:30 ~ 22:00,,37,17건
목동평양면옥,냉면,3.6,서울 양천구 목동서로 57,월~금 11:00 ~ 21:00,02-2644-7743,17,22건
블루밀,제과/베이커리,4.7,서울 양천구 목동중앙본로 106 1층,월~토 08:00 ~ 22:00,02-2061-4567,28,22건
서라벌한정식 목동점,한정식,3.2,서울 양천구 중앙로 322 양천빌딩 2/3/6층,매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-2696-5233,14,9건
특별하면돼지 목동점,육류/고기,3.2,서울 양천구 오목로50길 1,영업시간 매일 15:00 ~ 24:00,02-2643-9222,62,22건
색동저고리 목동점,한정식,3.6,서울 양천구 목동동로 411,매일 10:00 ~ 22:00,02-2649-5522,9,5건
갓포 쿠마카세,일식,3.1,서울 양천구 목동동로 228-12,영업시간 매일 16:30 ~ 01:00,02-333-3376,37,18건
금석궁,중화요리,3.9,서울 양천구 오목로48길 19,매일 11:00 ~ 22:00,02-2608-3100,24,23건
소담촌 신월점,샤브샤브,2.8,서울 양천구 신월로 155 흥인하이젠 2층,,02-2691-0770,17,4건
맥도날드 양천구청DT점,패스트푸드,2.3,서울 양천구 목동동로 71,매일 07:00 ~ 01:00,070-7017-0536,6,26건
금강호민물장어 신월본점,장어,4.0,서울 양천구 남부순환로 431,매일 11:00 ~ 24:00,02-2602-0592,22,3건
맥도날드 신월DT점,패스트푸드,1.8,서울 양천구 남부순환로 404,매일 00:00 ~ 24:00,070-7017-6853,9,16건
대복 2호직영점,복어,4.0,서울 양천구 오목로 276 2층,매일 11:30 ~ 22:00,02-2643-9595,16,2건
패닉이스케이프 목동지점,테마카페,2.0,서울 양천구 신정중앙로 96 4층,,02-6408-5044,32,9건
징차이짜장,중화요리,4.6,서울 양천구 신정중앙로 83 1층,월~금 11:00 ~ 03:00,02-2608-5949,10,14건
미시락,국수,4.0,서울 양천구 목동중앙북로16길 10,매일 11:00 ~ 22:00,02-2645-5065,44,32건
이치마구로,참치회,5.0,서울 양천구 오목로 331 2층,영업시간 매일 17:00 ~ 24:00,02-2653-0111,50,2건
우직,육류/고기,4.1,서울 양천구 목동중앙본로29길 6 1층,매일 12:00 ~ 22:00 · 브레이크타임 매일 16:00 ~ 17:00,02-6449-0257,4,19건
우장창창 목동본점,곱창/막창,3.2,서울 양천구 목동중앙서로1길 17,영업시간 매일 16:00 ~ 02:00,02-2645-9591,22,6건
안동돼지갈비,갈비,3.4,서울 양천구 목동중앙북로7가길 43,매일 11:30 ~ 23:00,02-2647-8886,21,21건
가랑누룽지삼계탕,삼계탕,3.7,서울 양천구 목동동로14길 5,매일 11:00 ~ 22:30,02-2652-2331,14,12건
커피도가,카페,4.2,서울 양천구 목동중앙본로 78 2층,월~금 10:00 ~ 22:00,02-831-0073,25,18건
천외천,중화요리,3.8,서울 양천구 등촌로 220 1층 112~120호,둘째/넷째 화요일,02-2061-0321,22,28건
목동양대창,곱창/막창,5.0,서울 양천구 오목로46길 32 1층,영업시간 매일 17:00 ~ 24:00,010-5926-1253,35,9건
고기요리왕,육류/고기,3.8,서울 양천구 중앙로34길 15 1층,영업시간 매일 15:00 ~ 01:00,02-2644-9292,55,10건
설악산칡냉면 본점,냉면,3.3,서울 양천구 목동중앙남로3가길 59 상가101동 102호,,02-2645-8391,47,7건
에프스토리,카페,2.5,서울 양천구 오목로 321-5 1층,매일 10:00 ~ 24:00,,68,17건
스시노미찌,초밥/롤,2.3,서울 양천구 목동동로 293 현대 41타워 33호,월~금 11:30 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 17:30,02-2647-7070,56,30건
진미 즉석해물야채떡볶이,떡볶이,2.8,서울 양천구 목동로19길 6,매일 09:30 ~ 22:30,02-2645-5222,33,23건
엉짱윤치킨,치킨,2.9,서울 양천구 목동동로 177 삼성쉐르빌2차 상가동 1층 101호,,02-2061-9981,37,21건
이름없는파스타 목동역점,양식,3.5,서울 양천구 목동로21길 2 1층,매일 11:30 ~ 21:20 · 브레이크타임 매일 15:00 ~ 16:30,070-8830-9171,121,22건
남춘네숯불닭갈비 염창직영점,닭요리,4.8,서울 양천구 목동중앙북로 100 1층,영업시간 매일 16:00 ~ 01:00,02-2645-2668,17,5건
마루샤브 목동점,샤브샤브,2.1,서울 양천구 목동동로 339 목동트윈빌 지하1층,매일 11:50 ~ 21:50,02-2648-7775,18,16건
스타벅스 오목교역점,커피전문점,3.9,서울 양천구 오목로 354,월/화/수/목/일 07:00 ~ 21:30,1522-3232,13,17건
주문진횟집,회,2.1,서울 양천구 오목로 313-6 1층,매일 11:30 ~ 23:00,02-2645-4344,18,7건
노브랜드버거 목동역점,패스트푸드,3.8,서울 양천구 신정중앙로 103 담우빌딩 1층,월/화/수/목/일 10:00 ~ 22:00,02-2065-9582,66,13건
헬로방방 목동점,키즈카페,4.0,서울 양천구 신월로 387 유앤미법조빌딩 지하1층,매일 10:00 ~ 20:00,02-2696-8034,33,4건
카페꼬숩,디저트카페,4.9,서울 양천구 신목로4길 1,월~토 11:00 ~ 22:00,02-2653-2249,49,14건
옥천집,한식,3.5,서울 양천구 목동로21길 4,매일 11:00 ~ 21:00,02-2695-4554,31,19건
명가들깨칼국수 본점,국수,3.9,서울 양천구 은행정로 12,매일 10:00 ~ 22:00,02-2653-3070,33,29건
파리크라상 목동점,제과/베이커리,1.9,서울 양천구 목동동로 293 현대41타워 1층 101~103호,매일 07:00 ~ 23:00,02-2168-2566,30,18건
심마니초애삼계탕 본점,삼계탕,3.9,서울 양천구 남부순환로 605,,02-2604-1345,2,9건
맥도날드 신월남부DT점,패스트푸드,1.6,서울 양천구 남부순환로 553,매일 07:00 ~ 24:00,070-7017-6917,7,25건
스타벅스 목동8단지점,커피전문점,4.1,서울 양천구 목동서로 299,매일 07:00 ~ 21:00,1522-3232,19,9건
천미방마라탕,중식,4.4,서울 양천구 오목로54길 1 1층 103호,,02-2642-8253,27,49건
만나한정식,한정식,3.9,서울 양천구 목동서로 155 파라곤상가 지하1층 25호,매일 11:00 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00,02-2652-2714,52,10건
하니앤손스,카페,4.9,서울 양천구 신목로2길 68 오목빌딩 1층 107호,화~일 11:00 ~ 21:00,02-2651-8989,32,23건
일도씨닭갈비 목동점,닭요리,2.0,서울 양천구 목동동로 293 현대41타워 3층,매일 11:00 ~ 22:00,02-2655-0709,65,37건
가랑삼계탕,삼계탕,2.3,서울 양천구 목동로 210 타운빌딩 2층,매일 10:00 ~ 22:00,02-2647-1373,18,6건
경복궁 목동점,한정식,2.3,서울 양천구 목동동로 189 삼성쉐르빌1 지하1층,매일 11:30 ~ 22:00,02-2655-1600,40,6건
벚꽃스시 신정점,초밥/롤,4.0,서울 양천구 신목로2길 7-20,매일 11:00 ~ 22:00,02-2642-8485,12,6건
가정경양,양식,3.1,서울 양천구 목동동로 437 드림네스트 1층101호,매일 11:00 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 16:30,02-2649-2458,35,16건
나폴레옹제과점 양천점,제과/베이커리,4.7,서울 양천구 목동서로 375 1층,매일 09:00 ~ 21:30,02-2655-2133,5,9건
선식당 목동점(휴점),양식,4.0,서울 양천구 목동동로 73 양지빌딩2 2층 203/204호,매일 11:00 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00,02-2644-0102,33,14건
서가앤쿡 서울목동점,양식,2.9,서울 양천구 오목로 286 2층,매일 11:00 ~ 22:30,02-2647-2006,52,24건
비스트로 파니엔테,양식,3.4,서울 양천구 오목로 329-6 2층,매일 12:00 ~ 02:00 · 브레이크타임 매일 15:00 ~ 17:00,02-848-1717,36,14건
해촌샤브칼국수 목동직영점,국수,3.8,서울 양천구 목동중앙북로 65,매일 10:00 ~ 22:00,02-2644-9114,29,12건
대홍훠궈샤브샤브 목동점,샤브샤브,5.0,서울 양천구 신정중앙로 99,매일 11:00 ~ 23:00,070-7576-3749,48,5건
양천식당,사철탕/영양탕,3.3,서울 양천구 중앙로32길 43,,02-2646-9868,3,16건
내사랑돈까스,돈까스/우동,4.6,서울 양천구 목동중앙북로16길 6,월~토 11:00 ~ 21:30,02-2645-5989,17,24건
맥도날드 파리공원점,패스트푸드,1.3,서울 양천구 목동서로 45,매일 07:00 ~ 24:00,070-7017-0522,3,26건
댓짱돈까스,돈까스/우동,4.2,서울 양천구 목동서로 225,매일 11:00 ~ 21:00,02-2652-0102,26,18건
스타벅스 목동역점,커피전문점,3.6,서울 양천구 목동로 203,월~토 07:00 ~ 21:00,1522-3232,15,10건
소품은돼지,육류/고기,4.8,서울 양천구 신월로 133 양천빌딩 1층,매일 11:00 ~ 23:00,02-2699-7773,42,12건
홍두깨손칼국수 신월본점,국수,3.1,서울 양천구 남부순환로 589,,02-2696-8193,40,11건
맥도날드 목동점,패스트푸드,4.2,서울 양천구 목동로 221,매일 00:00 ~ 24:00,070-7017-0444,7,10건
더더차돌감바스,삼겹살,3.3,서울 양천구 목동중앙북로7길 26,,02-2654-3392,52,8건
빕스 프리미어 목동41타워점,패밀리레스토랑,3.6,서울 양천구 목동동로 293 41층,매일 10:30 ~ 22:30,02-2645-1997,70,25건
진아구 목동직영점,아구,4.7,서울 양천구 신정중앙로 85 로데오프라자 108호,매일 11:30 ~ 01:00,02-2696-1049,17,10건
고양이부엌 목동점,떡볶이,4.0,서울 양천구 목동동로 233-1 현대드림타워 1층 102호,매일 11:00 ~ 21:30,02-2642-5636,28,8건
아재식당,아시아음식,4.5,서울 양천구 목동동로10길 12-24 목동주택 1층,월~토 11:00 ~ 21:00,02-2653-1224,19,19건
72420 목동점,베트남음식,5.0,서울 양천구 오목로50길 23 문창오피스텔 101호,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 16:00,02-2699-5763,52,1건
리모트,커피전문점,4.7,서울 양천구 목동중앙본로7길 34 3층,매일 11:00 ~ 21:00,070-8879-0401,31,22건
신정닭발 본점,닭요리,4.0,서울 양천구 중앙로34길 6,영업시간 월~목 16:00 ~ 02:00,02-2642-9918,37,8건
서호쭈꾸미해물아구찜 목동본점,해물/생선,4.0,서울 양천구 신월로 344,화~일 11:00 ~ 22:00,02-2649-5797,12,7건
교담집 목동본점,육류/고기,3.4,서울 양천구 목동동로 260 양지타운 2층 201호,영업시간 월~금 16:00 ~ 23:00,02-2654-9396,16,5건
스타벅스 신월동DT,카페,4.8,서울 양천구 남부순환로 319,월~목 07:00 ~ 21:30,,3,6건
카페화목토,카페,4.3,서울 양천구 목동로11길 5,매일 11:00 ~ 22:00,02-6403-1105,36,11건
신월동곱창,곱창/막창,2.8,서울 양천구 오목로 39,매일 14:00 ~ 02:00,02-2699-4544,18,10건
중화요리온,중화요리,2.9,서울 양천구 공항대로 630 1층,매일 11:00 ~ 21:00 · 브레이크타임 월~금 14:30 ~ 16:30,02-2645-0688,58,17건
라무진 목동역점,육류/고기,1.7,서울 양천구 신정중앙로 88 1층,영업시간 매일 17:00 ~ 24:00,02-2604-6199,19,34건
퍼블릭맨션,카페,4.5,서울 양천구 등촌로 154 1층,매일 09:00 ~ 23:00,02-2654-6695,29,13건
광양불고기,불고기/두루치기,2.3,서울 양천구 남부순환로 531,,02-2697-9999,10,3건
숲속도토리마을,한식,4.3,서울 양천구 중앙로25길 46,,02-2697-7210,15,6건
오봉집 등촌점,호프/요리주점,3.3,서울 양천구 목동중앙북로 7 신한이모르젠 101-2/ 101-3호,매일 14:00 ~ 17:00,02-2653-7040,104,9건
파티세리소나 2호점,디저트카페,4.8,서울 양천구 신목로12길 8 1/2층,월/화/목/금/토/일 09:00 ~ 19:30,02-6404-4454,31,17건
개성집,한식,2.7,서울 양천구 목동중앙서로 48,매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-2642-5695,14,10건
스시벅,초밥/롤,3.7,서울 양천구 목동동로 256 1층,월~토 11:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-2062-1121,23,6건
VIP목동마차,회,1.0,서울 양천구 신정중앙로 82 1층,매일 11:00 ~ 06:00,02-2690-1592,12,1건
라화쿵부 오목교점,중화요리,3.1,서울 양천구 목동동로12길 38 1층,매일 11:00 ~ 22:00,02-6737-1225,29,8건
사눅타이,태국음식,4.2,서울 양천구 목동로15길 8,화요일,02-2699-9680,25,17건
라화쿵부 목동역점,중화요리,3.9,서울 양천구 신정중앙로23길 8-1,매일 11:00 ~ 22:00,02-6015-5607,32,13건
임꺽정부대찌개 오목본점,찌개/전골,4.3,서울 양천구 목동동로12길 27,월~토 10:00 ~ 22:00,02-2645-8252,27,19건
알레비앙,디저트카페,4.3,서울 양천구 신월동 438-3 1층,,02-2692-2556,21,9건
스시다마,일식,2.8,서울 양천구 오목로 313-8,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:30,02-2601-0009,22,22건
동호철판낙지,해물/생선,5.0,서울 양천구 신월로15길 12,,02-2605-9876,7,2건
만춘원,중화요리,4.2,서울 양천구 은행정로18길 10,매일 11:00 ~ 21:00,02-2699-2281,18,9건
스타벅스 등촌역점,커피전문점,4.3,서울 양천구 공항대로 566 1/2층,월~금 07:30 ~ 21:00,1522-3232,6,7건
오지상노카에루,일본식주점,4.1,서울 양천구 신정중앙로 76,영업시간 월~토 18:00 ~ 02:00,02-2603-2277,59,9건
봉평메밀막국수 목동본점,국수,3.2,서울 양천구 목동중앙서로 8,매일 11:00 ~ 22:00,02-2643-8006,17,9건
카페프롬나즈데떼,카페,4.0,서울 양천구 오목로 300 206동상가 1층,월/화/수/금/토/일 11:00 ~ 20:00,,52,1건
뉴욕바닷가재 신월본점,바닷가재,4.0,서울 양천구 남부순환로 575,월~금 10:30 ~ 22:00,,19,4건
바다가요리한찜 신월본점,해물/생선,1.4,서울 양천구 화곡로 64 1층,매일 11:00 ~ 22:30,02-2602-2638,11,5건
망향비빔국수 양천점,국수,3.7,서울 양천구 신월로 344,매일 11:00 ~ 21:30 · 브레이크타임 매일 16:00 ~ 17:00,02-2652-3575,44,12건
아모르버터,디저트카페,3.8,서울 양천구 오목로48길 20-1,화~금 12:00 ~ 20:00,02-2601-9739,33,16건
힘찬민물장어숯불구이,장어,0.0,서울 양천구 중앙로 299,,02-2675-8226,2,0건
이모네별난곱창,곱창/막창,2.8,서울 양천구 신월로10길 8,영업시간 매일 15:00 ~ 01:00,02-2605-1084,24,6건
샤오롱,중화요리,4.1,서울 양천구 중앙로45길 8-1 1층,화~일 11:00 ~ 21:30,02-2693-8898,6,14건
버거킹 신월점,패스트푸드,3.9,서울 양천구 화곡로 64,매일 09:00 ~ 23:00,070-7462-6708,8,8건
목동해물,해물/생선,2.5,서울 양천구 목동동로 226-13,영업시간 매일 15:00 ~ 02:00,02-6101-2335,20,11건
시골식당,한식,4.0,서울 양천구 중앙로36길 22-9,매일 10:30 ~ 22:00,02-2653-1193,4,4건
한스 목동점,제과/베이커리,2.4,서울 양천구 오목로 287 1층,매일 09:00 ~ 23:00,02-2647-1997,10,21건
억조1978,육류/고기,5.0,서울 양천구 목동동로10길 24 2층,매일 11:00 ~ 22:30,02-2652-1818,51,2건
사이공문,동남아음식,4.1,서울 양천구 목동동로 437,월/화/수/목/금/일 11:00 ~ 21:00,02-2644-0244,57,8건
호돈돈가스,돈까스/우동,4.5,서울 양천구 신월로 132 1층 102호,매일 11:00 ~ 21:00,02-2604-7789,11,19건
하남돼지집 목동점,삼겹살,4.8,서울 양천구 신정중앙로 68 해풍빌딩 1층,영업시간 매일 17:00 ~ 24:00,02-2065-7270,42,4건
크리스피크림도넛 오목교점,도넛,3.1,서울 양천구 오목로 300 하이페리온2차 206동 1층,매일 08:00 ~ 23:00,02-2652-1937,7,7건
서정숯불갈비,갈비,4.4,서울 양천구 목동중앙로1길 11,,02-2653-3555,43,8건
디저트39 목동점,디저트카페,2.6,서울 양천구 목동서로 221 굿모닝탑 116/ 117호,매일 07:00 ~ 23:00,02-2652-7133,7,8건
등촌샤브칼국수 신월점,샤브샤브,3.6,서울 양천구 화곡로 100,매일 10:00 ~ 22:00,02-2602-5515,24,16건
