식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
이나니와요스케 서울시청점,돈까스/우동,3.1,서울 중구 을지로 6 재능빌딩 1층,월~토 11:00 ~ 23:00 · 브레이크타임 월~토 14:00 ~ 17:00,02-772-9994,107,86건
황평집,닭요리,4.1,서울 중구 마른내로 74,월~금 11:00 ~ 21:30,02-2266-6875,142,79건
두툼,육류/고기,3.8,서울 중구 중림로 10 삼성사이버빌리지 3동 1층 105호,영업시간 월~금 14:30 ~ 23:00,02-392-8592,143,71건
챔프커피 제3작업실,커피전문점,4.1,서울 중구 을지로 157 대림상가 라열 3층 381호,영업시간 매일 12:00 ~ 20:00,010-8943-4516,373,56건
애성회관,곰탕,4.2,서울 중구 남대문로5길 23 대경빌딩 1층,월~금 10:00 ~ 21:00 · 브레이크타임 월~금 14:50 ~ 17:00,02-352-0303,69,194건
필동함박 충무로1호점,스테이크/립,3.4,서울 중구 퇴계로 218-16 1층,매일 11:15 ~ 20:45,02-6428-2204,122,103건
청와옥 을지로3가 직영점,순대,3.3,서울 중구 을지로 110 1층 1호,매일 00:00 ~ 24:00 · 브레이크타임 매일 15:30 ~ 16:30,02-2266-1300,355,91건
영덕회식당,회,3.5,서울 중구 창경궁로1길 6,영업시간 매일 12:00 ~ 22:00,02-2267-0942,103,33건
르빵 명동성당점,제과/베이커리,3.8,서울 중구 명동2가 1-18 1898광장 지하 103호,매일 09:00 ~ 20:50,02-3789-7545,95,45건
촛불1978,이탈리안,3.5,서울 중구 소파로 95 2/3층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-757-1978,249,42건
롯데호텔서울 라세느,뷔페,4.0,서울 중구 을지로 30 롯데호텔서울 본관 1층,매일 11:30 ~ 22:00,02-317-7171,322,77건
다전식당,국수,2.9,서울 중구 을지로 157,월~토 09:00 ~ 21:00,02-2273-9005,163,30건
평안도족발집,족발/보쌈,3.9,서울 중구 장충단로 174-6,영업시간 화~일 12:00 ~ 22:00,02-2279-9759,124,84건
금산제면소,일식,3.7,서울 중구 소공로6길 13,매일 11:00 ~ 20:00 · 브레이크타임 월~금 14:45 ~ 16:00,,248,99건
명동돈가스,돈까스/우동,3.0,서울 중구 명동3길 8,월~금 11:00 ~ 21:30,02-775-5300,160,120건
막내회집 본점,회,3.7,서울 중구 남대문시장2가길 2 2층,매일 10:00 ~ 23:30,02-755-5115,60,42건
란주칼면,중화요리,3.5,서울 중구 소공로 64 동남빌딩,매일 11:00 ~ 21:30,02-779-4800,266,101건
남산돈까스전문점,돈까스/우동,4.4,서울 중구 소파로 23,,02-777-1976,62,554건
미성옥,설렁탕,3.9,서울 중구 명동길 25-11,매일 06:00 ~ 22:00,02-776-1795,127,74건
농민백암순대,순대,4.5,서울 중구 남대문로1길 33,월~금 11:00 ~ 21:00,02-755-5232,93,57건
라칸티나,이탈리안,3.3,서울 중구 을지로 19 삼성빌딩 지하1층,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-777-2580,94,35건
섬광,카페,3.4,서울 중구 창경궁로1길 38 5층,영업시간 월~토 12:00 ~ 24:00,070-8866-8485,286,43건
사마르칸트,아시아음식,3.5,서울 중구 마른내로 159-21 1층,매일 10:00 ~ 23:30,02-2277-4267,69,79건
용금옥,추어,3.6,서울 중구 다동길 24-2,월~금 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-777-1689,59,36건
홍만당 명동본점,디저트카페,3.9,서울 중구 명동8길 11-6 1층,매일 11:00 ~ 21:00,02-777-4422,232,22건
만리재비스트로,양식,4.1,서울 중구 만리재로 201 1층,월~금 11:30 ~ 01:00,02-393-1824,116,34건
경상도집,한식,2.5,서울 중구 을지로39길 41,영업시간 월~토 13:00 ~ 22:00 · 브레이크타임 월~토 14:30 ~ 15:30,02-2265-4714,115,32건
충무집,해물/생선,3.4,서울 중구 을지로3길 30-14 1층,,02-776-4088,70,33건
크리스탈제이드 소공점,중화요리,3.6,서울 중구 남대문로7길 16 한컴빌딩 지하1층,월~금 11:30 ~ 17:00,02-3789-8088,95,61건
카페피크닉,카페,3.2,서울 중구 퇴계로6가길 30 1층 102호,화~일 10:00 ~ 18:00,070-8821-6374,144,19건
백송,갈비,3.6,서울 중구 다산로33다길 45 1층,영업시간 월~금 17:00 ~ 02:00,0507-1338-6292,101,19건
유림면,국수,3.3,서울 중구 서소문로 139-1,월~금 11:00 ~ 21:00,02-755-0659,157,94건
르풀,샌드위치,3.1,서울 중구 정동길 33,월~금 11:00 ~ 20:00,02-3789-0400,180,39건
남산골산채집,한식,3.1,서울 중구 소파로 93,매일 11:00 ~ 22:00,02-755-8775,230,48건
충무로쭈꾸미불고기 본점,한식,3.2,서울 중구 퇴계로31길 11,월~금 11:30 ~ 22:00,02-2279-0803,115,61건
부원면옥,냉면,3.0,서울 중구 남대문시장4길 41-6 부원상가 2층,매일 11:00 ~ 20:30,02-753-7728,130,58건
커피스니퍼,카페,4.5,서울 중구 세종대로16길 27 남양빌딩 1층 102호,월~금 08:00 ~ 20:00,02-3789-1781,146,72건
그릴1492 본점,육류/고기,4.5,서울 중구 퇴계로 369,영업시간 월~금 17:00 ~ 02:00,02-2233-1492,199,84건
을지OB베어,호프/요리주점,4.6,서울 중구 충무로9길 12 1층,영업시간 월~토 12:00 ~ 23:00,,185,88건
공일부엌,한식,3.2,서울 중구 만리재로 209 1층,매일 11:00 ~ 22:00,02-313-7207,277,23건
이남장 본점,설렁탕,3.9,서울 중구 삼일대로12길 16 1층,,02-2267-4081,72,57건
청키면가 무교점,중식,3.7,서울 중구 다동길 33 효광빌딩 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-538-3913,100,70건
브레라,이탈리안,3.4,서울 중구 다산로 41,매일 11:00 ~ 22:00,02-2236-0770,141,96건
서울다이닝,양식,4.4,서울 중구 동호로 272 웰컴시티 2층,화~토 11:30 ~ 23:00 · 브레이크타임 화~토 16:00 ~ 18:00,02-6325-6321,64,30건
장만옥,호프/요리주점,3.6,서울 중구 을지로12길 12 1층,영업시간 매일 12:00 ~ 21:00,02-2272-7577,34,85건
바캉스커피,카페,3.4,서울 중구 남대문로9길 12 9층,영업시간 화~토 12:00 ~ 21:30,070-8803-2326,306,27건
우육미,육류/고기,3.9,서울 중구 퇴계로 373,영업시간 매일 16:00 ~ 24:00,02-2233-1501,155,34건
바스버거 광화문점,햄버거,3.9,서울 중구 다동길 5 광일빌딩 지하 1층,월~금 11:00 ~ 22:30 · 브레이크타임1 월/화/수/목/토/일 14:30 ~ 16:00,02-722-6653,123,55건
호박식당 본점,육류/고기,2.6,서울 중구 다산로 154,매일 00:00 ~ 24:00,02-2233-7905,91,28건
마뫼,카페,2.9,서울 중구 소파로 41 1층,매일 11:00 ~ 20:00,,113,31건
서울웨스틴조선호텔 아리아,뷔페,3.9,서울 중구 소공로 106,매일 11:30 ~ 21:30 · 브레이크타임 월~금 14:30 ~ 17:30,02-317-0357,256,56건
이북만두,한식,2.9,서울 중구 무교로 17-13,월~토 11:00 ~ 21:00,02-776-7361,89,56건
만포막국수,국수,3.5,서울 중구 동호로14길 2,매일 11:30 ~ 21:30,02-2235-1357,110,58건
부산복집,복어,3.8,서울 중구 수표로2길 25,월~토 10:00 ~ 21:50,02-2266-6334,52,28건
원할머니보쌈족발 본점,족발/보쌈,3.1,서울 중구 난계로 201 1층,매일 11:30 ~ 22:30,02-2232-3232,68,24건
교대이층집 시청점,삼겹살,4.1,서울 중구 남대문로1길 38 2층,영업시간 월~금 12:00 ~ 22:00,02-318-6882,63,32건
유가,중식,4.1,서울 중구 퇴계로12길 70,월~토 11:30 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-3789-9688,73,38건
더피터커피,카페,3.7,서울 중구 퇴계로 411,월~토 10:30 ~ 21:00,,241,40건
마르셀 광화문점,이탈리안,3.8,서울 중구 청계천로 8 1층,매일 11:00 ~ 24:00,02-318-5978,125,17건
은화계,한식,3.5,서울 중구 퇴계로 374,영업시간 월~금 17:00 ~ 03:00,02-2233-9992,148,53건
금성관나주곰탕,곰탕,3.7,서울 중구 남대문로 29,월~금 06:00 ~ 02:00,02-753-7898,104,20건
양미옥 남대문점,육류/고기,4.3,서울 중구 남대문로5길 9-1,매일 11:00 ~ 22:00,02-3789-9288,33,22건
을지로미팅룸,양식,2.6,서울 중구 을지로12길 19 2/3층,월~토 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00,02-2261-0709,483,69건
바스버거 을지로점,햄버거,3.9,서울 중구 을지로12길 11 지하1층,월~금 11:00 ~ 22:30 · 브레이크타임 화 15:00 ~ 17:00,02-2272-6652,141,34건
진고개,한식,3.7,서울 중구 충무로 19-1,월~금 11:00 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00,02-2267-0955,46,55건
중앙식당,해물/생선,3.9,서울 중구 남대문시장길 22-12,매일 07:00 ~ 21:00,02-752-2892,186,37건
촙촙,베트남음식,3.9,서울 중구 수표로 46 2층,월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-2261-1361,346,143건
러시아케익,디저트카페,4.6,서울 중구 을지로42길 7,,02-6053-4079,148,133건
세광양대창 시청점,곱창/막창,4.1,서울 중구 남대문로1길 37 1층,매일 11:30 ~ 02:00,02-777-7174,127,20건
수잔나의앞치마,카페,3.1,서울 중구 퇴계로49길 24,매일 07:00 ~ 22:00,,267,49건
참치공방 시청지점,참치회,3.2,서울 중구 세종대로 64 해남빌딩 1층,월~토 11:00 ~ 23:30 · 브레이크타임 매일 15:00 ~ 17:00,02-774-5200,64,18건
장수보쌈,족발/보쌈,2.7,서울 중구 동호로 378-1 1층,월~금 11:30 ~ 22:30,02-2272-2971,131,48건
을지깐깐,베트남음식,4.0,서울 중구 을지로12길 12 2층,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:30,02-6368-6788,307,65건
아이러브신당동,분식,2.4,서울 중구 퇴계로76길 50 성환빌딩 1층,매일 00:00 ~ 24:00,02-2232-7872,280,58건
광화문몽로,이탈리안,2.8,서울 중구 세종대로21길 40,월~금 11:30 ~ 01:00 · 브레이크타임 월~금 14:30 ~ 17:30,02-722-8767,82,33건
을지다방,다방,4.6,서울 중구 충무로 72-1 2층,월~토 07:00 ~ 21:00,02-2272-1886,54,17건
죠지서울,카페,3.0,서울 중구 을지로12길 6 한일빌딩 302호,영업시간 화~토 13:00 ~ 22:00,070-8810-2693,96,62건
창고43 무교점,육류/고기,2.6,서울 중구 무교로 21 더익스체인지서울 2층,매일 11:30 ~ 22:00 · 브레이크타임 매일 14:00 ~ 17:30,02-3789-0043,41,19건
황소막창,곱창/막창,4.4,서울 중구 청계천로 30,,02-319-9055,72,16건
진주집,곰탕,3.3,서울 중구 남대문시장길 22-2,매일 00:00 ~ 24:00,02-318-7072,71,39건
라운드앤드,제과/베이커리,3.8,서울 중구 정동길 35 1층,매일 08:00 ~ 22:00,,270,48건
연길반점,중화요리,3.3,서울 중구 퇴계로 42-2,영업시간 매일 12:00 ~ 23:00,02-318-9232,124,54건
창화루,중화요리,3.6,서울 중구 을지로11길 26-1 1층,화~토 11:30 ~ 22:00 · 브레이크타임 화~금 14:30 ~ 17:00,070-8888-0908,134,23건
주신당,칵테일바,4.0,서울 중구 퇴계로 411,영업시간 월~금 18:00 ~ 22:00,02-2231-1806,93,28건
베리 스트릿 키친,퓨전요리,3.5,서울 중구 만리재로 205,영업시간 월~금 18:00 ~ 23:00,02-312-0205,34,25건
동원 VIP참치 서소문점,참치회,4.3,서울 중구 세종대로11길 42 부림빌딩 2층,,02-754-9900,66,8건
삼곱식당 을지로점,곱창/막창,4.6,서울 중구 을지로 114-1,영업시간 월~금 16:00 ~ 01:00,02-2285-3992,153,38건
심세정,디저트카페,3.2,서울 중구 퇴계로 409-11 1층,매일 09:00 ~ 22:00,070-8823-7577,190,43건
풍남원조골뱅이,호프/요리주점,4.0,서울 중구 수표로 50-1,영업시간 월~토 16:00 ~ 24:00,02-2265-2336,150,30건
뚱뚱이할머니집,족발/보쌈,3.5,서울 중구 장충단로 174-1,둘째/넷째 화요일,02-2279-2714,72,39건
서울부띠끄,양식,3.2,서울 중구 만리재로 209-1,화~금 11:30 ~ 22:00 · 브레이크타임 화~금 15:00 ~ 17:30,,254,27건
파르투내,양식,3.5,서울 중구 마른내로 154 1/2층,매일 10:00 ~ 23:00,02-2278-7770,35,22건
스담,초밥/롤,4.2,서울 중구 다산로28길 2-1 1층,영업시간 화~토 12:00 ~ 22:00 · 브레이크타임 화~토 15:00 ~ 17:30,02-6227-1116,68,47건
혜민당,디저트카페,3.7,서울 중구 삼일대로12길 16-9,월~금 11:00 ~ 22:30,070-8833-4242,186,38건
약수순대국,순대,2.5,서울 중구 다산로8길 7,월~토 10:00 ~ 21:00,02-2236-5926,71,74건
을지로전주옥,한식,3.3,서울 중구 수표로 63,월~토 10:00 ~ 22:00,02-2279-1710,42,12건
신세계떡볶이,떡볶이,3.8,서울 중구 명동9길 8-1,,02-778-1680,87,43건
동경우동,돈까스/우동,3.8,서울 중구 충무로 48,월~토 09:00 ~ 21:00,,97,88건
우정,떡볶이,2.9,서울 중구 퇴계로76길 55 1층,매일 00:00 ~ 24:00,02-2233-0669,197,25건
진미떡볶이,떡볶이,3.4,서울 중구 다산로38길 60,매일 11:00 ~ 21:00,02-2252-5889,80,48건
옥경이네 건생선,해물/생선,3.6,서울 중구 퇴계로85길 3-1,영업시간 매일 13:00 ~ 24:00,02-2233-3494,92,20건
남산도담,한식,3.9,서울 중구 수표로6길 37-1 1층,월~금 11:00 ~ 22:00,02-2272-8926,166,44건
진남포면옥,냉면,3.0,서울 중구 다산로 108 청라빌딩 2/3층,매일 11:00 ~ 22:00,02-2252-2457,88,45건
국민회관,삼겹살,2.5,서울 중구 만리재로 209-2,영업시간 월~토 17:00 ~ 23:59,,140,6건
진성한우곱창,곱창/막창,3.2,서울 중구 다산로 243-1 1층,매일 00:00 ~ 24:00,02-2234-0777,120,30건
카페라그린,카페,3.0,서울 중구 정동길 26 1층,월~토 11:00 ~ 20:00,02-3789-8005,30,14건
몽중헌 페럼타워점,중화요리,3.9,서울 중구 을지로5길 19 페럼타워 지하2층,월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:30,02-6353-8585,71,28건
풍년닭도리탕,닭요리,3.9,서울 중구 세종대로14길 17-5 1층,월~금 10:00 ~ 23:00 · 브레이크타임 월~금 14:00 ~ 16:00,02-755-5278,84,50건
마노디셰프 명동점,이탈리안,4.5,서울 중구 명동길 26 유네스코빌딩 11층,매일 11:00 ~ 22:00,02-777-7047,52,17건
할아버지손칼국수,국수,3.7,서울 중구 마장로9길 37,월~금 10:00 ~ 19:30,010-6354-8999,55,27건
춘천막국수,국수,4.2,서울 중구 다산로10길 6 1층,매일 10:30 ~ 22:30,02-2232-2969,32,23건
북창동순두부 본점,두부전문점,3.5,서울 중구 세종대로 78 2층,매일 10:00 ~ 22:00,02-318-4350,32,13건
초류향,중화요리,3.6,서울 중구 다동길 24-10,월~금 11:00 ~ 22:00 · 브레이크타임1 월~금 15:00 ~ 17:00,02-775-2668,87,23건
제로콤플렉스,양식,4.0,서울 중구 퇴계로6가길 30 피크닉 3층,화~일 12:00 ~ 22:30 · 브레이크타임 화~일 15:30 ~ 18:00,02-532-0876,27,32건
녁 을지로점,이탈리안,3.1,서울 중구 수표로 65 1층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 18:00,070-4150-0504,125,50건
온센 SFC광화문점,돈까스/우동,3.0,서울 중구 세종대로 136,매일 11:30 ~ 20:30 · 브레이크타임 매일 15:00 ~ 17:30,02-318-1815,195,50건
더식당 명동점,해물/생선,2.7,서울 중구 명동10길 36 아트박스 2층,매일 11:00 ~ 22:00,02-318-2234,158,18건
팔레드신,중식,3.3,서울 중구 퇴계로 67 레스케이프호텔 6층,매일 11:30 ~ 22:00,02-317-4001,216,25건
동원민물장어,장어,4.1,서울 중구 세종대로14길 22-6,매일 10:00 ~ 22:00,02-734-9776,97,7건
덕수정,한식,3.7,서울 중구 정동길 41,월~토 11:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-755-0180,74,38건
다케오호르몬데판야끼,일식,2.9,서울 중구 을지로12길 14 1층,매일 11:00 ~ 23:00,02-2261-4723,548,69건
신당동떡볶이 삼대할먼네,떡볶이,3.0,서울 중구 퇴계로76길 54 1층,매일 00:00 ~ 24:00,02-2233-1559,85,9건
안즈,돈까스/우동,2.8,서울 중구 을지로5길 19 페럼타워빌딩 지하1층,매일 11:00 ~ 21:20 · 브레이크타임 매일 14:30 ~ 17:00,02-6353-8948,129,91건
우일집,곱창/막창,2.1,서울 중구 을지로15길 7 1/2층,월~토 11:00 ~ 22:00,02-2267-9848,112,31건
장다리곱창,곱창/막창,2.4,서울 중구 동호로7길 13-6,영업시간 매일 16:00 ~ 02:00,02-2234-2220,18,38건
통통김밥 남대문시장점,분식,4.2,서울 중구 남대문시장2가길 6-13,월~토 07:00 ~ 17:00,02-3789-4834,45,30건
송옥,국수,3.6,서울 중구 남대문로1길 11,월~금 11:00 ~ 20:30,02-752-3297,74,39건
쯔루하시후게츠 명동점,퓨전일식,3.8,서울 중구 명동8길 21-5 해암빌딩 2층,매일 11:30 ~ 22:00,02-3789-5920,100,44건
원조남산왕돈까스 명동본점,한식,3.5,서울 중구 명동7길 21 1층,매일 11:00 ~ 22:00,070-8847-8685,51,27건
빠우,도넛,4.7,서울 중구 을지로 157 대림상가 라열 3층 361호,월~토 11:00 ~ 20:00,02-2268-9285,109,40건
영덕회식당,회,3.6,서울 중구 무교로 32 효령빌딩 지하1층,월~금 11:30 ~ 22:00,02-757-0066,28,14건
산동교자,중화요리,3.5,서울 중구 명동2길 26,,02-778-4150,54,51건
화떡,떡볶이,3.7,서울 중구 명동4길 15,매일 11:00 ~ 22:00,02-753-9588,99,28건
해담채 시청점,해물/생선,3.7,서울 중구 칠패로 37 HSBC빌딩 지하1층,월~금 11:30 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 17:30,02-318-4997,55,3건
로이터 커피셸터,카페,4.0,서울 중구 필동로 53 라비두스 별관 3층,매일 11:00 ~ 22:00,,110,27건
행2pm8pm 와인바,와인바,4.2,서울 중구 수표로12길 10 1~3층,월~금 11:30 ~ 23:00,010-5364-6915,180,119건
무교동유정낙지 본점,해물/생선,3.3,서울 중구 세종대로21길 22 태성빌딩 1층 101호,월~토 11:00 ~ 22:00,02-725-0646,25,6건
조선옥,한식,2.5,서울 중구 을지로15길 8,매일 12:00 ~ 21:30,02-2278-8292,90,63건
명동함흥면옥 본점,냉면,3.5,서울 중구 명동10길 35-19,월~토 11:00 ~ 15:30,02-776-8430,50,35건
강남면옥 명동점,냉면,3.9,서울 중구 명동7길 8 미래빌딩 5층,매일 10:30 ~ 22:00,02-3789-7117,43,16건
을밀대 무교점,냉면,3.7,서울 중구 남대문로9길 40 센터플레이스 지하1층 B101~B104호,매일 11:00 ~ 22:00,02-6410-0240,53,15건
영양센타 본점,닭요리,3.1,서울 중구 명동2길 52,매일 10:30 ~ 22:30,02-776-2015,31,24건
장프리고,칵테일바,4.3,서울 중구 퇴계로62길 9-8,영업시간 화/수/목/일 17:00 ~ 01:00,,229,44건
오구반점,중화요리,2.8,서울 중구 수표로 60,월~토 11:00 ~ 21:30,,71,58건
아웃백스테이크하우스 명동점,패밀리레스토랑,4.3,서울 중구 명동3길 36 마이티빌딩 3층,매일 11:00 ~ 22:00,02-778-6731,124,36건
소담촌 약수직영점,샤브샤브,3.8,서울 중구 동호로10길 30 약수하이츠 상가동 4층,매일 11:00 ~ 22:00,02-2238-5280,47,11건
해랑스시,초밥/롤,4.0,서울 중구 통일로 10 연세재단세브란스빌딩 지하1층,월~토 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:30,02-2259-0088,116,36건
성진,일식집,4.3,서울 중구 수표로2길 5 청운빌딩 1층,매일 09:00 ~ 22:00,02-2269-5551,21,4건
약수동해물텀벙 약수동본점,아구,3.6,서울 중구 다산로10길 11 1층,매일 11:00 ~ 22:30,02-2253-9588,630,21건
토리아에즈 본점,일본식주점,3.4,서울 중구 동호로10길 13,영업시간 매일 18:00 ~ 02:00,02-2231-7696,62,37건
오목집 시청점,족발/보쌈,4.0,서울 중구 남대문로1길 38 1층,월~금 11:30 ~ 22:00,02-3789-6882,84,22건
하누에뜰,육류/고기,3.6,서울 중구 동호로 207,매일 11:00 ~ 22:00,02-2234-1771,753,16건
루프트 명동점,카페,3.9,서울 중구 삼일대로 308 조양빌딩 1층,월~금 08:00 ~ 19:30,02-2267-2233,121,20건
미미국수 본점,국수,3.3,서울 중구 다산로44길 36,월~금 11:00 ~ 20:00 · 브레이크타임 월~금 15:00 ~ 16:00,070-4112-5145,55,35건
명화당 명동1호점,분식,3.7,서울 중구 명동4길 32 2층,매일 09:00 ~ 22:30,,187,53건
미나미야마 남산점,돈까스/우동,2.0,서울 중구 소파로 105,매일 10:00 ~ 22:00,02-318-6696,59,37건
달개비,한식,2.9,서울 중구 세종대로19길 16,월~금 07:30 ~ 22:00,02-765-2068,10,11건
본가 을지오뎅도루묵,호프/요리주점,3.4,서울 중구 수표로 54 1층,영업시간 매일 13:00 ~ 24:00,02-2274-5092,133,21건
이조식당,한식,4.5,서울 중구 청파로103길 33,월~토 07:00 ~ 19:00,02-365-5993,16,16건
