식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
샛별제과,디저트카페,4.6,서울 노원구 상계로9길 23 101호,,,47,18건
따미커피,커피전문점,4.7,서울 노원구 공릉로 120,매일 11:00 ~ 22:00,070-7793-1201,17,24건
마들원,한식,2.0,서울 노원구 공릉로62길 27-11,매일 11:30 ~ 21:30,02-949-8000,55,9건
바네하임,호프/요리주점,3.7,서울 노원구 공릉로32길 54 고려빌딩 1층,영업시간 월~토 15:00 ~ 00:30,02-948-8003,20,18건
호접몽,중화요리,3.6,서울 노원구 중계로18길 9,화~일 11:30 ~ 21:20 · 브레이크타임 화~일 14:30 ~ 16:30,02-939-8082,37,17건
쭈꾸미킹 노원점,해물/생선,3.2,서울 노원구 상계로1길 34 뉴금오프라자 1층,매일 11:00 ~ 23:00,02-931-7191,87,14건
아웃백스테이크하우스 노원점,패밀리레스토랑,3.7,서울 노원구 동일로 1419,월/화/수/목/일 11:00 ~ 22:30,02-938-5471,158,22건
장천,중화요리,3.5,서울 노원구 동일로217가길 11 2층 202호,화~일 11:00 ~ 21:30 · 브레이크타임 화~금 15:00 ~ 17:00,02-938-8079,131,18건
엄마마늘보쌈,족발/보쌈,4.1,서울 노원구 석계로 16,월~토 11:30 ~ 23:00,02-913-9222,38,17건
노원돈부리,일식,4.3,서울 노원구 동일로 1343 동일프라자 101~103호,화~토 11:30 ~ 20:00 · 브레이크타임 화~토 14:30 ~ 16:30,02-937-1295,61,38건
스타벅스 공릉DT점,커피전문점,3.0,서울 노원구 동일로 1015,매일 07:00 ~ 22:00,1522-3232,48,28건
표준커피,카페,4.5,서울 노원구 공릉로 119-5 이지스퀘어 1층,매일 12:00 ~ 22:00,0507-1314-7603,71,19건
엄마손칼국수,국수,4.0,서울 노원구 상계로39길 5,매일 10:30 ~ 21:30,02-937-4967,45,25건
썸머타이,태국음식,4.2,서울 노원구 노해로77길 14-3 문화빌딩 1층,매일 11:00 ~ 22:00,02-935-3649,45,33건
카페드미셸,카페,2.5,서울 노원구 화랑로 441 미라쉘 1/2층,매일 10:00 ~ 23:30,02-971-1100,56,21건
커피베스코,커피전문점,4.4,서울 노원구 상계로 55 2층,월~금 10:30 ~ 01:00,,34,7건
중계고기파티,육류/고기,4.0,서울 노원구 중계로12길 6 1층,매일 11:30 ~ 22:00,02-933-8892,128,12건
멍텅구리즉석떡볶이 공릉점,떡볶이,2.5,서울 노원구 공릉로51길 14-2,화~일 10:00 ~ 22:00,02-978-4645,73,18건
VIPS DELIVERY 상계점,음식점,0.0,서울 노원구 상계로27길 12,,,0,0건
제임스키친,이탈리안,4.0,서울 노원구 노해로81길 12-26 2층,월~토 11:00 ~ 22:30,02-952-4748,57,5건
이종구낙지세상,해물/생선,4.4,서울 노원구 중계로 90 우암타운 1층,매일 10:30 ~ 22:00,02-930-9284,23,14건
DNJ레스토랑,중화요리,2.6,서울 노원구 노원로 244 1층,매일 11:00 ~ 22:00,02-939-6700,12,7건
노원한우,육류/고기,3.3,서울 노원구 동일로218길 35,영업시간 매일 14:00 ~ 23:00,02-935-9448,159,3건
위플랜트위커피,커피전문점,3.4,서울 노원구 동일로178길 59-39 2층,매일 12:00 ~ 22:00,02-6498-2580,132,8건
화포식당 노원점,육류/고기,4.0,서울 노원구 상계로 72,매일 11:00 ~ 05:30,02-936-6699,85,9건
(주)태릉풍천장어,장어,2.4,서울 노원구 화랑로 457,매일 12:00 ~ 23:30,02-975-0602,26,5건
롤링파스타 노원역점,이탈리안,2.8,서울 노원구 상계로 70 화랑빌딩 2층 1호,매일 11:30 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 16:00,,90,20건
전민규의황제누룽지탕 노원직영점,한식,3.1,서울 노원구 노해로77길 14-8 1~2층,매일 00:00 ~ 24:00,02-937-0340,21,17건
하나샤브샤브,샤브샤브,3.3,서울 노원구 동일로203가길 29 브라운스톤상가 101호,매일 11:00 ~ 22:00,,46,15건
공릉동도깨비,이탈리안,3.6,서울 노원구 동일로178길 14,월~토 11:00 ~ 19:30 · 브레이크타임 월~토 14:30 ~ 17:00,,63,15건
옛날칼국수,국수,2.5,서울 노원구 동일로 1417,매일 00:00 ~ 24:00,02-939-6169,86,18건
무드쉐어,카페,3.9,서울 노원구 공릉로 119-23 1층 101호,화~일 12:00 ~ 22:00,070-8286-6626,64,29건
일상다반,일식집,2.8,서울 노원구 동일로186길 77-17,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00,,96,34건
노원왕곱창,곱창/막창,2.1,서울 노원구 상계로 90 마블러스2 1층,영업시간 매일 16:00 ~ 04:00,02-936-6400,60,14건
스윗레시피,디저트카페,3.3,서울 노원구 상계로1길 38 2층,영업시간 매일 14:00 ~ 21:00,02-6494-1004,128,9건
시즌,디저트카페,4.0,서울 노원구 상계로3길 38-2 2층,화~일 13:00 ~ 22:00,,138,3건
노원목고기집,육류/고기,4.6,서울 노원구 상계로 96,영업시간 매일 16:00 ~ 23:00,,45,15건
경성초밥,일식,4.6,서울 노원구 공릉로 119-5,화요일,02-978-8864,58,31건
참누렁소,육류/고기,2.3,서울 노원구 공릉로63길 13,매일 11:00 ~ 22:00,02-979-6400,38,12건
비손샤브칼국수 수락산점,샤브샤브,4.4,서울 노원구 동일로 1660 2층 202호,매일 11:30 ~ 22:00,02-938-4949,52,15건
동학,호프/요리주점,4.3,서울 노원구 공릉로51길 6 1층,영업시간 월~토 17:00 ~ 00:02,070-8951-7283,35,7건
중원,중화요리,3.0,서울 노원구 동일로242가길 36 1층,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-930-6188,41,12건
홍익짬뽕 노원2호점,중화요리,4.6,서울 노원구 노해로83길 21,매일 11:30 ~ 22:30,02-933-5801,33,22건
플랫커피,커피전문점,3.4,서울 노원구 공릉로39길 20 1층,화~일 12:00 ~ 23:00,070-8614-8747,56,16건
평양칼국수,국수,3.2,서울 노원구 동일로 1652 1층,화요일,02-937-5002,31,33건
쭈꾸미달인 노원직영점,해물/생선,3.2,서울 노원구 상계로 71-1 1층,,02-937-3912,187,9건
화로상회 공릉점,육류/고기,4.6,서울 노원구 공릉로46길 6 현대프라자 1층 111호,,02-979-2292,39,8건
스타벅스 노원역점,커피전문점,2.9,서울 노원구 동일로 1413 남성빌딩 1층,월~금 07:00 ~ 22:00,1522-3232,29,22건
한우가,육류/고기,4.5,서울 노원구 노해로 517 굿모닝빌딩 1층,,02-932-3775,6,4건
아너카페,카페,4.3,서울 노원구 동일로192다길 9,월~토 11:30 ~ 23:00,,42,11건
예향정 노원점,한식,3.5,서울 노원구 동일로217가길 31 청화빌딩 2층,매일 10:00 ~ 22:00,02-937-9998,31,13건
태능숯불갈비,갈비,3.3,서울 노원구 한글비석로1길 37,매일 10:00 ~ 24:00,02-974-5074,10,9건
이규민달인보쌈집 본점,족발/보쌈,4.1,서울 노원구 동일로 1598 부흥빌딩 지하1층,화~일 11:30 ~ 21:30 · 브레이크타임 화~금 15:00 ~ 17:00,02-951-5553,41,15건
고집불통강곱창 노원점,곱창/막창,4.3,서울 노원구 노해로83길 18-5,영업시간 매일 17:00 ~ 05:00,02-2208-6673,56,10건
일심해장국 상계점,해장국,3.5,서울 노원구 노원로34길 58,매일 00:00 ~ 24:00,02-936-0067,209,6건
횡성한우정육백화점,육류/고기,4.4,서울 노원구 공릉로 162,월~토 11:30 ~ 22:30,02-972-1712,68,11건
독도게찜,게/대게,3.7,서울 노원구 동일로242가길 50,매일 11:00 ~ 22:00,02-939-4242,76,21건
이자와 노원점,일식,3.7,서울 노원구 상계로 76 정암빌딩 2층 201호,매일 11:00 ~ 22:00,02-6369-6246,29,21건
나승준함흥냉면,냉면,3.9,서울 노원구 상계로 97 위너스빌딩 1층 104호,매일 11:00 ~ 06:00,02-937-1372,19,14건
스타벅스 노원마들역점,커피전문점,4.4,서울 노원구 노원로 569 임광아파트상가,매일 08:00 ~ 22:00,1522-3232,17,12건
스타벅스 공릉역,커피전문점,3.6,서울 노원구 동일로 1081,월~금 07:30 ~ 22:00,1522-3232,18,9건
몽실디저트,제과/베이커리,4.3,서울 노원구 상계로 51 노원프라자빌딩 1층 105호,매일 11:30 ~ 22:00,010-3072-9855,52,14건
맥도날드 상계DT점,패스트푸드,3.7,서울 노원구 동일로 1612,매일 00:00 ~ 24:00,070-7209-0600,12,28건
스타벅스 상계초교사거리점,커피전문점,4.7,서울 노원구 노원로 449,매일 08:30 ~ 22:00,1522-3232,25,15건
상계동 원조닭갈비,닭요리,4.2,서울 노원구 한글비석로36길 65 1층,매일 11:00 ~ 21:00,02-952-4956,25,10건
세컨플로어,카페,4.0,서울 노원구 상계로1길 8 대유빌딩 2층 206호,매일 13:00 ~ 23:00,02-6398-8342,55,7건
파브커피,카페,4.0,서울 노원구 동일로186길 76 1층,매일 12:00 ~ 22:00,,91,22건
화로상회,육류/고기,3.0,서울 노원구 광운로 37,영업시간 월~토 14:00 ~ 01:00,02-941-2292,16,7건
청교옥,냉면,4.1,서울 노원구 공릉로 225 1층,매일 10:00 ~ 22:00,02-949-1519,8,67건
피노키오냉면,냉면,3.7,서울 노원구 한글비석로 480 보람상가 2층,매일 09:00 ~ 20:30,02-930-7233,65,19건
활어의전설 노원점,회,3.0,서울 노원구 노해로81길 12-33 1층,,02-932-9612,15,6건
속초붉은대게 중계점,게/대게,3.5,서울 노원구 중계동 589,매일 12:00 ~ 23:30,02-938-2066,21,2건
생선까시,한식,3.1,서울 노원구 동일로191가길 22 1층,매일 00:00 ~ 24:00,02-977-9293,24,18건
국민소곱창 공릉점,곱창/막창,4.0,서울 노원구 동일로192길 88 오성빌딩 1층,영업시간 월~토 17:30 ~ 01:00,02-975-9923,75,5건
현경양고기,양꼬치,4.4,서울 노원구 상계로3길 21 202호,매일 12:00 ~ 22:00,02-903-9815,65,19건
사랑회수산,회,5.0,서울 노원구 상계로 104 1층,매일 12:00 ~ 23:00,02-931-4426,17,1건
본참치 태릉직영점,참치회,0.0,서울 노원구 동일로174길 7 1층,영업시간 매일 16:00 ~ 24:00,02-495-9544,29,0건
버거킹 노원역점,패스트푸드,3.3,서울 노원구 노해로 456 동방빌딩 1층,매일 09:00 ~ 24:00,070-7462-6806,22,10건
노원족발,족발/보쌈,3.3,서울 노원구 노해로85길 14,영업시간 월~금 15:00 ~ 02:00,02-952-9723,22,4건
천하뼈다귀감자탕,감자탕,2.2,서울 노원구 동일로 1595,매일 00:00 ~ 24:00,02-933-9897,29,10건
시골애 노원점,해물/생선,4.2,서울 노원구 상계로 64 가동 1층 1호,매일 11:00 ~ 22:00,02-932-0257,46,13건
경성쭈꾸미,해물/생선,4.7,서울 노원구 덕릉로 789 1층,매일 11:00 ~ 23:30,02-937-1117,74,10건
칠성해물통짬뽕,중화요리,4.4,서울 노원구 덕릉로83길 5 2층,화요일,02-932-7753,23,30건
가양양꼬치,양꼬치,4.1,서울 노원구 노해로85길 1 2층,영업시간 매일 17:00 ~ 05:00,02-936-8183,25,9건
에슬로우커피 공릉점,커피전문점,4.4,서울 노원구 노원로 3 우토파크프라자 1층,매일 08:00 ~ 24:00,02-949-4542,13,8건
르번미 태릉점,베트남음식,3.3,서울 노원구 동일로 986 프레미어스엠코 102동 128호,매일 11:00 ~ 22:00,02-979-2127,52,13건
스타벅스 중계역점,커피전문점,3.6,서울 노원구 동일로 1339 대한빌딩,월~금 07:00 ~ 22:00,1522-3232,20,8건
마떡다이천 광운대본점,분식,4.5,서울 노원구 석계로 106 1층,,02-976-4841,13,20건
공릉회수산,회,3.8,서울 노원구 공릉로 179,,02-971-4383,9,6건
더메이즈 노원점,테마카페,4.2,서울 노원구 상계로5길 26 6층,매일 10:00 ~ 23:00,02-6012-2620,26,13건
502세컨즈카페 노원점,카페,1.6,서울 노원구 섬밭로 232 1층,,070-4465-7996,16,10건
봉평메밀막국수 상계본점,국수,3.9,서울 노원구 한글비석로20길 61,매일 10:00 ~ 21:30,02-939-1136,14,17건
네코정,일식,3.5,서울 노원구 동일로192길 77 동신아파트 104동 상가 2층,월~토 11:00 ~ 20:30 · 브레이크타임 월~토 14:30 ~ 16:00,070-4110-5224,40,13건
슈엔챠이 상계점,중화요리,4.4,서울 노원구 동일로 1335 2층,매일 11:30 ~ 21:30,02-933-3345,23,7건
루이스버거 공릉점,햄버거,2.2,서울 노원구 동일로192길 74 우은빌딩,매일 10:00 ~ 24:00,02-977-0766,81,21건
오름제주고기 본점,육류/고기,2.8,서울 노원구 동일로192길 85,매일 12:00 ~ 02:00,02-973-9290,88,12건
버거킹 공릉역점,패스트푸드,2.6,서울 노원구 동일로 1085,매일 00:00 ~ 24:00,070-7438-8217,14,19건
테르미니,양식,3.8,서울 노원구 화랑로53길 12,매일 11:00 ~ 22:00,02-972-0036,4,13건
3900착한초밥,초밥/롤,3.9,서울 노원구 광운로1길 26,월/화/수요일,02-909-4494,14,16건
브레드스팟,제과/베이커리,4.1,서울 노원구 공릉로 111-1,화~일 08:00 ~ 21:00,02-948-4315,40,22건
마뇨떡볶이 노원역점,떡볶이,4.3,서울 노원구 상계로 55 위성프라자 2층 201호,매일 11:00 ~ 22:00,02-932-2911,23,9건
마들냉면,냉면,3.3,서울 노원구 한글비석로 474 보람상가2층 217호,매일 08:00 ~ 20:30,02-933-9308,7,7건
포앤반 하계역점,베트남음식,4.6,서울 노원구 공릉로 322-3 1층,매일 11:00 ~ 22:00,02-977-6745,37,12건
일번지소한마리정육식당 노원본점,육류/고기,3.3,서울 노원구 상계로3길 32 1층,매일 11:00 ~ 01:00,02-932-6564,22,3건
페페그라노,이탈리안,4.0,서울 노원구 공릉로32길 5 1층,월~토 11:30 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,,63,23건
스시통 노원본점,초밥/롤,2.3,서울 노원구 동일로 1417 삼양빌딩 2층,매일 11:00 ~ 22:20 · 브레이크타임 월~금 15:00 ~ 16:00,02-939-0810,79,16건
오피셜커피,카페,3.8,서울 노원구 동일로184길 69-7 1층 101호,매일 09:00 ~ 24:00,,100,23건
영양센타 노원점,삼계탕,3.4,서울 노원구 동일로217가길 31 1층,매일 10:00 ~ 22:30,02-937-6038,9,7건
유정한우소곱창,곱창/막창,1.3,서울 노원구 노해로85길 10-2,영업시간 매일 16:00 ~ 04:00,02-932-7150,33,7건
투썸플레이스 노원문화의거리점,커피전문점,2.4,서울 노원구 상계로 69 2층,화~토 00:00 ~ 24:00,02-935-2388,24,24건
닭갈비제작소 노원점,닭요리,4.0,서울 노원구 상계로3길 29 2층,매일 11:00 ~ 24:00,02-932-0223,23,6건
미라쥬양과점,디저트카페,5.0,서울 노원구 동일로196길 15 1층,화요일,010-2006-9433,33,10건
신고집찜칼국수 본점,국수,3.5,서울 노원구 노원로15길 51-30,매일 10:30 ~ 22:00,02-948-4880,25,13건
아이엠돈까스,돈까스/우동,4.3,서울 노원구 동일로198길 60,매일 11:30 ~ 22:00,02-976-0316,28,13건
산들바다,한정식,2.2,서울 노원구 화랑로 443 디벨리움 2층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-977-7100,17,6건
신설국,일식집,3.7,서울 노원구 노원로 257 인정빌딩 2층 201호,,02-978-7900,19,3건
맥도날드 과학기술대점,패스트푸드,1.3,서울 노원구 공릉로 231,매일 08:00 ~ 00:00,070-7209-0615,15,16건
1일1잔,디저트카페,5.0,서울 노원구 광운로2길 6 1층,월~금 12:00 ~ 19:00,02-941-8911,10,3건
곳,호프/요리주점,4.3,서울 노원구 노해로85길 10-55,영업시간 매일 18:00 ~ 03:00,070-7576-3960,39,4건
스타벅스 노원KT점,커피전문점,3.7,서울 노원구 노해로 502,월~금 07:00 ~ 22:00,1522-3232,18,14건
영스넥,분식,3.6,서울 노원구 상계로 51 노원프라자빌딩 지하1층,,02-931-4257,27,11건
로지다이닝키친,일식,4.2,서울 노원구 공릉로43길 18 1층,월~토 11:30 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-974-0100,42,14건
스시다온,초밥/롤,4.3,서울 노원구 석계로 9 2층,월~토 12:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 18:00,02-941-9991,49,14건
본가왕뼈감자탕 노원역점,감자탕,4.2,서울 노원구 상계로3길 28,매일 00:00 ~ 24:00,02-932-6312,47,6건
스시쟁이,초밥/롤,3.1,서울 노원구 공릉로 197,매일 11:30 ~ 24:00,02-972-5944,45,13건
탐라도회,회,3.4,서울 노원구 동일로 1101 2층,매일 11:30 ~ 23:30,02-972-0012,13,8건
써브웨이 노원점,샌드위치,1.9,서울 노원구 노해로 502,매일 08:00 ~ 22:00,02-936-0501,31,33건
청학골,갈비,2.1,서울 노원구 동일로192길 6,매일 00:00 ~ 24:00,02-978-0055,15,18건
잼재미골,초밥/롤,3.7,서울 노원구 노해로79길 6-19,매일 10:30 ~ 24:00,02-937-3339,24,13건
영스넥,떡볶이,4.1,서울 노원구 한글비석로 245 두타빌 A동 지하1층 109호,,02-931-2523,8,8건
오누이,카페,4.6,서울 노원구 동일로187길 12-47 1층,화~토 12:00 ~ 21:00,,47,18건
태릉양꼬치양갈비,양꼬치,4.1,서울 노원구 공릉로 110 1층,영업시간 매일 16:00 ~ 02:00,02-977-4587,17,8건
라무야끼,육류/고기,3.8,서울 노원구 석계로3길 15-1,영업시간 월~토 17:00 ~ 23:00,02-909-3337,53,4건
맥도날드 중계역점,패스트푸드,2.4,서울 노원구 동일로 1341 장우빌딩 1층,매일 00:00 ~ 24:00,070-7017-0422,15,15건
공릉우동집,돈까스/우동,3.3,서울 노원구 동일로192길 42,월~토 11:00 ~ 02:00,02-976-1199,46,18건
알러이,아시아음식,4.9,서울 노원구 공릉로43길 15,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-977-3011,41,27건
이자카야모리,일본식주점,2.0,서울 노원구 노해로81길 12-15 2층,영업시간 매일 16:00 ~ 04:00,02-3391-5222,33,9건
비스킷플로어,카페,3.8,서울 노원구 동일로180길 61-7,화요일,,61,35건
신미방,중화요리,3.8,서울 노원구 상계로 64,매일 11:00 ~ 23:00,,12,17건
송재만참치 수락산역점,참치회,4.9,서울 노원구 동일로242길 25 2층,영업시간 화~토 16:00 ~ 23:00,02-951-7792,35,7건
하마돈,양식,3.5,서울 노원구 공릉로 153,매일 11:30 ~ 21:00,02-978-5252,28,20건
라화쿵부 상계점,중화요리,2.1,서울 노원구 노해로 492 프린스빌딩 2층 203호,매일 11:00 ~ 23:00,02-933-8988,48,13건
봉평메밀막국수 직영점,국수,3.3,서울 노원구 동일로242가길 14-8,매일 11:00 ~ 21:30,02-933-7077,11,9건
청와정,육류/고기,2.0,서울 노원구 동일로 1611,,02-938-9500,19,13건
르다,카페,4.7,서울 노원구 상계로9길 28,매일 12:00 ~ 23:00,02-938-5599,71,7건
노브랜드버거 중계공원점,패스트푸드,3.5,서울 노원구 동일로204가길 34,매일 10:00 ~ 22:00,02-948-3946,49,11건
스타벅스 태릉입구역DT,커피전문점,4.5,서울 노원구 화랑로 469,매일 07:00 ~ 22:00,,8,6건
시골집,해물/생선,3.0,서울 노원구 동일로236길 11,매일 11:00 ~ 22:00,02-3392-0052,8,8건
카페멍스 노원점,카페,4.5,서울 노원구 상계로5길 19 2층 201호,매일 11:00 ~ 21:30,02-933-7779,6,15건
마포생고기,육류/고기,3.0,서울 노원구 동일로190길 39,매일 00:00 ~ 24:00,02-979-6776,17,8건
에이치큐브,카페,3.9,서울 노원구 노원로1길 73-12 지하1층/1/2층,매일 08:00 ~ 24:00,02-973-0731,14,35건
대마에스시,초밥/롤,4.2,서울 노원구 동일로 1093 지층,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-979-0850,40,5건
고전한방삼계탕 노원점,삼계탕,1.0,서울 노원구 노해로 517,매일 00:00 ~ 24:00,02-930-7807,13,6건
올드델리 노원점,인도음식,3.7,서울 노원구 노해로85길 14 상계제일빌딩 2층,매일 11:00 ~ 22:00,02-935-6689,33,10건
춘보만두,한식,3.0,서울 노원구 섬밭로 56,월~토 11:00 ~ 14:00,02-975-2407,31,22건
쭈꾸미달인 직영2호점,해물/생선,4.4,서울 노원구 상계로5길 3,영업시간 매일 17:00 ~ 03:00,02-938-3912,59,34건
다미참치,참치회,5.0,서울 노원구 동일로218길 17 2층,,02-931-5509,30,2건
서민초밥,초밥/롤,3.8,서울 노원구 석계로3길 17,매일 10:00 ~ 22:00,02-942-6933,38,10건
오케이크 노원점,제과/베이커리,5.0,서울 노원구 상계로3길 16 동원빌딩 1층 103호,매일 09:00 ~ 22:00,02-6952-5697,12,4건
스타벅스 월계역점,커피전문점,3.0,서울 노원구 초안산로2라길 26 104~106호,매일 08:00 ~ 20:00,1522-3232,4,15건
투썸플레이스 석계역점,커피전문점,2.5,서울 노원구 석계로1길 10 2층,매일 08:00 ~ 02:00,02-915-7955,6,12건
화로상회 상계역점,육류/고기,2.1,서울 노원구 한글비석로 384 대호프라자 113~120호,화~일 12:00 ~ 23:30,02-937-2292,51,10건
일차돌 노원점,육류/고기,2.7,서울 노원구 노해로81길 12-21 1층,매일 11:30 ~ 24:00,02-930-6118,57,7건
블루마일스커피로스터즈,디저트카페,4.0,서울 노원구 동일로190길 65 2층,매일 12:00 ~ 23:00,02-979-1003,45,19건
봉심이족발,족발/보쌈,4.0,서울 노원구 덕릉로83길 20-5,,02-934-5557,67,5건
