식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
서울갈비 신림점,갈비,4.3,서울 관악구 남부순환로 1645,매일 12:00 ~ 02:00,02-885-7610,133,51건
기절초풍왕순대,순대,3.6,서울 관악구 봉천로62길 2,매일 07:00 ~ 22:00,02-872-8805,114,63건
만성찬팅,양꼬치,3.4,서울 관악구 신림로 322-4 1층,매일 13:00 ~ 01:30,02-883-1978,159,63건
사생활,카페,4.0,서울 관악구 신사로14길 19 지하1층,매일 11:00 ~ 02:00,070-5033-7759,162,35건
외래향 서울대점,중화요리,3.4,서울 관악구 남부순환로 1801 2층,월~금 11:30 ~ 21:00 · 브레이크타임 매일 14:20 ~ 17:00,02-888-1224,84,91건
모힝,이탈리안,4.0,서울 관악구 남부순환로226길 36 2층,매일 11:00 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00,02-873-5164,176,108건
청송산오징어,회,3.9,서울 관악구 남현1길 8,영업시간 월~금 15:00 ~ 01:00,02-584-5286,121,34건
우리가참순대,순대,4.2,서울 관악구 관악로 148 지하1층,매일 10:00 ~ 23:00,02-883-1063,140,103건
고기굽는사람들,육류/고기,4.5,서울 관악구 관악로14길 70 1층,영업시간 매일 16:00 ~ 23:00,0507-1357-6884,106,115건
중화요리팔공,중화요리,4.3,서울 관악구 남부순환로 1680 지하 1층,월~토 11:20 ~ 21:00,02-877-9815,83,55건
마뇨떡볶이,떡볶이,4.1,서울 관악구 신원로 35 삼모더프라임타워 2층,매일 11:00 ~ 21:30,02-873-6262,99,49건
미가할매집,육류/고기,3.7,서울 관악구 신림로 374,매일 11:30 ~ 22:30,02-888-6940,32,16건
발루토,카페,3.5,서울 관악구 신림로23길 28 1층,매일 09:00 ~ 23:00,02-875-1155,81,54건
안녕부산,한식,2.5,서울 관악구 관악로14길 45,화요일,02-6407-0718,160,47건
고모네정육식당 신원시장점,육류/고기,3.6,서울 관악구 신원로 23,화요일,02-838-8478,76,24건
안녕베트남,동남아음식,3.1,서울 관악구 관악로14길 70 지하1층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-877-3875,365,95건
깡통닭갈비,닭요리,4.0,서울 관악구 남부순환로 1597-14,영업시간 월~금 15:00 ~ 01:00,02-873-7770,285,31건
황홀경,디저트카페,3.5,서울 관악구 관악로14길 37 지하1층,매일 12:00 ~ 22:30,02-6449-7362,281,60건
마이무,양식,4.0,서울 관악구 낙성대로 22-10 1층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 17:00,02-882-8933,148,90건
미림분식,분식,3.4,서울 관악구 호암로 553,매일 11:30 ~ 21:00,02-888-8567,96,18건
정원쌈밥보리밥,쌈밥,4.2,서울 관악구 신림로18가길 23,매일 10:00 ~ 21:00,02-887-6454,27,38건
멕스칸즉석햄버거,분식,4.6,서울 관악구 당곡길 9,화~일 11:30 ~ 23:00,02-884-0280,70,29건
초밥아저씨,초밥/롤,3.2,서울 관악구 신원로 23 1층,영업시간 월~토 14:00 ~ 23:00,02-3281-2820,29,24건
스시려,초밥/롤,3.3,서울 관악구 봉천로 456,매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-874-1275,97,51건
카페미엘,디저트카페,2.7,서울 관악구 관악로16길 38 2층,월~금 13:00 ~ 22:00,010-4426-3785,220,44건
폼앤노말 (2021년10월까지 휴업),카페,4.7,서울 관악구 신림로67길 25 2층,화요일,010-4053-1124,143,28건
명품민물장어,장어,4.0,서울 관악구 봉천로 453 1층,매일 11:30 ~ 23:00 · 브레이크타임 매일 14:30 ~ 16:30,02-875-5559,64,9건
모힝 낙성대점,양식,4.4,서울 관악구 봉천로62길 7 2층,매일 11:30 ~ 23:00 · 브레이크타임 월~금 14:30 ~ 17:00,02-878-3233,90,43건
하정식당,일본식주점,4.2,서울 관악구 보라매로 22 1층,영업시간 월~목 17:00 ~ 02:00,02-883-8382,53,13건
데일리오아시스 샤로수길점,디저트카페,2.9,서울 관악구 관악로14길 74-3 1층,매일 12:00 ~ 23:00,070-7739-8282,189,48건
동경산책 서울대입구점,일식,3.4,서울 관악구 관악로14길 30 2층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-875-0666,103,44건
봉이돈까스,돈까스/우동,4.1,서울 관악구 남부순환로 1754,매일 11:00 ~ 21:00,02-877-7009,211,64건
제주상회,국수,4.1,서울 관악구 관악로12길 108 지하 1층,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 14:30 ~ 17:00,02-883-7083,82,59건
탐나종합어시장 난곡사거리점,회,3.4,서울 관악구 남부순환로 1481,,02-868-3300,25,13건
한우정육마당 구로점,육류/고기,4.1,서울 관악구 시흥대로164길 3,월~금 11:00 ~ 22:30,02-867-0070,37,18건
온돌 샤로수길점,한식,4.1,서울 관악구 봉천로 534 1층,매일 11:30 ~ 22:30 · 브레이크타임2 월~금 15:00 ~ 17:00,02-873-8712,74,36건
나인온스버거,햄버거,3.8,서울 관악구 관악로12길 108 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:30 ~ 17:00,02-878-9020,82,95건
라미스콘,제과/베이커리,2.9,서울 관악구 관악로14길 88 1~3층/옥상층,매일 12:00 ~ 22:30,070-8855-3456,206,75건
고베규카츠 신림점,돈까스/우동,3.6,서울 관악구 남부순환로176길 8 2층,매일 11:30 ~ 22:00,02-875-8988,303,29건
고베그릴,육류/고기,3.3,서울 관악구 남부순환로 2082-25 5층,매일 11:30 ~ 23:40,02-3472-6073,38,24건
쥬벤쿠바,양식,4.1,서울 관악구 관악로14나길 10 1층,월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-6032-0278,195,71건
강릉형제장칼국수 서울점,국수,3.9,서울 관악구 대학5길 10-7 1층,화~금 10:00 ~ 20:00,02-871-8852,52,39건
고기싸롱 신대방역점,고기뷔페,4.4,서울 관악구 난곡로 339,매일 12:00 ~ 24:00,02-838-8295,61,23건
원조부안집,육류/고기,4.0,서울 관악구 신사로 90 1층,,,118,10건
시골집,쌈밥,3.5,서울 관악구 낙성대로 22-7,월~금 10:00 ~ 22:00,02-874-7333,77,59건
경식이네알쌈쭈꾸미 신림본점,해물/생선,4.1,서울 관악구 조원로18길 25 1층,월~금 11:00 ~ 22:00,02-855-3635,65,19건
티라노커피,커피전문점,4.6,서울 관악구 남부순환로230길 39,매일 11:00 ~ 23:00,,106,58건
동명 IZAKAYA,일본식주점,3.8,서울 관악구 남현1길 42 남현빌딩 4층,영업시간 월~토 15:30 ~ 03:00,02-522-8227,240,8건
미남참치,참치회,3.2,서울 관악구 남부순환로 1589,영업시간 화~토 17:00 ~ 02:00,02-875-7538,30,13건
춘천골숯불닭갈비,닭요리,4.8,서울 관악구 신림동7길 46 1층,영업시간 매일 16:00 ~ 00:00,02-873-8592,77,27건
또순이순대 본점,순대,1.6,서울 관악구 신림로59길 14 원빌딩 1층,매일 00:00 ~ 24:00,02-884-7565,188,52건
아모르미오,카페,3.6,서울 관악구 행운2길 20 1층,,070-4306-5006,106,38건
옷살,인도음식,4.2,서울 관악구 관악로 164 대우디오슈페리움 1단지 지하1층 104~105호,매일 11:00 ~ 22:00,02-882-6527,100,92건
역전할머니맥주 사당점,호프/요리주점,4.2,서울 관악구 승방4길 20 다청림라인씨티 1층 102호,영업시간 매일 16:00 ~ 02:00,02-6404-0314,48,46건
백산식당,삼겹살,4.7,서울 관악구 관악로14길 60,영업시간 월~금 17:00 ~ 24:00,02-877-8271,95,17건
신기루황소곱창구이,곱창/막창,2.9,서울 관악구 관악로13길 25,영업시간 월~금 17:00 ~ 24:00,02-887-5000,81,21건
온고지신,카페,3.4,서울 관악구 관악로14길 101,매일 12:00 ~ 22:00,,225,41건
오삼숙이 본점,육류/고기,4.3,서울 관악구 대학길 57 1층,영업시간 화~일 14:00 ~ 01:00,02-882-5332,84,46건
로향양꼬치,양꼬치,3.9,서울 관악구 관악로16길 35,매일 12:00 ~ 02:00,02-885-5918,29,44건
오첨지,해물/생선,4.0,서울 관악구 남부순환로176길 18,둘째 화요일,02-889-8016,107,25건
풍천민물장어삼억집,장어,3.5,서울 관악구 남부순환로 1875,매일 11:30 ~ 22:00,02-887-6888,41,12건
숙이네조개전골 서울대입구점,조개,4.2,서울 관악구 관악로16길 41 1층,영업시간 월~목 15:00 ~ 01:30,02-878-4645,58,21건
소디스커피,카페,4.3,서울 관악구 남부순환로230길 45 1층 101호,월~토 11:00 ~ 23:00,02-6084-0061,207,38건
돈파스팔레 낙성대본점,이탈리안,2.5,서울 관악구 봉천로 568-1 2층,매일 11:30 ~ 23:30 · 브레이크타임 매일 15:00 ~ 17:00,02-886-3362,25,26건
데이즈앤데이즈,디저트카페,2.9,서울 관악구 시흥대로 578 광안빌딩 2층,화~일 09:00 ~ 24:00,02-869-0077,83,18건
아띠,디저트카페,3.5,서울 관악구 쑥고개로 137,,02-876-3110,36,49건
르브와 신림점,이탈리안,3.1,서울 관악구 신원로 34 3층,월~금 11:30 ~ 22:00,02-883-9363,133,16건
카페폴,카페,4.5,서울 관악구 남부순환로234길 43 1층,매일 10:00 ~ 22:00,070-8100-9091,73,44건
신풍루곱창,곱창/막창,3.7,서울 관악구 은천로2길 18 1층,매일 13:30 ~ 24:00,02-877-6681,62,25건
동네아저씨치킨,치킨,3.6,서울 관악구 행운2길 16,영업시간 매일 16:00 ~ 02:00,02-872-0029,45,30건
신림황소곱창,곱창/막창,4.1,서울 관악구 신림로65길 42 1층,영업시간 매일 16:00 ~ 01:00,02-882-7811,217,16건
만양순대국,순대,3.4,서울 관악구 은천로 132,매일 10:30 ~ 23:00,02-813-9633,73,27건
우리축산정육식당,육류/고기,3.8,서울 관악구 신림로65길 26,매일 11:00 ~ 01:00,02-884-2227,109,32건
오후의과일,디저트카페,2.7,서울 관악구 관악로14길 15 2층,화요일,,274,57건
미나리생삼겹,삼겹살,4.3,서울 관악구 남부순환로 1585-3,영업시간 매일 15:00 ~ 04:00,02-884-9292,77,32건
부림,삼겹살,3.1,서울 관악구 청룡1길 7,영업시간 매일 17:00 ~ 09:00,02-884-9359,87,15건
정통집 샤로수길점,육류/고기,4.1,서울 관악구 관악로14길 65 1층,,02-877-9006,99,14건
아웃백스테이크하우스 서울대점,패밀리레스토랑,3.8,서울 관악구 남부순환로 1840 계림빌딩,매일 11:00 ~ 22:30,02-884-4761,134,38건
시트론오피스,카페,3.8,서울 관악구 남부순환로234길 18 2층,매일 12:00 ~ 23:00,02-878-0407,220,26건
신셰프양꼬치&훠궈 남현동1호점,양꼬치,2.8,서울 관악구 남현3길 71,매일 12:00 ~ 23:00,02-598-0077,140,40건
낀알로이알로이,동남아음식,4.0,서울 관악구 청룡2길 29 106호,화~일 11:00 ~ 23:00 · 브레이크타임 화~일 14:30 ~ 17:00,02-6403-4879,181,66건
교꾸스시,초밥/롤,4.4,서울 관악구 남현1길 9 한일프라자 1층 106호,매일 11:30 ~ 22:00,02-586-2355,48,35건
삼백돈돈가츠,돈까스/우동,2.6,서울 관악구 남부순환로230길 48 1층,매일 11:30 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-872-6443,131,79건
피자네버슬립스 샤로수길점,피자,4.0,서울 관악구 봉천로 534 2층,매일 12:00 ~ 24:00,,178,74건
하이보 서울대입구점,중화요리,3.6,서울 관악구 관악로 134 2층,매일 11:00 ~ 21:30,02-882-8813,27,19건
서울집 신림직영점,육류/고기,4.5,서울 관악구 신림동길 6,매일 12:00 ~ 24:00,02-872-7610,94,15건
라이라이켄,일본식라면,3.8,서울 관악구 봉천로53길 5,화~일 12:00 ~ 21:00 · 브레이크타임 화~일 15:00 ~ 17:00,,110,141건
신촌황소곱창,곱창/막창,3.2,서울 관악구 남부순환로 1597-4,영업시간 매일 15:00 ~ 02:00,02-876-9111,35,18건
테이블1629,카페,4.0,서울 관악구 장군봉2길 32 1층,매일 11:00 ~ 23:00,02-883-1629,73,22건
지구당,일식집,3.0,서울 관악구 관악로12길 5,월~토 11:30 ~ 21:00 · 브레이크타임 월~토 14:30 ~ 17:00,02-888-9929,75,104건
행운동조개,조개,4.9,서울 관악구 남부순환로 1835-30 1층,영업시간 화~일 15:00 ~ 02:00,02-878-1896,39,24건
소담촌 봉천현대시장직영점,샤브샤브,3.8,서울 관악구 양녕로 50 금강빌딩 2층,매일 11:00 ~ 22:00,02-876-0977,34,6건
제주탐하리 신림점,육류/고기,3.6,서울 관악구 남부순환로 1597-12 1층,영업시간 매일 17:30 ~ 01:00,02-883-3207,72,8건
초와밥,초밥/롤,4.3,서울 관악구 관악로15길 6 2층,월~토 11:30 ~ 22:15 · 브레이크타임 월~금 14:30 ~ 16:30,02-888-9593,69,32건
진순자김밥 봉천본점,분식,2.8,서울 관악구 청룡1길 19,월~토 08:00 ~ 23:00,02-883-1824,55,47건
메이드바이아린,제과/베이커리,4.1,서울 관악구 남부순환로230길 40-4 1층,화요일,02-883-0077,64,30건
퍼블리코타코,멕시칸/브라질,4.0,서울 관악구 관악로14길 106 1층,화~일 11:30 ~ 23:00,02-871-6282,76,54건
월간상회,디저트카페,3.9,서울 관악구 솔밭로7길 9 1층,월/화요일,,73,31건
탐나종합어시장 서울대입구역점,회,2.4,서울 관악구 남부순환로 1808 1층,매일 11:30 ~ 05:30,02-876-0330,79,14건
비엔나커피하우스 신림점,커피전문점,4.1,서울 관악구 신림로 363 1~3층,월/화/수/목/일 09:00 ~ 02:00,02-875-1683,51,17건
고창복의낙지세상 봉천점,해물/생선,2.2,서울 관악구 남부순환로 1725,매일 11:00 ~ 22:00,02-886-4242,48,19건
더은교,디저트카페,4.1,서울 관악구 봉천로 600-1,월~토 11:00 ~ 20:00,02-877-1103,36,40건
낙성곱창,곱창/막창,4.0,서울 관악구 봉천로 495-3,영업시간 월~토 16:00 ~ 01:00,02-872-1118,55,24건
탐나종합어시장,일식집,2.5,서울 관악구 남부순환로 1633,매일 11:30 ~ 05:30,02-877-8805,83,10건
릴트,카페,4.2,서울 관악구 행운1길 50,,,105,21건
서우얼큰칼국수,국수,4.4,서울 관악구 관천로11길 154,매일 11:30 ~ 20:30,02-859-6657,25,21건
진우리참치 별관,참치회,2.7,서울 관악구 봉천로 472,매일 11:30 ~ 02:00,02-889-2233,53,11건
인투커피,커피전문점,4.4,서울 관악구 난곡로 331,매일 08:30 ~ 22:00,02-6083-1170,84,18건
서울테이블,카페,3.4,서울 관악구 관악로14길 28 2층,화~일 12:00 ~ 22:00,02-889-5526,127,12건
두만강샤브샤브 봉천점,샤브샤브,3.7,서울 관악구 봉천로 537 1층,매일 11:30 ~ 22:00,02-885-7966,54,36건
고로커피로스터스,카페,4.2,서울 관악구 남부순환로231길 33,월/화/금 11:00 ~ 19:00,,86,38건
메이지커피,커피전문점,4.7,서울 관악구 난곡로 363-1 2층,매일 11:00 ~ 23:30,02-6326-5188,40,27건
더멜팅팟,햄버거,3.9,서울 관악구 관악로14가길 2,화~일 11:30 ~ 23:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-877-1083,155,40건
소블리,육류/고기,4.9,서울 관악구 남부순환로234길 18 지하1층,둘째 화요일,070-8888-0401,117,10건
두리닭발 사당본점,닭요리,4.1,서울 관악구 남현3길 78 2층,,02-6339-8035,95,32건
목포수산,회,4.0,서울 관악구 관천로 39,둘째 화요일,02-838-2321,29,10건
술이남,호프/요리주점,4.7,서울 관악구 신림동길 5 2층,영업시간 매일 18:00 ~ 05:00,070-4101-0884,50,12건
타이펑,중화요리,3.8,서울 관악구 관악로24길 61,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:30 ~ 16:50,02-875-2082,38,34건
행운당,카페,3.5,서울 관악구 행운1길 40,영업시간 화/수/금/토 14:00 ~ 18:00,,49,35건
라공방 신림점,중화요리,3.3,서울 관악구 신림로 340 르네상스쇼핑몰 1층,매일 11:00 ~ 23:00,02-883-1113,146,58건
스시와,초밥/롤,4.0,서울 관악구 남부순환로246길 43,화~일 12:00 ~ 23:00 · 브레이크타임 화~일 15:30 ~ 17:40,02-882-1686,57,46건
낙원양꼬치,양꼬치,4.4,서울 관악구 난곡로 347,매일 13:10 ~ 02:00,02-857-8818,39,19건
박명주브라더,닭요리,3.3,서울 관악구 관악로14길 89,화/수요일,02-882-9411,161,74건
정가 한정식,한정식,3.1,서울 관악구 남부순환로 1710 1층,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 16:30,02-884-8988,10,9건
서울밥집,한식,3.4,서울 관악구 관천로 36-1 1층,매일 00:00 ~ 24:00,,28,28건
코코미,초밥/롤,3.0,서울 관악구 관악로 146,매일 11:30 ~ 22:30,02-872-2233,158,49건
산촌쭈꾸미 서울대점,해물/생선,4.5,서울 관악구 신림로 211 고바우빌딩 1층,,02-6085-2505,16,16건
토모,일본식주점,2.4,서울 관악구 관악로15길 24 2층,영업시간 월/화/수/목/일 17:00 ~ 03:00,0507-1361-3410,25,14건
토당골,삼계탕,4.5,서울 관악구 봉천로12길 42,매일 13:30 ~ 24:00,02-887-0252,30,6건
고명집,닭요리,3.7,서울 관악구 봉천로 482 2층,영업시간 매일 15:00 ~ 01:00,02-883-5988,41,42건
불삼시대,삼겹살,3.5,서울 관악구 신림로65길 24,매일 11:00 ~ 01:00,02-871-9298,83,15건
충청삼겹,삼겹살,4.4,서울 관악구 남부순환로230길 15 1층,매일 11:30 ~ 01:00,02-876-8810,163,15건
효자골,감자탕,4.2,서울 관악구 봉천로12길 13,화~일 12:00 ~ 24:00,02-884-5954,40,28건
낭만모로코,양식,4.4,서울 관악구 관악로14길 88,영업시간 월~금 17:00 ~ 00:00,,102,28건
니와,초밥/롤,2.2,서울 관악구 호암로22길 69,영업시간 월~토 17:30 ~ 01:30,02-888-7378,29,60건
생생조개,조개,3.6,서울 관악구 관천로 45-1 1층,영업시간 매일 15:00 ~ 02:00,02-868-5118,57,16건
삼미옥,설렁탕,3.1,서울 관악구 남부순환로 1829-6,월~금 08:00 ~ 21:00,02-889-9327,49,31건
천미미,중화요리,3.8,서울 관악구 시흥대로 552 2층,월~금 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 16:30,02-839-0809,55,15건
우리설렁탕 신림점,설렁탕,2.5,서울 관악구 신림로 190,매일 00:00 ~ 24:00,02-886-9317,30,16건
스타벅스 낙성대DT점,커피전문점,2.8,서울 관악구 남부순환로 1948,매일 07:00 ~ 21:00,1522-3232,21,28건
복돈이부추삼겹살 서울대입구점,삼겹살,3.4,서울 관악구 남부순환로 1846,매일 12:00 ~ 02:00,02-885-2774,24,22건
멘쇼우라멘,일본식라면,3.8,서울 관악구 남부순환로230길 25,매일 11:30 ~ 22:00,,94,68건
어사출또 신림역점,회,3.8,서울 관악구 남부순환로 1597-8 2층,영업시간 매일 14:00 ~ 22:00,02-888-9114,31,8건
빽돈 샤로수길점,육류/고기,3.4,서울 관악구 관악로16길 32-2 1층,영업시간 월~금 16:00 ~ 02:00,02-6405-7787,270,14건
이상범스시 봉천점,초밥/롤,4.5,서울 관악구 봉천로 407-1 1층,월/화/목/금/토/일 11:30 ~ 22:00,02-883-5913,23,28건
로향양꼬치 서울대2호점,양꼬치,3.9,서울 관악구 낙성대로 12 1층,,02-887-1812,36,25건
청보리한우,육류/고기,2.5,서울 관악구 남부순환로 1453,매일 00:00 ~ 24:00,02-866-8592,19,6건
물찬조개,조개,3.5,서울 관악구 조원로 43,영업시간 매일 15:00 ~ 01:30,02-856-9595,29,6건
카도야라멘 서울대점,일본식라면,3.0,서울 관악구 남부순환로 1811,매일 11:00 ~ 20:40,02-882-5090,79,44건
스타벅스 관악서울대입구R점,커피전문점,3.7,서울 관악구 관악로 158 BS타워 1층,월~목 07:00 ~ 21:00,1522-3232,35,37건
힘찬정육식당 사당역직영점,육류/고기,3.1,서울 관악구 남현1길 58,매일 11:00 ~ 01:00,02-521-6366,6,8건
길초밥,초밥/롤,3.2,서울 관악구 관천로 25 1층,,02-875-9204,40,21건
스타벅스 신림DT점,커피전문점,3.9,서울 관악구 남부순환로 1419,월~금 07:00 ~ 21:00,1522-3232,13,13건
스타벅스 서울대입구역점,커피전문점,4.3,서울 관악구 남부순환로 1812,월~금 07:00 ~ 21:00,1522-3232,32,24건
가츠가게,돈까스/우동,4.8,서울 관악구 낙성대로4가길 12 1층,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:30,02-6953-7007,89,54건
부뚜막,육류/고기,3.2,서울 관악구 남부순환로 1597-15,영업시간 월~금 16:00 ~ 01:00,02-884-3692,213,12건
성민양꼬치,양꼬치,3.7,서울 관악구 관악로16길 38,영업시간 매일 14:00 ~ 02:00,02-888-8665,68,30건
마왕족발 샤로수길점,족발/보쌈,3.8,서울 관악구 관악로16길 38 1층,,02-874-7776,34,21건
오지편한식당,일식,3.7,서울 관악구 관악로14길 105 1층,영업시간 화~토 17:00 ~ 22:00,,99,29건
모즈타파스라운지,양식,4.1,서울 관악구 남부순환로226길 36 지하 1층,매일 12:00 ~ 10:00,02-885-8910,103,33건
오막회집 서울대점,회,2.6,서울 관악구 남부순환로226길 19,매일 11:00 ~ 03:00,02-875-2882,52,18건
가네샤,인도음식,4.5,서울 관악구 대학길 46,매일 11:00 ~ 22:00,02-6123-9799,98,51건
장수촌풍천장어직판장,장어,3.2,서울 관악구 남부순환로 2082-37 1층,매일 10:00 ~ 23:00,02-582-0230,25,9건
밀향기손칼국수,국수,3.5,서울 관악구 봉천로 593 1층,매일 10:00 ~ 22:00,02-886-5479,46,30건
골목집 사당역점,곱창/막창,4.2,서울 관악구 남현1길 68-10,매일 12:00 ~ 02:00,02-586-6586,50,5건
돌체,제과/베이커리,4.5,서울 관악구 쑥고개로 84 1층,매일 09:00 ~ 23:00,02-877-6902,34,29건
구수옥설렁탕 신림점,설렁탕,2.7,서울 관악구 남부순환로 1696,매일 00:00 ~ 24:00,02-883-8860,12,13건
모다모다,일식,4.2,서울 관악구 관악로14길 36 1층,매일 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-6092-3233,116,60건
완산정,해장국,2.8,서울 관악구 봉천로 484,매일 00:00 ~ 24:00,02-878-3400,44,41건
맥도날드 신림점,패스트푸드,2.8,서울 관악구 신림로 310,매일 00:00 ~ 24:00,070-7017-0374,19,25건
VIPS DELIVERY 관악점,음식점,5.0,서울 관악구 청림6길 3,,,0,1건
미남포차,실내포장마차,4.7,서울 관악구 봉천로 236,영업시간 매일 18:00 ~ 03:00,070-7736-1631,46,9건
포도원삼계탕 2호점,삼계탕,3.5,서울 관악구 신림로 312,매일 11:00 ~ 23:00,,89,11건
목포회센타,회,3.5,서울 관악구 남부순환로 1766,영업시간 화~금 17:00 ~ 24:00,02-877-0969,25,15건
이자카야잔잔 샤로수길점,일본식주점,3.8,서울 관악구 남부순환로230길 22 1층,영업시간 월~금 18:00 ~ 02:00,02-877-0876,42,16건
풍무양꼬치,양꼬치,3.7,서울 관악구 시흥대로 572 2층,매일 11:00 ~ 01:00,02-809-9292,30,7건
가야,호프/요리주점,3.9,서울 관악구 신림로 323 2층,매일 00:00 ~ 24:00,02-887-2277,146,10건
돈뼈락연탄갈비,갈비,3.8,서울 관악구 남부순환로 1835-26,매일 12:00 ~ 24:00,02-887-5579,44,12건
카페인중독 신림본점,커피전문점,2.7,서울 관악구 봉천로6길 40,화요일,02-877-1238,53,15건
홍곱창 서울대점,곱창/막창,3.8,서울 관악구 봉천로 489,영업시간 월~토 16:00 ~ 01:00,070-8285-8185,66,23건
오렌지연필,카페,3.0,서울 관악구 남부순환로 1895,매일 00:00 ~ 24:00,02-6295-6000,4,18건
라페리체,이탈리안,4.0,서울 관악구 관악로14길 34 지하1층,매일 11:30 ~ 22:30 · 브레이크타임 매일 16:00 ~ 17:00,070-8773-1001,71,45건
미친키친,돈까스/우동,4.3,서울 관악구 남부순환로 1913 2층,화~일 11:30 ~ 21:30,02-878-3778,38,39건
카츠오도,돈까스/우동,4.5,서울 관악구 조원로16가길 51 1층,화요일,0507-1326-4286,49,36건
구영회참치&초밥 신림점,참치회,4.3,서울 관악구 신원로 34,매일 11:30 ~ 24:00,02-888-8883,62,24건
스시이치자,초밥/롤,4.9,서울 관악구 신림동길 31 1층,영업시간 월~목 17:00 ~ 24:00,02-875-1110,37,13건
카페보니또 사당점,카페,3.8,서울 관악구 남부순환로 2032 1층,월~금 08:00 ~ 23:00,02-584-0011,23,13건
차이나당,중화요리,3.1,서울 관악구 낙성대로 16 2층,영업시간 매일 15:00 ~ 05:00,02-882-0818,31,34건
봉평옹심이메밀칼국수,국수,4.5,서울 관악구 봉천로6길 14,매일 10:30 ~ 21:30,02-878-5955,49,32건
만경양육관,양꼬치,4.0,서울 관악구 남현3길 78,매일 11:00 ~ 03:00,02-586-6577,37,13건
포라인스커피,커피전문점,3.5,서울 관악구 관천로 44 선인타운 1층 101호,월~금 08:00 ~ 23:00,070-8982-0109,22,26건
스타벅스 사당R점,커피전문점,3.1,서울 관악구 남부순환로 2082-25 1/2층,월~금 07:00 ~ 22:00,1522-3232,13,24건
이자카야 혼네,일본식주점,4.7,서울 관악구 관악로14길 6-4 1층,영업시간 월~금 18:00 ~ 24:00,0506-614-2180,22,16건
애슐리퀸즈 서울대입구점,패밀리레스토랑,2.2,서울 관악구 남부순환로 1820 라붐아울렛 9층,매일 11:00 ~ 21:00,02-6276-8200,141,52건
분짜하노이 서울대입구점,베트남음식,3.9,서울 관악구 관악로 154 지하 1층,매일 11:00 ~ 22:00,02-882-4102,37,40건
