식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
복성각,중화요리,3.2,서울 서대문구 명물1길 24,매일 11:30 ~ 21:00,02-364-1522,36,56건
고르드,디저트카페,2.6,서울 서대문구 연세로 32 1~4층,매일 08:00 ~ 22:30,02-365-9566,178,61건
이화원,중화요리,3.1,서울 서대문구 연희맛로 13,매일 11:30 ~ 22:00,02-334-1888,54,50건
스웨이커피스테이션,카페,4.3,서울 서대문구 연희로11길 61,매일 11:00 ~ 22:00,02-6348-0061,137,39건
르솔레이,제과/베이커리,4.3,서울 서대문구 연희맛로 7-29 지하 1층,월/화요일,0507-1315-6371,110,79건
소신이쏘,갈비,3.9,서울 서대문구 연세로5가길 19 1층,영업시간 매일 12:00 ~ 22:10 · 브레이크타임 매일 15:00 ~ 17:00,02-324-3245,191,98건
반서울,퓨전요리,3.6,서울 서대문구 이화여대길 87,월~토 11:30 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,070-8882-0110,184,67건
연희김밥 본점,분식,3.5,서울 서대문구 연희로11가길 2,,02-323-8090,55,68건
라이라이,중식,3.6,서울 서대문구 연희로15길 27,월/화/목/금/토/일 11:30 ~ 22:00,,92,80건
클로리스 신촌점,카페,4.2,서울 서대문구 연세로4길 38,월~토 11:00 ~ 23:00,02-392-7523,93,65건
엠브로돈까스 신촌점,돈까스/우동,3.8,서울 서대문구 명물길 26,매일 11:30 ~ 21:30,02-363-5241,77,72건
독수리다방,다방,4.3,서울 서대문구 연세로 36 독수리빌딩 8층,월~금 11:00 ~ 24:00,02-363-1222,82,54건
폴앤폴리나 연희동점,제과/베이커리,4.4,서울 서대문구 연희로11길 56 1층,월~토 11:00 ~ 18:00,02-333-0185,57,70건
이빠네마그릴,멕시칸/브라질,4.2,서울 서대문구 연세로4길 6 2층,월~금 11:30 ~ 22:30,02-365-6118,97,37건
마더린러베이글,제과/베이커리,3.7,서울 서대문구 이화여대5길 5 1층,월~금 08:30 ~ 16:30,070-7758-3030,145,89건
청송함흥냉면전문점 본관,냉면,3.4,서울 서대문구 연희맛로 6,월~토 11:00 ~ 21:00,02-334-3545,88,48건
카라멘야,일본식라면,4.2,서울 서대문구 연세로7안길 34-1 1층,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:30 ~ 17:00,0507-1320-6221,190,58건
달인꽈배기,제과/베이커리,3.7,서울 서대문구 통일로 205-3,월~토 07:00 ~ 15:30,02-313-5419,32,26건
여우골,초밥/롤,3.4,서울 서대문구 연세로5다길 10,매일 11:30 ~ 22:30,,74,96건
월순철판동태찜 연희본점,찌개/전골,4.5,서울 서대문구 연희맛로 17-14 1층,월~토 11:00 ~ 22:20,02-325-1567,57,32건
미도인 신촌점,스테이크/립,3.9,서울 서대문구 명물길 33 2층,매일 11:30 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 17:00,,254,37건
연어초밥,초밥/롤,4.8,서울 서대문구 연세로2길 94 1층 3호,화~토 11:30 ~ 20:30 · 브레이크타임 화~토 14:30 ~ 17:00,02-313-2611,73,112건
빈플루,디저트카페,3.9,서울 서대문구 응암로 118 1층,매일 08:30 ~ 22:00,02-373-0000,72,29건
옐로우보울,양식,4.2,서울 서대문구 충정로 7 지하1층,월~금 11:30 ~ 22:00 · 브레이크타임1 월~금 15:00 ~ 17:30,0507-1407-4961,100,36건
사조미가,한정식,3.6,서울 서대문구 통일로 107-39 사조빌딩 2층,매일 11:30 ~ 22:00,02-362-1806,16,39건
미스터서왕만두,분식,4.4,서울 서대문구 신촌역로 16,화~일 11:00 ~ 21:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-312-8869,59,69건
푸어링아웃,카페,4.1,서울 서대문구 연희로11나길 7-7,매일 10:00 ~ 22:00,,170,63건
엄마손떡볶이 본점,떡볶이,3.2,서울 서대문구 증가로10길 37,화~일 09:00 ~ 23:30,02-305-7572,49,44건
기꾸스시,초밥/롤,3.6,서울 서대문구 연세로5다길 35,매일 11:30 ~ 22:00 · 브레이크타임 월~금 13:00 ~ 17:00,02-324-5356,87,67건
비밀,제과/베이커리,3.9,서울 서대문구 이화여대7길 48 1층 101호,월~토 08:00 ~ 21:00,02-313-0877,87,37건
부탄츄 신촌점,일본식라면,3.4,서울 서대문구 연세로5길 26-9,매일 11:30 ~ 22:30,02-3144-6604,129,90건
역전할머니맥주 서울신촌점,호프/요리주점,2.6,서울 서대문구 연세로7길 25,,02-334-4569,71,31건
더풍년,호프/요리주점,3.8,서울 서대문구 독립문로 31-11,영업시간 월~토 17:00 ~ 01:00,010-9893-5069,116,24건
조은집,한정식,3.7,서울 서대문구 연희맛로 43,화요일,02-323-8084,70,22건
녹원쌈밥,쌈밥,3.2,서울 서대문구 연희로25길 22,화~일 11:30 ~ 21:30,02-336-9483,58,38건
야바이,퓨전일식,2.8,서울 서대문구 연세로7안길 37 지하1층,영업시간 월/화/수/목/일 16:00 ~ 24:00,,143,53건
연희곰탕,곰탕,4.0,서울 서대문구 증가로 17,매일 11:00 ~ 21:00,02-336-1801,146,19건
한림돈가,육류/고기,3.9,서울 서대문구 연세로7안길 16-4,영업시간 매일 15:00 ~ 01:00,02-338-6604,73,26건
에브리띵베이글,제과/베이커리,3.7,서울 서대문구 연희로11길 29,화~금 08:00 ~ 18:00,010-5588-5427,136,63건
하이드미플리즈,디저트카페,4.5,서울 서대문구 통일로39나길 5 1층,매일 11:00 ~ 22:00,02-394-2015,84,34건
참맛집,육류/고기,2.6,서울 서대문구 경기대로 82 지하1층,매일 11:00 ~ 23:00,02-6095-8576,143,8건
에이투지카페,커피전문점,3.6,서울 서대문구 연세로4길 29,영업시간 매일 12:00 ~ 22:00,02-313-7523,81,27건
책바,칵테일바,4.5,서울 서대문구 연희맛로 24 1층 101호,영업시간 화~토 19:00 ~ 24:00,02-6449-5858,41,30건
유닭스토리 신촌점,닭요리,3.7,서울 서대문구 연세로4길 7 1층,매일 10:00 ~ 24:00,02-6012-9563,118,30건
꼬숑돈까스,돈까스/우동,3.5,서울 서대문구 명물1길 2 1층,,,112,100건
부추곱창,곱창/막창,4.3,서울 서대문구 연세로5나길 30-16 1층,영업시간 매일 16:00 ~ 04:00,02-336-8334,62,44건
아웃백스테이크하우스 신촌점,패밀리레스토랑,3.9,서울 서대문구 연세로12길 33,매일 11:30 ~ 22:00,02-3147-1871,97,59건
심야식당텐조,일본식주점,4.5,서울 서대문구 거북골로20길 71,영업시간 화~금 18:00 ~ 03:00,02-303-1057,54,23건
모래내설농탕 본점,설렁탕,2.4,서울 서대문구 모래내로 271,매일 00:00 ~ 24:00,02-304-0311,41,27건
미분당 신촌2호점,베트남음식,3.8,서울 서대문구 연세로5길 26-7,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-3141-9494,138,72건
로덴드론,커피전문점,4.1,서울 서대문구 연희로25길 82,매일 08:00 ~ 23:00,02-332-2288,37,43건
키친봄날,분식,4.1,서울 서대문구 신촌로11길 62,월~금 11:00 ~ 20:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-334-4440,80,31건
신촌해물칼국수,국수,4.3,서울 서대문구 신촌로 125 2층,매일 11:00 ~ 23:00,02-363-1553,89,50건
가례원,떡/한과,4.0,서울 서대문구 연세로5다길 12,매일 10:00 ~ 19:00,02-333-1525,72,6건
고삼이 신촌점,해물/생선,4.4,서울 서대문구 연세로7안길 38,매일 10:00 ~ 21:00,02-324-1403,72,58건
그릭데이 이대점,디저트카페,3.5,서울 서대문구 이화여대길 88-21 2층,매일 11:00 ~ 20:00,02-363-9222,45,44건
롯지190,카페,4.6,서울 서대문구 홍제천로 190 1층,월/화요일,,62,28건
타코몽,일식,4.6,서울 서대문구 신촌로 49,월/화요일,,68,50건
현명식탁,이탈리안,4.1,서울 서대문구 명물길 32 5층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-2088-1229,196,27건
신촌수제비,수제비,3.3,서울 서대문구 신촌로 87-8 1층,월~토 10:00 ~ 21:00,02-334-9252,73,54건
호밀밭,카페,4.2,서울 서대문구 신촌역로 43,화요일,02-392-5345,112,71건
발카롱,카페,4.6,서울 서대문구 통일로39길 43 1층,화~토 11:00 ~ 20:00,070-7773-2194,47,15건
카페미뇽 신촌점,디저트카페,3.3,서울 서대문구 신촌로 87-12 1층~5층,매일 08:00 ~ 24:00,02-338-5553,50,27건
올레무스,카페,4.4,서울 서대문구 연희로5길 58 1층,영업시간 매일 12:00 ~ 18:00,,81,40건
이품,중화요리,3.5,서울 서대문구 연희로11길 20,화요일,02-322-6172,45,48건
벙커1,카페,4.3,서울 서대문구 충정로 20,매일 11:30 ~ 23:00,02-771-7707,6,55건
안춘선갈비배추탕,한식,2.9,서울 서대문구 통일로 135,영업시간 월~금 12:00 ~ 22:00,02-392-2877,36,12건
와플잇업 이대2호점,디저트카페,4.2,서울 서대문구 이화여대3길 42-19,영업시간 매일 12:00 ~ 22:00,070-4410-2829,42,46건
북성해장국,해장국,4.5,서울 서대문구 신촌로35길 7 1층,월~토 06:00 ~ 20:00 · 브레이크타임 월~토 15:30 ~ 17:00,02-364-3779,19,33건
연탄생고기집,육류/고기,4.7,서울 서대문구 홍제천로 76,영업시간 매일 16:00 ~ 23:00,02-333-0489,38,30건
복성각 서대문점,중화요리,3.7,서울 서대문구 통일로 135 충정빌딩 지하1층,,02-313-5887,18,21건
베어스덴,디저트카페,3.8,서울 서대문구 연희로4길 10 1/2층,화/수/목/금/일 11:00 ~ 21:00,02-6449-0204,61,15건
대포찜닭,닭요리,4.4,서울 서대문구 연세로 27-1 대성빌딩 3층,매일 11:00 ~ 22:00,02-325-6633,115,26건
순이네고릴라떡볶이 3호점,떡볶이,2.7,서울 서대문구 거북골로 15-2,화~일 11:00 ~ 19:00,02-308-8743,36,47건
정통집,육류/고기,1.9,서울 서대문구 연세로9길 7 1층,영업시간 매일 17:00 ~ 01:00,02-3144-7848,56,33건
란주탕슉,중화요리,3.1,서울 서대문구 이화여대2가길 18,영업시간 매일 12:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 16:00,,108,71건
스떼이끄300,스테이크/립,3.5,서울 서대문구 명물1길 28 1층,월~금 11:30 ~ 21:00,,37,36건
닭내장집,닭요리,4.2,서울 서대문구 수색로 28-5,매일 10:30 ~ 02:30,,52,12건
편의방,중화요리,3.7,서울 서대문구 연희로 36,영업시간 매일 12:00 ~ 21:00 · 브레이크타임 월/화/수/목/금/일 14:00 ~ 17:00,02-363-5887,50,43건
산천마루,닭요리,4.2,서울 서대문구 세검정로1길 21,매일 10:00 ~ 22:00,02-394-3919,41,10건
모래내곱창,곱창/막창,4.3,서울 서대문구 증가로10길 26,영업시간 월~토 12:00 ~ 24:00,02-306-0374,43,23건
서대문원조통술집,갈비,3.2,서울 서대문구 통일로 109,영업시간 월~금 12:00 ~ 24:00,02-362-3048,37,15건
가장맛있는곱창 부추곱창 신촌점,곱창/막창,3.6,서울 서대문구 연세로5가길 29,영업시간 매일 15:00 ~ 04:00,02-336-8333,104,47건
마우디,양식,3.2,서울 서대문구 연희로11길 18 1층,월/화/수/금/토/일 11:30 ~ 22:00 · 브레이크타임 월/화/수/금 15:00 ~ 17:00,02-6052-4522,114,46건
금별맥주,호프/요리주점,3.7,서울 서대문구 연세로11길 14,영업시간 매일 17:00 ~ 05:00,02-365-7693,21,17건
타코벨 신촌점,멕시칸/브라질,3.1,서울 서대문구 연세로 26-1,매일 07:00 ~ 02:00,,27,37건
완차이,중화요리,3.9,서울 서대문구 명물길 50-7,매일 11:30 ~ 22:00,02-392-0302,35,51건
방콕익스프레스 신촌본점,동남아음식,3.4,서울 서대문구 연세로2길 91,매일 11:30 ~ 22:00,02-6401-7793,110,47건
이정희떡볶이,떡볶이,3.9,서울 서대문구 증가로10길 14,매일 09:00 ~ 24:00,02-303-4302,37,28건
스타벅스 연희DT점,커피전문점,3.0,서울 서대문구 연희로 144,매일 07:00 ~ 22:00,1522-3232,30,24건
호산나의정부부대찌개,찌개/전골,4.5,서울 서대문구 충정로4길 8,월~토 11:00 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:30,02-313-1678,45,17건
가마마루이,일본식라면,4.0,서울 서대문구 성산로22길 4,월~토 11:30 ~ 20:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-3142-3929,72,68건
군자대한곱창 신촌점,곱창/막창,3.8,서울 서대문구 연세로5나길 8 1/2층,영업시간 매일 12:00 ~ 02:00,02-6378-0197,74,27건
롤링파스타 신촌점,양식,2.8,서울 서대문구 명물길 10,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 16:30,02-363-1999,104,28건
오향만두,중식,4.2,서울 서대문구 연희맛로 22,월/화/목/금/토/일 11:30 ~ 22:00 · 브레이크타임 월/화/목/금/토/일 15:00 ~ 17:30,02-323-3749,41,42건
소바야린,돈까스/우동,4.1,서울 서대문구 이화여대3길 10 1층,월~토 11:30 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-312-0703,41,34건
서대문족발 본점,족발/보쌈,3.4,서울 서대문구 충정로6안길 54,매일 11:00 ~ 23:30,02-312-5580,29,17건
연희김밥 신촌점,분식,4.5,서울 서대문구 신촌로 61-1 1층,,02-332-8098,17,32건
가화만사성,중화요리,2.5,서울 서대문구 연세로5가길 1 2층,매일 00:00 ~ 24:00,02-3142-6171,123,35건
춘천집닭갈비막국수,닭요리,3.4,서울 서대문구 연세로5가길 1,매일 10:00 ~ 06:00,02-325-2361,42,26건
가야가야 이대점,일본식라면,2.4,서울 서대문구 이화여대5길 7-3,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-363-7877,156,68건
연대포,호프/요리주점,3.4,서울 서대문구 연세로7길 26,영업시간 월~금 12:00 ~ 04:00,02-3141-3131,40,12건
유우,일식,4.4,서울 서대문구 연희로26길 23 지하1층,영업시간 매일 11:40 ~ 22:00 · 브레이크타임 매일 14:30 ~ 17:00,02-3144-2578,28,10건
식탁 하늬솔점,이탈리안,2.8,서울 서대문구 성산로 527 하늬솔빌딩 1층,,02-362-0777,54,19건
홍은손칼국수전문점,국수,3.1,서울 서대문구 홍은중앙로 27,,02-394-7729,23,32건
포석정,호프/요리주점,3.9,서울 서대문구 연세로11길 25,영업시간 매일 17:00 ~ 03:00,02-332-5538,39,20건
술익는마을,호프/요리주점,3.3,서울 서대문구 연세로7길 22,,02-338-1190,51,14건
미소그릴 남가좌점,갈비,5.0,서울 서대문구 명지대길 83,영업시간 화~금 16:00 ~ 22:00,02-303-1355,20,14건
디폴트밸류,카페,4.1,서울 서대문구 성산로 333,영업시간 매일 12:00 ~ 21:00,02-2293-3889,76,12건
공복,육류/고기,3.5,서울 서대문구 연세로12길 23 1층,,02-312-6692,97,63건
스타벅스 신촌점,커피전문점,4.0,서울 서대문구 연세로 10-1 즐거운빌딩 1~3층,월~금 07:00 ~ 21:30,1522-3232,34,32건
연희미식,중식,4.5,서울 서대문구 연희맛로 22 삼원빌딩 1층,,02-333-2119,35,13건
평택고여사집냉면,냉면,4.0,서울 서대문구 연희로 81-9 1층,매일 10:30 ~ 21:00,02-392-7461,26,37건
마녀주방 신촌점,양식,4.4,서울 서대문구 명물길 21 지하1층,영업시간 매일 12:00 ~ 22:30,,131,49건
배바위양곱창,곱창/막창,4.5,서울 서대문구 연세로7안길 42 유림빌딩 1층,매일 11:00 ~ 24:00,02-337-9993,25,43건
쿳사,카페,4.8,서울 서대문구 증가로 48,매일 10:00 ~ 16:00,0507-1310-1977,45,35건
소문난집,육류/고기,4.2,서울 서대문구 연세로7길 38,매일 09:00 ~ 03:00,02-336-1922,50,6건
충정각,이탈리안,3.4,서울 서대문구 충정로2길 8,매일 10:00 ~ 22:00,02-313-0424,12,10건
보틀라운지,카페,4.8,서울 서대문구 홍연길 26 1층,화~일 10:00 ~ 21:00,02-3144-0703,37,28건
백년약수골,한식,4.2,서울 서대문구 백련사길 99,,02-395-0604,27,24건
문화촌초밥집,초밥/롤,4.0,서울 서대문구 세무서7길 12-6 1층,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 14:00 ~ 16:00,02-394-6789,52,40건
맛있는칼국수,국수,4.2,서울 서대문구 불광천길 150,월~토 11:10 ~ 21:00 · 브레이크타임 월~토 15:30 ~ 17:00,02-375-9177,22,30건
고냉지,찌개/전골,3.9,서울 서대문구 연세로2마길 30,화~일 10:00 ~ 22:00,02-313-0845,93,28건
아현닭발,닭요리,4.2,서울 서대문구 신촌로 229,영업시간 매일 18:00 ~ 05:00,02-365-1009,47,9건
스타벅스 이대R점,커피전문점,3.7,서울 서대문구 이화여대길 34,월~토 08:00 ~ 19:00,1522-3232,70,28건
효동각 본점,중화요리,2.9,서울 서대문구 연대동문길 24,영업시간 매일 11:50 ~ 15:00,,19,25건
유자유김치떡볶이 신촌점,떡볶이,4.1,서울 서대문구 연세로11길 22,영업시간 매일 12:00 ~ 03:00,02-332-9301,166,16건
레드버튼 신촌점,보드카페,4.9,서울 서대문구 연세로 8 3층,영업시간 월~목 13:00 ~ 01:00,02-363-3799,16,9건
스타벅스 가재울뉴타운점,커피전문점,4.0,서울 서대문구 남가좌동 384 2단지 별동상가 1층,매일 07:00 ~ 21:00,1522-3232,28,9건
라화쿵부 신촌점,중화요리,2.1,서울 서대문구 연세로11길 8,매일 10:30 ~ 01:30,02-3144-7807,165,35건
로라,이탈리안,2.8,서울 서대문구 증가로32길 23-8,화/수요일,02-6083-0812,92,16건
김판석초밥,초밥/롤,3.8,서울 서대문구 연세로9길 37 102호,매일 11:30 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00,02-333-2416,79,21건
유진치킨 홍제점,치킨,2.9,서울 서대문구 세무서7길 13,영업시간 화~일 14:00 ~ 23:00,02-394-9300,79,18건
홍제파스타,이탈리안,3.9,서울 서대문구 통일로39가길 24 1층,화~일 11:00 ~ 21:00,02-379-9658,55,43건
투썸플레이스 신촌점,커피전문점,3.4,서울 서대문구 신촌로 93 1층,매일 08:00 ~ 24:00,02-3142-5995,35,48건
알키미스타,양식,4.1,서울 서대문구 거북골로24길 27-8 1층,매일 10:00 ~ 00:00,02-6397-7050,15,10건
신촌장미여관,호프/요리주점,1.9,서울 서대문구 연세로5가길 3 1층,,02-333-1722,66,8건
원앤온리커피,카페,4.1,서울 서대문구 이화여대7길 31-4 1층,월~토 11:00 ~ 22:00,,61,8건
조선설렁탕,설렁탕,4.6,서울 서대문구 통일로 476 상가 1층,화요일,02-394-3334,15,16건
설레임삼겹살1989,삼겹살,3.7,서울 서대문구 연세로5가길 31,영업시간 매일 13:30 ~ 24:00,02-3144-1727,144,13건
원조봉순게장,게/대게,4.7,서울 서대문구 경기대로 26-26 더스타일하우스디센트럴 201동 B106호,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-3147-2333,47,10건
비하인드리메인,카페,3.5,서울 서대문구 연희로11라길 10-6,월~금 11:00 ~ 21:00,02-3141-7212,52,11건
리히트케이크,제과/베이커리,3.9,서울 서대문구 연희로4길 10 이구삼동베이커리 반지하,화~토 11:00 ~ 21:00,02-323-0258,74,27건
연희대공원,테마카페,2.8,서울 서대문구 연희로11가길 42,매일 10:00 ~ 22:00,,46,12건
홍대개미 신촌점,퓨전일식,2.4,서울 서대문구 연세로 18 2층,매일 11:30 ~ 21:30,02-312-7531,35,52건
장어세상,장어,3.9,서울 서대문구 수색로10길 13,매일 11:00 ~ 24:00,02-304-1015,25,7건
타코로코,멕시칸/브라질,4.2,서울 서대문구 연세로7안길 37 1층,월~토 11:30 ~ 23:00 · 브레이크타임 월~금 14:30 ~ 16:30,02-333-6469,42,49건
하꾸야 신촌본점,일식,3.1,서울 서대문구 연세로9길 16,매일 11:00 ~ 21:00,02-325-2900,14,16건
하노이맛집,베트남음식,4.8,서울 서대문구 충정로9길 10-5,월~토 11:00 ~ 22:00,02-313-2323,29,12건
작은나폴리,이탈리안,2.9,서울 서대문구 증가로 13-9 2층,화~일 11:30 ~ 21:30 · 브레이크타임 화~일 15:00 ~ 17:00,02-306-8859,68,34건
라멘81번옥 신촌점,일본식라면,4.2,서울 서대문구 신촌역로 16 1층,영업시간 월~금 12:00 ~ 20:00,02-313-2232,15,12건
시간이머무는홍차가게,카페,4.8,서울 서대문구 연희로16길 7-15,영업시간 월/화/금/토/일 13:00 ~ 21:20,070-4843-3541,39,24건
스탠바이키친,양식,4.5,서울 서대문구 연대동문길 49,매일 10:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 16:30,02-365-6353,78,47건
진미,중화요리,3.6,서울 서대문구 연희맛로 36 1층,화요일,02-322-8338,23,30건
고기창고 신촌점,육류/고기,3.9,서울 서대문구 연세로7길 34-4,,02-323-9090,39,17건
헬로방방 남가좌점,키즈카페,5.0,서울 서대문구 명지대길 103 7층,월~금 10:00 ~ 20:00,02-372-4857,26,1건
한우명가,육류/고기,3.8,서울 서대문구 연희로 46-1,,02-3143-6832,45,8건
맥도날드 연세대점,패스트푸드,2.8,서울 서대문구 연세로 33,매일 00:00 ~ 24:00,070-7017-6475,17,31건
용씨네 누룽지통닭구이,닭요리,3.5,서울 서대문구 통일로39가길 10-3,매일 11:30 ~ 00:30,02-379-7343,67,22건
스타벅스 홍제역점,커피전문점,3.8,서울 서대문구 통일로 451,월~금 07:00 ~ 21:00,1522-3232,15,16건
위샐러듀 이대점,양식,4.8,서울 서대문구 이화여대길 52-31 1층,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 16:30,02-363-0113,27,119건
보승회관 신촌점,국밥,1.8,서울 서대문구 연세로5길 26,매일 00:00 ~ 24:00,,66,24건
벤치커피스튜디오,카페,4.8,서울 서대문구 연세로2마길 14 2층,화~일 11:00 ~ 20:00,02-365-5999,78,22건
호천식당,한식,3.1,서울 서대문구 연희로14길 5,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-334-0749,57,22건
최가상회,갈비,3.9,서울 서대문구 영천시장길 56,화~일 10:00 ~ 20:00,,32,10건
소담식당,이탈리안,4.0,서울 서대문구 연세로4길 21,영업시간 매일 12:00 ~ 21:00,070-8152-1177,70,39건
방탈출 룸익스케이프 화이트점,테마카페,4.3,서울 서대문구 명물길 66 2층,영업시간 월~금 13:25 ~ 23:00,02-393-5689,44,16건
아건 이대점,인도음식,4.4,서울 서대문구 이화여대길 63 2층,매일 10:30 ~ 22:00,02-364-8771,113,41건
코다차야 신촌점,실내포장마차,3.8,서울 서대문구 명물길 32 준성빌딩 지하1층,영업시간 월~금 17:30 ~ 02:00,02-392-1007,62,12건
신흥떡볶이,떡볶이,3.3,서울 서대문구 수색로 28-5,매일 10:00 ~ 20:00,,35,19건
작은스페인,양식,2.3,서울 서대문구 연희로25길 37 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-322-8870,96,23건
멘야산다이메 연희점,일본식라면,3.7,서울 서대문구 연희로 81-5 평화빌딩 1층 2호,월/화/수/목/금/일 11:30 ~ 22:00 · 브레이크타임 월/화/수/목/금/일 16:00 ~ 17:00,02-336-4129,24,20건
신촌영양센터,삼계탕,3.4,서울 서대문구 연세로4길 34,매일 10:00 ~ 22:00,02-312-5460,49,8건
무안갯벌낙지 북가좌점,해물/생선,3.8,서울 서대문구 응암로1길 3,매일 11:00 ~ 22:00,02-308-5551,20,11건
죽해수산,게/대게,3.5,서울 서대문구 연세로5길 28,영업시간 매일 12:00 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00,02-332-9485,48,17건
28총각,일본식주점,4.1,서울 서대문구 통일로 107-21 1층,,02-313-6358,32,9건
