식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
벨라스가든,카페,3.7,서울 송파구 백제고분로41길 42-19,매일 10:00 ~ 24:00 · 브레이크타임 매일 15:00 ~ 17:00,02-424-4243,194,33건
군산오징어 잠실본점,해물/생선,2.8,서울 송파구 삼학사로 101 군산오징어빌딩 1/2층,매일 11:00 ~ 23:00,02-413-2046,191,71건
명인밥상,한식,3.3,서울 송파구 송이로 157,,02-409-3355,271,13건
진지아,중화요리,4.1,서울 송파구 백제고분로41길 12-9 1/2층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-418-5354,195,72건
평이담백 뼈칼국수 방이점,국수,4.2,서울 송파구 위례성대로18길 31-12,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-417-7488,175,33건
단디 송리단길본점,퓨전일식,3.6,서울 송파구 백제고분로45길 7 1층,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00,02-412-5335,556,119건
툇마루밥상,한식,3.3,서울 송파구 송파대로22길 11,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:30 ~ 17:00,02-409-6979,75,58건
엘리스리틀이태리,이탈리안,4.1,서울 송파구 백제고분로41길 43-21 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,,221,122건
서울리즘,커피전문점,2.2,서울 송파구 백제고분로 435 예스빌딩 1/6층,월/화/수/목/일 13:00 ~ 23:00,,350,73건
배키욘방,일식,3.2,서울 송파구 올림픽로32길 22-23 1층,매일 11:30 ~ 21:00 · 브레이크타임1 월~금 15:00 ~ 17:00,02-418-7773,438,98건
장칼집,국수,3.5,서울 송파구 가락로6길 3,,02-420-7935,122,33건
온량,양식,4.0,서울 송파구 백제고분로43길 4 은혜빌딩 1층,매일 12:00 ~ 21:00,02-422-3642,275,79건
뷰클랜드,카페,4.4,서울 송파구 백제고분로43길 10 1층,매일 12:00 ~ 22:00,070-4065-4860,366,86건
오복수산 잠실점,일식,3.3,서울 송파구 백제고분로45길 17-3 1층,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00,02-420-9955,217,30건
방이샤브샤브칼국수 방이본점,샤브샤브,4.4,서울 송파구 오금로31길 42,월~토 11:00 ~ 22:00,02-423-3450,108,67건
늘푸른목장 잠실본점,육류/고기,3.8,서울 송파구 백제고분로9길 34,,02-3431-4520,110,48건
더베네치아,뷔페,3.9,서울 송파구 올림픽로35다길 42 루터회관 3층,매일 10:00 ~ 19:00,02-6424-7000,34,7건
대게나라 잠실본점,게/대게,4.0,서울 송파구 오금로 165 1층,매일 11:30 ~ 24:00,02-412-2338,74,139건
뉴질랜드스토리,카페,3.9,서울 송파구 석촌호수로 268 경남레이크파크 1층,화요일,070-7523-6265,182,60건
삿뽀로 방이점,일식집,3.6,서울 송파구 오금로11길 7 제이타워빌딩 2층,매일 11:30 ~ 22:00,02-418-7797,40,14건
오린지,디저트카페,3.6,서울 송파구 송파대로48길 19 1층,월~토 12:00 ~ 22:00,,214,63건
멘야하나비 서울본점,일식집,3.7,서울 송파구 백제고분로45길 38 1층,화~금 11:30 ~ 21:00 · 브레이크타임1 화~금 14:00 ~ 17:30,070-8959-1108,133,155건
주은감자탕,감자탕,2.3,서울 송파구 삼학사로 71 1층,화요일,02-413-3670,141,103건
서정적살롱,카페,2.3,서울 송파구 석촌호수로 274,매일 09:00 ~ 24:00,02-415-7670,143,39건
미엔아이 송파점,중식,4.4,서울 송파구 오금로16길 5 1층 101호,매일 11:20 ~ 21:00 · 브레이크타임 월~금 14:30 ~ 17:20,02-422-0652,139,122건
도요스6가,일식,4.5,서울 송파구 백제고분로45길 40 트윈레이크팰리스빌 1층,화요일,02-416-6802,150,93건
골목떡볶이,떡볶이,3.3,서울 송파구 문정로1길 33,영업시간 월~금 15:00 ~ 21:00,02-3402-3452,211,69건
프로퍼커피바,카페,3.3,서울 송파구 위례성대로22길 6 유진빌딩 1층,월~토 10:00 ~ 21:00,,279,51건
젠젠 잠실점,카페,3.2,서울 송파구 백제고분로45길 34 동방빌딩 2층,매일 09:30 ~ 22:30,02-412-7240,262,54건
제주은희네해장국 잠실직영점,해장국,3.5,서울 송파구 송파대로49길 10 1층,화~금 07:30 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-6013-0831,66,39건
일일향 잠실점,중화요리,3.6,서울 송파구 석촌호수로 290,매일 11:30 ~ 21:30,02-421-8900,112,74건
황도바지락칼국수,국수,3.7,서울 송파구 백제고분로 358,매일 09:30 ~ 22:00,02-417-5058,136,69건
르빵 석촌점,제과/베이커리,2.9,서울 송파구 백제고분로41길 12,,070-8973-7004,28,33건
육화식당,육류/고기,4.3,서울 송파구 올림픽로32길 29 1/2층,매일 11:30 ~ 01:00 · 브레이크타임 월~금 15:00 ~ 16:30,02-424-6882,169,40건
냠냠물고기,일본식주점,3.6,서울 송파구 송파대로30길 41-21 1층,영업시간 월~토 17:00 ~ 02:00,02-448-4478,99,26건
앙떼띠 잠실점,디저트카페,3.8,서울 송파구 올림픽로 342 형인타워 1/2층,월~금 08:00 ~ 22:30,02-420-7410,62,43건
청화초밥,초밥/롤,3.6,서울 송파구 오금로13길 14 1층,월~토 11:40 ~ 23:30 · 브레이크타임 월~토 14:00 ~ 17:00,02-420-3686,95,56건
제주오겹살왕돌구이집 방이동본점,삼겹살,2.5,서울 송파구 오금로15길 9-12,월~금 12:00 ~ 24:00,02-423-0333,94,56건
바이킹스워프 롯데월드몰점,바닷가재,3.5,서울 송파구 올림픽로 300 롯데월드몰 4층,월~금 12:00 ~ 21:00 · 브레이크타임1 월~목 15:00 ~ 18:00,1644-3210,338,52건
부일갈매기,육류/고기,4.1,서울 송파구 삼전로13길 4,영업시간 매일 17:00 ~ 23:30,02-412-1462,74,36건
취영루 송파점,중화요리,3.3,서울 송파구 송이로 162,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-449-7747,37,24건
디트로네 잠실점,카페,3.2,서울 송파구 석촌호수로 258 아르누보팰리스 105호,월/화/수/목/일 11:00 ~ 01:00,02-422-5021,102,29건
홈수끼,샤브샤브,3.6,서울 송파구 위례성대로 134,월~금 11:30 ~ 22:00,02-417-4124,194,43건
진성한우곱창,곱창/막창,2.9,서울 송파구 송파대로28길 27,매일 12:00 ~ 03:00,02-402-3439,129,40건
에브리데이몬데이,갤러리카페,4.0,서울 송파구 송파대로48길 14,화/수 12:00 ~ 20:00,010-4393-0622,150,30건
오사카하루,일식집,3.7,서울 송파구 올림픽로32길 19-15,영업시간 월~수 17:30 ~ 01:00,02-412-5388,207,58건
오쓰세이로무시,일식,3.5,서울 송파구 백제고분로45길 30 1층 1호,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-419-2222,113,36건
프레드릭베이커리,제과/베이커리,3.7,서울 송파구 오금로 137 1층,매일 10:00 ~ 22:00,02-417-2114,309,53건
비와별닭갈비 잠실직영점,닭요리,4.4,서울 송파구 삼학사로 100 1/ 2층,매일 11:00 ~ 23:00,02-2202-5552,147,136건
청국장과보리밥 잠실점,한식,4.6,서울 송파구 백제고분로20길 4,매일 10:00 ~ 22:00,02-2042-1234,64,31건
본가설렁탕,설렁탕,2.8,서울 송파구 석촌호수로 204,월~토 08:00 ~ 22:00,02-414-5945,58,42건
콘메,이탈리안,4.3,서울 송파구 백제고분로42길 6-30 1층,매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,,154,29건
롯데호텔월드 라세느,뷔페,3.6,서울 송파구 올림픽로 240 롯데호텔월드2층,매일 06:30 ~ 22:00,02-411-7811,185,32건
필녀의한정식,한정식,3.2,서울 송파구 동남로 308,매일 11:30 ~ 22:00,02-400-5560,344,13건
피자네버슬립스,피자,3.9,서울 송파구 백제고분로45길 6,매일 12:00 ~ 23:00,070-8835-5877,299,58건
코벤트가든 올림픽공원점,이탈리안,3.1,서울 송파구 위례성대로 128 정화빌딩1층,매일 11:00 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-3431-5565,273,34건
명가원설농탕 석촌호수점,설렁탕,3.7,서울 송파구 오금로 105 덕림빌딩 1층,매일 00:00 ~ 24:00,02-425-3536,78,23건
서두산딤섬만두,분식,3.4,서울 송파구 올림픽로32길 52 소은빌딩 1층 102호,매일 11:30 ~ 24:00,02-425-4588,69,79건
얼터너티브,카페,3.8,서울 송파구 백제고분로46길 26-1 신화빌딩 1층,화~일 11:00 ~ 22:00,02-425-0120,168,63건
할머니 포장마차멸치국수,실내포장마차,3.6,서울 송파구 오금로11길 59,영업시간 매일 17:40 ~ 05:30,02-416-6698,137,46건
수원집,갈비,3.6,서울 송파구 송파대로 108,매일 10:30 ~ 23:00,02-407-1005,68,36건
징기스 서울방이점,육류/고기,3.4,서울 송파구 올림픽로32길 33,영업시간 매일 17:00 ~ 00:30,02-412-6945,137,19건
차만다,양식,4.1,서울 송파구 오금로18길 6 106호,월~금 11:30 ~ 21:30,02-6465-0812,159,54건
레어마카롱 잠실점,디저트카페,4.8,서울 송파구 오금로 126 113/114호,매일 12:00 ~ 22:00,070-7717-6809,223,192건
가락골마산아구찜,아구,3.9,서울 송파구 송이로19길 3,,02-409-6665,51,38건
빠레뜨한남 석촌호수점,양식,3.9,서울 송파구 오금로16길 10 1층,월~금 11:30 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00,,323,88건
카페이클립스,카페,4.0,서울 송파구 송파대로49길 52 나인파크A 201호,화/수/목/일 12:00 ~ 23:00,010-7147-0401,81,29건
본가진미간장게장,게/대게,3.4,서울 송파구 백제고분로 420 1층,매일 10:00 ~ 22:00,02-422-5081,142,22건
소담정,육류/고기,4.3,서울 송파구 올림픽로32길 22-22,월~토 11:00 ~ 24:00,02-420-0099,84,15건
피제리아라고,피자,4.2,서울 송파구 백제고분로41길 39,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-422-8588,219,70건
풍년뼈다귀해장국,해장국,3.1,서울 송파구 가락로 94,매일 00:00 ~ 24:00,02-415-0631,72,56건
스시산,초밥/롤,3.6,서울 송파구 석촌호수로 118 청호빌딩 2층,매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 18:00,02-413-3337,82,46건
부부횟집 서울점,회,3.0,서울 송파구 오금로18길 4,매일 11:30 ~ 22:00,02-415-8881,40,39건
담은갈비,갈비,4.2,서울 송파구 삼전로 93 1층,월~금 11:30 ~ 22:00 · 브레이크타임 월~금 14:00 ~ 17:00,02-423-8053,77,23건
돈까스의집,돈까스/우동,2.5,서울 송파구 삼전로 100 아카데미빌딩 1층,매일 11:30 ~ 22:00,02-413-5182,86,40건
송파감자국,감자탕,4.3,서울 송파구 가락로 82 1층,,02-416-7350,66,58건
진대감 방이점,육류/고기,3.7,서울 송파구 오금로13길 6 1층,매일 00:00 ~ 24:00 · 브레이크타임 매일 15:00 ~ 17:00,02-416-2472,95,19건
부산양곱창,곱창/막창,3.9,서울 송파구 백제고분로7길 50-1 1층,영업시간 매일 15:30 ~ 02:00,02-3431-7991,77,22건
책발전소 위례,북카페,3.0,서울 송파구 위례광장로 230 C동 2층,매일 10:00 ~ 22:00,,75,20건
프레스커피,커피전문점,3.3,서울 송파구 백제고분로45길 17-3 4층,화~일 12:00 ~ 22:00,,50,38건
화덕고깃간 신천본점,육류/고기,3.6,서울 송파구 백제고분로9길 23 1층,영업시간 매일 16:00 ~ 01:00,02-417-2888,207,20건
위커파크,카페,3.9,서울 송파구 석촌호수로 298 잠실대우레이크월드 103-1호,화~금 10:30 ~ 22:00,,158,35건
한아람,육류/고기,4.3,서울 송파구 위례성대로 34 지산빌딩 2층,매일 11:00 ~ 23:00,02-415-7277,46,28건
남경막국수 신천점,국수,3.4,서울 송파구 백제고분로7길 52-29 101호,화~일 11:00 ~ 22:00,02-417-0060,80,59건
송쉐프 석촌점,중화요리,2.4,서울 송파구 백제고분로 357 1/2층,,02-421-1178,60,53건
야끼소바 니주마루,일식,4.4,서울 송파구 백제고분로41길 21 1층,화~금 11:30 ~ 21:00 · 브레이크타임2 화~금 15:00 ~ 17:00,070-7819-0012,120,65건
화포식당 가락점,삼겹살,4.4,서울 송파구 송파대로30길 11,월~토 00:00 ~ 24:00,02-409-5775,79,28건
러반로제레스토랑 석촌호수점,양식,4.2,서울 송파구 석촌호수로 274 씨엠빌딩 8층,월~금 10:30 ~ 24:00 · 브레이크타임 매일 15:00 ~ 17:00,070-7778-9471,21,36건
강남면옥 신천점,냉면,1.8,서울 송파구 올림픽로8길 21 성지빌딩 1/2층,매일 11:00 ~ 22:00,02-424-8889,39,16건
미자식당,일식,2.3,서울 송파구 오금로18길 14,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:30,02-425-0809,351,97건
중화일상,중화요리,4.1,서울 송파구 백제고분로 401 골재회관 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-422-5566,59,22건
무한소 신천본점,육류/고기,3.1,서울 송파구 백제고분로9길 25,월~토 12:00 ~ 23:00,02-2281-9465,194,42건
조선화로집 방이점,갈비,2.5,서울 송파구 오금로11길 10 1층,매일 11:30 ~ 01:00,02-2202-7975,103,10건
삼청각,갈비,3.4,서울 송파구 송이로 151,매일 11:30 ~ 22:00,02-431-3007,20,23건
자이소,떡/한과,3.7,서울 송파구 양재대로66길 30 1층,매일 10:30 ~ 17:00,1599-6632,29,11건
평양만두한상,한식,4.3,서울 송파구 양재대로71길 28-22 1층,매일 11:00 ~ 22:00,02-422-1187,46,24건
홍팥집 오금점,디저트카페,4.0,서울 송파구 성내천로 77 1층,매일 11:00 ~ 22:00,02-430-6577,72,24건
스시작,일본식주점,4.5,서울 송파구 양재대로71길 13 1층,,02-422-2017,60,20건
을밀대 잠실점,국수,3.3,서울 송파구 오금로15길 7-13,화~일 11:00 ~ 22:00 · 브레이크타임 화~금 15:30 ~ 16:30,02-3432-5233,91,31건
카페온화 송파점,카페,2.9,서울 송파구 백제고분로45길 15 2층,매일 12:00 ~ 21:00,,210,38건
황산냉면,냉면,4.0,서울 송파구 가락로 257,매일 11:30 ~ 22:30,02-3431-2262,56,29건
버터램,육류/고기,4.3,서울 송파구 충민로 81-9 1층,영업시간 월~금 15:00 ~ 22:00,02-2043-9200,151,54건
천사곱창 신천점,곱창/막창,3.7,서울 송파구 백제고분로7길 32-10,영업시간 매일 15:00 ~ 01:00,02-422-3179,173,29건
모꼬지에,떡볶이,2.4,서울 송파구 송파대로36길 5-13 지하1층,,02-424-6150,203,76건
하늘이네장칼국수,국수,4.5,서울 송파구 오금로53길 37,매일 11:30 ~ 19:00,02-408-3070,28,24건
아웃백스테이크하우스 잠실점,패밀리레스토랑,4.2,서울 송파구 송파대로 466,매일 11:30 ~ 23:00,02-418-4071,196,48건
돈블랑 석촌호수점,육류/고기,4.1,서울 송파구 석촌호수로 296 1층,월~금 11:30 ~ 22:00,02-423-8400,63,34건
카페노티드 잠실,카페,3.4,서울 송파구 백제고분로45길 3 2층,매일 10:00 ~ 21:00,070-8836-9377,633,70건
바베네,이탈리안,4.0,서울 송파구 백제고분로41길 42-11 1층,,,41,35건
동경산책 석촌호수점,일식,3.5,서울 송파구 백제고분로45길 15 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-421-6066,54,35건
테이스티버거 2호점,햄버거,4.2,서울 송파구 송파대로49길 50,화~일 11:30 ~ 22:00,070-7856-7778,72,23건
도삭면공방,중화요리,4.0,서울 송파구 백제고분로7길 8-12,매일 11:00 ~ 23:00,02-417-8868,57,31건
우아한 갈비,갈비,4.3,서울 송파구 오금로36길 65 마루빌딩 1층,화요일,010-2368-0802,74,6건
큰손닭한마리 잠실새내본점,닭요리,3.9,서울 송파구 백제고분로15길 59 1층,매일 11:00 ~ 23:00,010-2740-3366,80,32건
골든타이,동남아음식,4.1,서울 송파구 위례성대로 66,매일 11:00 ~ 22:00,02-461-8089,102,40건
딹 진또배기,닭요리,2.9,서울 송파구 중대로9길 51 부성빌딩,,050-4359-6901,482,10건
일월고기,육류/고기,4.5,서울 송파구 오금로15길 7-16 2층,영업시간 매일 17:00 ~ 24:00,02-415-7546,102,17건
지금보고싶다 방이점,호프/요리주점,3.5,서울 송파구 오금로11길 12 2층,영업시간 월/화/수/목/일 17:00 ~ 05:00,02-422-7945,64,11건
별미곱창 방이1호점,곱창/막창,3.2,서울 송파구 오금로11길 14 1층,매일 11:00 ~ 05:00,02-413-3610,51,35건
짬뽕지존 송파점,중화요리,3.4,서울 송파구 오금로 152 1층,매일 00:00 ~ 24:00,02-422-5161,64,23건
장수식당,한식,3.4,서울 송파구 삼전로 95,월~토 11:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-415-4148,60,17건
피치그레이,커피전문점,4.0,서울 송파구 가락로21길 14-1 1층,매일 11:00 ~ 21:00,02-412-2726,105,22건
밀회관 잠실새내점,호프/요리주점,4.5,서울 송파구 백제고분로9길 54,영업시간 매일 15:00 ~ 24:00,02-423-0120,95,11건
꼬앙드파리,디저트카페,4.1,서울 송파구 마천로7길 18 1층,화~금 11:30 ~ 18:00 · 브레이크타임 화~토 14:30 ~ 15:00,,201,17건
라이언하트,칵테일바,4.3,서울 송파구 석촌호수로 284 현대레이크빌 상가동 지하1층 104호,영업시간 매일 17:00 ~ 22:00,02-6413-9080,86,31건
부농정육식당,육류/고기,4.0,서울 송파구 백제고분로28길 29,영업시간 매일 14:00 ~ 22:00,02-413-3308,95,40건
화반 방이점,육류/고기,5.0,서울 송파구 오금로13길 8,,02-418-9292,77,21건
디어블라썸커피,카페,4.2,서울 송파구 올림픽로12길 23 1층,매일 11:30 ~ 22:00,02-6014-4619,117,31건
미타우동,돈까스/우동,3.6,서울 송파구 삼전로12길 4 1층 101호,월~금 11:30 ~ 20:00 · 브레이크타임 월~금 14:30 ~ 17:30,070-4212-5212,74,42건
골드참치,참치회,3.8,서울 송파구 오금로 125,매일 11:00 ~ 01:00 · 브레이크타임 매일 14:00 ~ 16:00,02-422-7747,42,10건
요리하는남자,이탈리안,3.4,서울 송파구 백제고분로7길 27,매일 11:00 ~ 23:00,02-419-1511,168,30건
천미미,중화요리,4.1,서울 송파구 송파대로28길 20 세화빌딩 1층,매일 11:30 ~ 21:30,02-431-4300,32,36건
흥부골숯불돼지왕갈비 (2021년10월14일까지 휴업),갈비,4.1,서울 송파구 백제고분로33길 35,매일 11:40 ~ 23:00,02-418-0003,37,15건
수작나베 석촌호수직영점,퓨전일식,4.3,서울 송파구 석촌호수로 234 라품미빌딩 1층,월/화/수/목/일 11:30 ~ 22:30,02-423-3767,358,19건
커피바이,카페,4.2,서울 송파구 백제고분로17길 56 2층,월~금 10:00 ~ 23:00,02-415-4153,97,24건
이경진우렁쌈밥정식 오금점,쌈밥,3.7,서울 송파구 중대로 310 1층,매일 11:00 ~ 22:00,02-402-8838,39,20건
빈체로 올림픽공원점,이탈리안,3.7,서울 송파구 위례성대로 68 1층 102호,매일 11:00 ~ 22:00,02-2203-3331,63,23건
역전할머니맥주 서울신천점,호프/요리주점,3.6,서울 송파구 올림픽로10길 16 1층,영업시간 매일 15:00 ~ 04:00,02-420-2317,52,14건
뽕사부,중식,3.2,서울 송파구 백제고분로 498 1층,매일 00:00 ~ 24:00,02-416-5391,141,30건
그리지하우스,스테이크/립,3.9,서울 송파구 백제고분로41길 43-17 1층,매일 11:30 ~ 22:00,02-6013-8169,157,35건
사시미 신천본점,회,3.1,서울 송파구 백제고분로7길 24 1층,월/화/수/목/일 12:00 ~ 03:00,02-412-0840,190,14건
군자대한곱창 방이직영점,곱창/막창,3.0,서울 송파구 오금로11길 12 1층 103/104호,매일 12:00 ~ 02:00,070-7627-7771,112,19건
라쁘띠,카페,2.9,서울 송파구 가락로11길 19,화요일,02-418-6773,66,29건
사람사는고깃집 김일도 가락본점,육류/고기,3.7,서울 송파구 송파대로30길 25 1층,매일 07:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-448-8885,69,16건
교대이층집 방이점,삼겹살,3.8,서울 송파구 오금로11길 30 전원빌딩 2층,매일 11:30 ~ 24:00,02-415-8188,60,8건
파오파오 새마을시장본점,분식,3.8,서울 송파구 석촌호수로12길 22,화~일 10:30 ~ 21:30,02-412-9198,36,43건
별미곱창 방이2호점,곱창/막창,2.0,서울 송파구 올림픽로32길 22,매일 11:00 ~ 06:00,02-414-4545,94,10건
빌즈 잠실,양식,2.4,서울 송파구 올림픽로 300 롯데월드몰 1층,매일 09:00 ~ 22:00,02-3213-4185,344,48건
카페 페퍼,카페,3.9,서울 송파구 백제고분로45길 12 2층,매일 12:00 ~ 21:00,02-421-0514,268,36건
송리단취향,양식,3.0,서울 송파구 백제고분로45길 20 1층,매일 12:00 ~ 21:00,010-7574-9244,213,13건
인딕슬로우 송리단길점,양식,4.3,서울 송파구 백제고분로45길 28,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:30,02-423-0100,57,50건
미강식당,삼겹살,4.8,서울 송파구 백제고분로 122 103호,매일 11:30 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 17:00,0507-1367-4624,87,91건
송계옥,닭요리,4.2,서울 송파구 올림픽로32길 38 1층,영업시간 월~금 17:00 ~ 23:00,070-7767-2323,122,29건
1987루프탑라운지 잠실점,칵테일바,2.3,서울 송파구 올림픽로32길 11 혜성빌딩 9층,영업시간 월~목 18:00 ~ 02:00,02-420-1987,126,8건
일도씨찜닭,닭요리,3.2,서울 송파구 석촌호수로 258 아르누보팰리스 1층,매일 11:00 ~ 22:00,02-2202-0709,152,35건
도쿄등심 잠실점,육류/고기,3.2,서울 송파구 올림픽로 269 롯데캐슬프라자 2층,월~금 11:00 ~ 22:00 · 브레이크타임2 월~금 15:00 ~ 17:00,02-2146-2266,86,22건
광양불고기,불고기/두루치기,3.0,서울 송파구 백제고분로39길 6,매일 11:00 ~ 23:00,02-420-0211,50,13건
소담촌 가락시장직영점,샤브샤브,4.5,서울 송파구 송파대로28길 13 거북이빌딩 2층,매일 11:00 ~ 22:00,02-402-0999,21,10건
아낙네그루브,호프/요리주점,3.2,서울 송파구 백제고분로45길 15 5층,매일 12:00 ~ 24:00,,162,24건
벽돌집,갈비,4.5,서울 송파구 중대로9길 36,,02-403-6400,25,12건
아시안테이블 직영본점,동남아음식,3.2,서울 송파구 삼전로 100 아카데미빌딩 2층,매일 11:00 ~ 22:00,02-415-7720,69,15건
기유,회,3.4,서울 송파구 오금로11길 51 1층 103호,월~토 11:30 ~ 24:00 · 브레이크타임 월~토 14:30 ~ 17:00,02-422-5988,46,11건
홍태관,중화요리,3.7,서울 송파구 백제고분로7길 16-9,화요일,02-422-1939,51,15건
정목누룽지백숙,닭요리,3.5,서울 송파구 위례성대로12길 11,매일 11:30 ~ 22:00,02-2202-9265,122,19건
스시유메,초밥/롤,4.6,서울 송파구 올림픽로32길 49,,02-422-1432,26,35건
어랑,회,3.9,서울 송파구 동남로2길 27,,02-401-5432,37,11건
완도산회 문정점,회,2.4,서울 송파구 문정로 29,매일 12:00 ~ 24:00,02-404-5989,45,14건
스시랑랑,초밥/롤,4.3,서울 송파구 오금로 144,매일 12:00 ~ 22:00,02-2203-8588,70,31건
함흥본가면옥 문정점,냉면,3.4,서울 송파구 법원로 114 엠스테이트 D동 301호,매일 11:00 ~ 22:00,02-407-8807,37,12건
동경레스펍태,일본식주점,2.8,서울 송파구 올림픽로32길 30 1~2층,영업시간 매일 16:00 ~ 05:00,02-422-2332,353,11건
고인돌,돈까스/우동,4.3,서울 송파구 가락로18길 4-1,월~토 11:30 ~ 19:30,,80,33건
천수횟집,회,4.5,서울 송파구 석촌호수로12길 10 1층,영업시간 월~토 14:00 ~ 01:00,02-424-9643,5,4건
가배도 송파점,카페,3.2,서울 송파구 백제고분로45길 6 은진빌딩 2층 201호,월~금 12:00 ~ 22:00,,232,57건
스시미노루,초밥/롤,2.8,서울 송파구 백제고분로 508,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:30,02-418-7711,89,19건
흥도식당,돈까스/우동,4.4,서울 송파구 법원로 114 지하1층 B동 155-1호,월~금 11:30 ~ 20:30 · 브레이크타임 월~금 14:30 ~ 17:00,070-8676-0341,83,32건
모터시티 잠실점,피자,3.8,서울 송파구 백제고분로45길 17-3 2층,월/화/수/목/일 11:30 ~ 22:00,02-424-2323,81,29건
당산오돌 방이점,육류/고기,3.8,서울 송파구 양재대로71길 2-7,매일 11:30 ~ 22:00 · 브레이크타임 매일 14:00 ~ 16:00,02-420-7770,196,8건
사람사는고깃집 김일도 방이점,육류/고기,3.3,서울 송파구 올림픽로32길 21 1층,매일 10:00 ~ 22:00,02-420-5244,110,12건
