식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
즐거운맛돈까스,돈까스/우동,4.1,서울 동대문구 왕산로 15-1 2층,화~토 11:30 ~ 20:00 · 브레이크타임 화~토 13:30 ~ 17:30,02-997-9789,182,120건
혜성칼국수,국수,3.6,서울 동대문구 왕산로 247-1,,02-967-6918,129,69건
광주식당,한식,3.3,서울 동대문구 경동시장로2길 49-4,매일 07:00 ~ 22:00,02-969-4403,127,39건
해물알탕전문,해물/생선,4.7,서울 동대문구 전농로14길 12,매일 12:00 ~ 01:00,02-2213-2324,88,24건
장안정 본점,돈까스/우동,3.2,서울 동대문구 답십리로 291-3 1층,화~일 09:00 ~ 21:00,,94,36건
여기가좋겠네,닭요리,3.3,서울 동대문구 회기로21길 25,매일 10:30 ~ 22:00,02-968-9112,255,61건
홍곱창 회기본점,곱창/막창,4.0,서울 동대문구 회기로25길 60,영업시간 월~토 14:00 ~ 24:00,02-3295-1187,91,40건
나정순할매쭈꾸미,해물/생선,2.8,서울 동대문구 약령시로 65,월~토 11:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 16:30,,42,19건
대한곱창 장안점,곱창/막창,3.9,서울 동대문구 천호대로85길 21,영업시간 매일 15:00 ~ 02:00,02-2214-5207,111,27건
콘반,아시아음식,3.8,서울 동대문구 한천로26길 48-12 듀펠센터 1층,화~토 11:30 ~ 21:30 · 브레이크타임 화~토 15:00 ~ 17:30,070-4134-3903,132,30건
늘봄해물찜손칼국수 답십리본점,해물/생선,2.6,서울 동대문구 전농로 39,매일 11:00 ~ 22:00,02-2215-5051,85,29건
오관스시,초밥/롤,4.2,서울 동대문구 회기로 121 1층,화~토 11:30 ~ 20:30 · 브레이크타임 화~토 13:30 ~ 17:30,070-8225-6369,107,78건
베러댄,카페,3.9,서울 동대문구 망우로 34 진성빌딩 1층,월~금 08:40 ~ 22:00,,103,15건
감초식당,한식,2.9,서울 동대문구 약령서길 28,매일 09:00 ~ 22:00,02-962-4570,87,19건
허파식당,찌개/전골,4.1,서울 동대문구 왕산로26가길 17,월~토 11:00 ~ 21:30,02-924-4119,50,19건
이문동그집,육류/고기,4.1,서울 동대문구 이문로 195 1층,매일 12:00 ~ 23:00,02-966-7892,78,22건
육전식당 3호점,육류/고기,3.6,서울 동대문구 천호대로 38,매일 11:00 ~ 23:00 · 브레이크타임 매일 16:00 ~ 17:00,02-2234-6373,89,37건
갈비명가이상 답십리점,갈비,1.9,서울 동대문구 천호대로 327,매일 11:00 ~ 23:00,02-2243-8200,35,21건
레알라면,분식,4.6,서울 동대문구 회기로25길 23-5,월/화/목/금/토/일 11:00 ~ 21:00 · 브레이크타임 월/화/목/금/토/일 15:00 ~ 17:00,02-960-4208,61,34건
홍능갈비집 본점,갈비,3.3,서울 동대문구 제기로 85,매일 11:30 ~ 21:30,02-965-0420,21,25건
회기왕족발보쌈,족발/보쌈,3.5,서울 동대문구 회기로 158,매일 10:30 ~ 01:00,02-966-4955,115,51건
먹깨비해물아구찜,해물/생선,3.3,서울 동대문구 장한로 92 화성빌딩 105~107호,매일 00:00 ~ 24:00,02-2249-2158,115,10건
안동집,국수,3.4,서울 동대문구 고산자로36길 3 경동시장 신관지하1층 8-2호,매일 09:00 ~ 20:00,02-965-3948,22,18건
부부횟집 장안점,회,2.8,서울 동대문구 장한로 198,매일 11:30 ~ 22:40,02-2248-8881,8,21건
홍익돈까스 회기역점,돈까스/우동,3.3,서울 동대문구 망우로21길 52 춘태빌딩 1층,매일 11:30 ~ 20:30 · 브레이크타임 매일 14:30 ~ 16:30,02-2242-9604,39,31건
비나레스토랑,인도음식,4.7,서울 동대문구 안암로24길 4,매일 11:00 ~ 21:00,02-926-5860,46,39건
카페몰로,디저트카페,3.7,서울 동대문구 회기로 163 1층,매일 11:00 ~ 22:00,02-966-1301,92,15건
서산간장게장,게/대게,4.6,서울 동대문구 장한로24길 7,매일 00:00 ~ 24:00,02-2217-3078,43,17건
함경면옥,냉면,2.2,서울 동대문구 왕산로 87,매일 11:00 ~ 21:00,02-921-7300,57,34건
이모네왕파전,호프/요리주점,3.3,서울 동대문구 회기로28길 12-3,매일 00:00 ~ 24:00,02-959-8318,122,39건
와가리피순대 본점,순대,3.8,서울 동대문구 왕산로9길 22,월~토 09:30 ~ 22:30,02-927-5477,34,18건
일번지정육식당 장한평직영점,육류/고기,3.4,서울 동대문구 장한로 18 1층,매일 11:00 ~ 23:30,02-2212-9926,76,13건
BK볏짚직화구이 장안동본점,육류/고기,2.4,서울 동대문구 장한로26가길 29 어반슈필라움 1층 102/ 103호,,02-2244-0092,49,12건
피자메이트 장안본점,피자,4.0,서울 동대문구 장안벚꽃로 167 장안래미안2차아파트 상가동 1충 109호,매일 11:00 ~ 22:00,070-4124-9122,23,20건
라무진 장안1점,갈비,3.3,서울 동대문구 장한로 68 JB타워 1층 102호,영업시간 매일 17:00 ~ 24:00,02-2244-3446,39,6건
고황24시 뼈다귀해장국감자탕,감자탕,2.9,서울 동대문구 경희대로1길 8-16,매일 00:00 ~ 24:00,02-966-5082,72,39건
장원,닭요리,4.6,서울 동대문구 전농로 30-1,영업시간 월~금 16:00 ~ 23:00,02-2244-2334,20,17건
망우로30,카페,4.0,서울 동대문구 망우로 30-1,화~일 11:00 ~ 21:00,,156,21건
오앤디,카페,4.9,서울 동대문구 망우로12가길 17 1층,화요일,,81,24건
커피나인 본점,커피전문점,4.3,서울 동대문구 전농로3길 12 1층,매일 09:00 ~ 22:00,02-6396-9992,73,24건
평양냉면,냉면,3.6,서울 동대문구 홍릉로 14-3,매일 11:00 ~ 21:00,02-965-8254,61,36건
경북손칼국수,국수,4.5,서울 동대문구 왕산로41길 4,월~토 10:00 ~ 20:30,02-963-6962,36,35건
장군집,육류/고기,3.0,서울 동대문구 회기로25길 23-5,영업시간 매일 17:00 ~ 03:00,010-2705-3099,71,24건
영동교집 장안점,육류/고기,3.2,서울 동대문구 천호대로83길 32 1층,,02-3394-5882,92,9건
신락원,중화요리,3.8,서울 동대문구 전농로20길 2,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-2244-0008,34,32건
마루샤브 용두직영점,샤브샤브,2.2,서울 동대문구 왕산로 61 한일빌딩 1층,매일 11:15 ~ 21:30,02-953-7443,8,9건
대한닭발1979 본점,닭요리,3.0,서울 동대문구 장한로 116,영업시간 매일 17:00 ~ 06:00,02-2215-3009,121,7건
17,피자,4.0,서울 동대문구 회기로21길 22,월~토 11:30 ~ 20:30,02-6494-1798,89,23건
로운샤브샤브 청량리점,샤브샤브,3.1,서울 동대문구 왕산로 214,매일 11:00 ~ 21:00,02-6425-2015,62,18건
멍군집,육류/고기,4.8,서울 동대문구 회기로 148-4,영업시간 월~금 16:00 ~ 24:00,010-8001-2264,73,30건
송쉐프 장한평점,중화요리,4.0,서울 동대문구 장한로2길 20 2~4층,매일 11:00 ~ 21:00,02-2215-9999,18,22건
더크림,디저트카페,3.5,서울 동대문구 장한로28길 18,월~금 09:00 ~ 22:00,070-4065-7313,59,10건
카페림,디저트카페,4.6,서울 동대문구 천호대로27길 8-2,월~금 09:00 ~ 22:00,02-968-1497,60,27건
대가참치,참치회,4.1,서울 동대문구 천호대로85길 11,,02-2242-4944,213,9건
인기명 장안점,해물/생선,3.7,서울 동대문구 장한로26길 67 우성2차아파트 상가 1층,영업시간 월~금 17:00 ~ 23:00,02-2212-7233,64,9건
신가네왕코등갈비,갈비,3.7,서울 동대문구 천호대로 67,영업시간 월~토 17:00 ~ 03:00,02-924-3042,43,9건
홍능족발,족발/보쌈,2.9,서울 동대문구 홍릉로 20,매일 12:00 ~ 24:00,02-957-6000,88,17건
빛나는바다 장안점,회,4.2,서울 동대문구 장한로 21,매일 00:00 ~ 24:00,02-2216-9807,21,5건
카페양귀비,카페,4.0,서울 동대문구 이문로9길 8 1층,매일 12:00 ~ 21:00,,89,21건
너디블루,카페,4.7,서울 동대문구 전농로36길 9 1층 1호,영업시간 매일 13:00 ~ 23:30,,56,23건
정대감감자탕 본점,감자탕,3.5,서울 동대문구 천호대로83길 46,매일 00:00 ~ 24:00,02-2242-2533,29,16건
황하,중화요리,4.0,서울 동대문구 경희대로4길 79,매일 11:00 ~ 22:00,02-959-8585,32,21건
왕코등갈비,갈비,3.7,서울 동대문구 한천로 202 1/2층,영업시간 월~토 15:00 ~ 02:00,02-2245-4988,17,12건
힘찬풍천장어,장어,4.1,서울 동대문구 난계로 252,매일 10:00 ~ 22:00,02-2231-9743,112,17건
한상에소두마리 장안점,육류/고기,5.0,서울 동대문구 장한로 47 1층,매일 12:00 ~ 22:00,02-2215-0505,55,3건
용두동쭈꾸미 본점,해산물,2.1,서울 동대문구 무학로36길 10,매일 00:00 ~ 24:00,02-925-3127,26,14건
놀부만두,분식,3.7,서울 동대문구 망우로16길 15,월/화/수/목/금/일 11:00 ~ 20:30,02-2241-7550,79,31건
타요키즈카페&뽀로로샵 아트몰링 장안점,키즈카페,3.0,서울 동대문구 답십리로 288 13/14층,매일 11:00 ~ 19:00,02-2115-1388,43,3건
촨커,양꼬치,4.3,서울 동대문구 이문로9길 105,월~토 11:30 ~ 23:00,02-963-3688,70,47건
시카고커리,퓨전요리,4.1,서울 동대문구 천호대로31길 23 1층,월~토 11:00 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,010-7749-3751,161,18건
동경통닭,치킨,2.8,서울 동대문구 홍릉로1길 46 청량리전통시장 A동 1층,매일 10:00 ~ 23:00,02-963-6880,78,12건
왼손우동짜장탕수육,중화요리,4.5,서울 동대문구 이문로 61,화요일,,23,46건
독도게찜 장안직영점,게/대게,4.3,서울 동대문구 천호대로85길 98,,02-2249-3337,14,6건
흥부골 숯불돼지왕갈비 본점,갈비,4.2,서울 동대문구 장한로24길 46,매일 11:00 ~ 23:00,02-2245-2006,32,6건
비하인드미,카페,4.5,서울 동대문구 회기로 125,매일 12:00 ~ 21:00,,32,12건
신라방마라탕,중식,4.5,서울 동대문구 천호대로79길 66,화~일 11:00 ~ 23:00,02-2212-9991,110,13건
고깃집도훈 경희본점,육류/고기,4.2,서울 동대문구 회기로21길 29,월~토 11:30 ~ 23:00 · 브레이크타임 월~토 14:00 ~ 17:00,02-965-4146,46,20건
기와옥,냉면,3.7,서울 동대문구 답십리로66길 5,월~토 10:00 ~ 21:30,02-2212-5552,41,11건
우마스시,초밥/롤,2.7,서울 동대문구 전농로 96-1 1층,화요일,02-2214-6533,33,22건
미남참치,참치회,3.5,서울 동대문구 천호대로 389,월~금 11:00 ~ 24:00,02-2246-4567,24,14건
일심해장국 장안점,해장국,3.6,서울 동대문구 장한로 179,매일 00:00 ~ 24:00,02-2243-4525,230,8건
인생소곱창,곱창/막창,4.2,서울 동대문구 회기로21길 9,영업시간 매일 17:00 ~ 01:00,02-3295-3332,70,18건
청량회관,일식,5.0,서울 동대문구 제기로36길 31,영업시간 월~토 18:00 ~ 02:00,,47,4건
코지인무르무르,양식,4.5,서울 동대문구 회기로 139 2층,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-965-0683,50,18건
이수사일식,일식집,4.7,서울 동대문구 천호대로85길 10,매일 11:00 ~ 22:00,02-2212-4789,26,9건
카페온,카페,4.9,서울 동대문구 왕산로 276-1,매일 12:00 ~ 23:00,070-8682-4958,54,10건
소담촌 장안점,샤브샤브,5.0,서울 동대문구 사가정로 207 4층,매일 11:00 ~ 22:00,02-2212-1399,15,4건
버거킹 장안SK점,패스트푸드,3.0,서울 동대문구 한천로 100,매일 00:00 ~ 24:00,070-7438-8236,18,21건
스타벅스 답십리역점,커피전문점,4.5,서울 동대문구 천호대로 263,월~금 07:00 ~ 21:00,1522-3232,20,19건
한옥정,육류/고기,2.8,서울 동대문구 답십리로 146-4,매일 11:00 ~ 23:00,02-2249-1082,33,12건
용두동복집,복어,4.4,서울 동대문구 왕산로16길 9,,02-921-5936,28,9건
호랭이양식당,이탈리안,3.0,서울 동대문구 회기로13길 24,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:30 ~ 17:00,02-966-4589,67,25건
다퍼줘 바다먹거리 장터,해물/생선,4.3,서울 동대문구 왕산로 155-1 1층,매일 10:00 ~ 22:00,010-7601-2020,7,7건
현고대닭발 본점,닭요리,4.2,서울 동대문구 제기로2길 42,영업시간 매일 14:00 ~ 01:00,02-928-9995,44,5건
천호낙지,해물/생선,3.2,서울 동대문구 사가정로 207,매일 10:00 ~ 24:00,02-2245-7355,28,21건
본노엘,제과/베이커리,4.1,서울 동대문구 전농로 75-16 1층,매일 08:00 ~ 22:00,,18,22건
곱창고 장한평역점,곱창/막창,4.6,서울 동대문구 천호대로85길 14 이화빌딩 1층,영업시간 매일 15:00 ~ 02:00,02-2212-9992,30,23건
청량리함흥냉면,냉면,3.9,서울 동대문구 홍릉로5길 13,매일 11:00 ~ 20:00,02-960-6761,18,9건
키라쿠,카페,3.9,서울 동대문구 약령시로 5-1 아이리스빌딩 1층,월~금 10:00 ~ 23:00,,109,15건
물고기김밥,분식,4.6,서울 동대문구 이문로25길 36 1층,월~금 09:00 ~ 20:00 · 브레이크타임 월~금 14:00 ~ 16:00,02-963-4580,28,44건
경발원,중화요리,2.4,서울 동대문구 망우로21길 34,매일 12:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-2244-2616,18,28건
철계단집,삼겹살,3.7,서울 동대문구 회기로31가길 35-1,영업시간 매일 17:00 ~ 03:00,,91,9건
시키카츠,돈까스/우동,4.4,서울 동대문구 회기로 110 1층,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,,46,38건
원조골뱅이전문점,실내포장마차,3.7,서울 동대문구 왕산로37길 7,영업시간 매일 17:00 ~ 05:00,02-959-6131,56,14건
독,육류/고기,3.1,서울 동대문구 왕산로 278-1,영업시간 매일 16:00 ~ 24:00,02-3295-1116,53,14건
스타벅스 장한평역점,커피전문점,3.5,서울 동대문구 장한로 10,월~금 07:00 ~ 21:00,1522-3232,21,13건
쿠우쿠우 장안아트몰링점,해산물뷔페,3.1,서울 동대문구 답십리로 288 15층,매일 11:00 ~ 21:00,02-2115-1020,17,19건
스타벅스 회기역사거리점,커피전문점,3.6,서울 동대문구 이문로 37 회기 한일 베라체캠퍼스 1층,월~금 07:00 ~ 21:00,1522-3232,28,20건
오늘은해물찜 손칼국수 답십리본점,국수,2.0,서울 동대문구 전농로 51,매일 11:00 ~ 22:00,02-2212-2828,3,3건
봉이만두,분식,3.2,서울 동대문구 망우로21길 34,월~토 12:00 ~ 22:00,02-2215-1122,28,25건
소담촌 용두점,샤브샤브,4.6,서울 동대문구 왕산로 60-1 포은회관 5층,매일 11:00 ~ 22:00,02-921-5530,18,10건
스타벅스 신설동역점,커피전문점,2.6,서울 동대문구 왕산로 19,월~금 07:00 ~ 21:00,1522-3232,17,18건
대즐링,카페,4.8,서울 동대문구 안암로 132 1층,월~금 12:00 ~ 21:00,0507-1409-3946,60,28건
장군뽈따구숯불구이,육류/고기,5.0,서울 동대문구 망우로16길 5,영업시간 월~토 14:00 ~ 22:00,02-2242-0935,3,3건
곽만근갈비탕이야기 답십리점,갈비,4.2,서울 동대문구 천호대로 289 상가 2층,매일 11:00 ~ 22:00,02-2216-5900,29,24건
본참치,참치회,5.0,서울 동대문구 장한로 77,영업시간 월~토 16:00 ~ 03:00,02-3394-6664,89,3건
굿갓레스토랑 회기점,양식,4.6,서울 동대문구 회기로19길 12,매일 11:30 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 17:00,070-7576-2497,105,16건
도란도란곱창,곱창/막창,2.9,서울 동대문구 휘경로2길 5-10,영업시간 매일 15:00 ~ 02:00,02-960-3701,50,32건
맨손의스시,초밥/롤,4.8,서울 동대문구 답십리로30길 55 1층,월/화/목/금 11:30 ~ 21:30 · 브레이크타임 월/화/목/금 15:00 ~ 17:30,02-2212-1405,37,13건
옛날 바지락손칼국수,국수,4.4,서울 동대문구 무학로 125,월/화/수/목/금/일 11:00 ~ 20:00 · 브레이크타임 월/화/수/목/금/일 15:00 ~ 17:00,02-2294-2569,35,32건
차칸스시,초밥/롤,3.6,서울 동대문구 회기로25길 52,월/화/목/금/토/일 11:15 ~ 22:00 · 브레이크타임 월/화/목/금/토/일 15:00 ~ 16:30,02-960-0919,51,28건
고기야미안해,일식집,3.7,서울 동대문구 경희대로4길 20 1층,영업시간 매일 18:00 ~ 04:00,02-967-0202,41,15건
해나루초밥,초밥/롤,3.1,서울 동대문구 경희대로 3-1 1층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:30,02-966-8100,30,22건
경동한우정육식당,육류/고기,3.8,서울 동대문구 고산자로 421,매일 10:00 ~ 22:00,02-962-0962,21,6건
스시선생,초밥/롤,3.9,서울 동대문구 경희대로4길 54,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-969-0806,35,37건
치보,이탈리안,4.2,서울 동대문구 천장산로9길 3,월~토 11:30 ~ 22:00,02-960-7340,36,25건
해피디쉬클럽,호프/요리주점,3.4,서울 동대문구 서울시립대로 164 6층,영업시간 매일 17:00 ~ 02:00,,109,7건
샤로스톤 외대점,스테이크/립,4.3,서울 동대문구 휘경로2가길 5 1층,매일 11:00 ~ 21:30,02-966-0867,29,19건
그대쉴꽃,카페,2.3,서울 동대문구 회기로19길 6 1/2층,매일 12:00 ~ 23:00,02-966-0813,76,3건
팔삼,중화요리,2.3,서울 동대문구 하정로 53,매일 10:30 ~ 21:00,02-925-5945,70,16건
컴플리트커피,카페,4.7,서울 동대문구 이문로9나길 6-14,월~금 08:00 ~ 23:00,070-8873-0419,49,21건
안흥갈비 본점,갈비,4.8,서울 동대문구 장한로 153,매일 11:30 ~ 01:00,02-2246-7896,20,5건
엔토츠야,초밥/롤,5.0,서울 동대문구 한천로26길 48-12 듀펠센터 지하1층,,070-8887-1288,42,6건
보성장,한식,4.0,서울 동대문구 서울시립대로 122,매일 09:00 ~ 22:00,02-2212-7512,18,20건
로이앤벨라,이탈리안,4.0,서울 동대문구 장한로26길 42,매일 11:30 ~ 22:00,070-7689-0000,25,10건
그릭데이 경희대점,카페,4.9,서울 동대문구 회기로23가길 22,매일 11:00 ~ 21:00,,53,20건
옥천옥,설렁탕,3.2,서울 동대문구 하정로 16,매일 06:30 ~ 21:30,02-2292-8201,10,19건
디어테이블,카페,2.6,서울 동대문구 답십리로72길 68,매일 09:00 ~ 23:00,,28,5건
팔팔껍데기 신설동점,육류/고기,4.7,서울 동대문구 천호대로 11-3 1층,영업시간 월~토 16:00 ~ 01:00,02-926-8292,66,3건
최원석의돼지한판 서해쭈꾸미 시립대점,육류/고기,4.0,서울 동대문구 전농로 222 1층,매일 11:00 ~ 01:00,02-2213-5592,182,8건
79번지국수집,국수,4.1,서울 동대문구 회기로13길 25 1층,매일 10:00 ~ 22:00,,58,43건
도모다찌,일본식주점,2.5,서울 동대문구 경희대로4길 15,,02-968-2357,32,2건
오징어데이,회,1.0,서울 동대문구 천호대로83길 89,영업시간 매일 16:00 ~ 04:00,02-6414-6018,87,2건
미뇽,카페,4.5,서울 동대문구 제기로2길 4 2층,화~토 10:00 ~ 20:00,070-4300-0425,50,15건
아경면선 외대점,동남아음식,4.8,서울 동대문구 이문로 76 1층,월/화/목/금/토/일 11:00 ~ 19:00,02-6498-6222,16,13건
온니당,디저트카페,4.3,서울 동대문구 답십리로63길 125 1층,월/화/수요일,010-4450-9715,6,6건
회기돌곱창,곱창/막창,4.0,서울 동대문구 이문로 42,영업시간 월~토 17:00 ~ 01:00,02-957-9965,229,7건
연어이야기,해물/생선,4.7,서울 동대문구 고산자로 528-1,영업시간 월~토 16:00 ~ 24:00,02-957-0110,32,22건
순대국집,순대,4.1,서울 동대문구 하정로4길 12,,02-921-6402,20,23건
평양냉면 직영점,냉면,4.6,서울 동대문구 왕산로29길 4 2층,,02-965-8258,18,41건
황해도순대,순대,4.1,서울 동대문구 홍릉로1길 21,,,17,8건
탕의신 홍대포,해물/생선,3.5,서울 동대문구 장한로 47,매일 11:30 ~ 24:00,02-2213-3926,17,4건
이문동커피집 플랫피플,커피전문점,5.0,서울 동대문구 이문로25길 39 1층,월~금 11:00 ~ 19:00,,44,44건
백수씨심야식당,실내포장마차,4.0,서울 동대문구 경희대로1길 8-15 1층,영업시간 월~토 17:00 ~ 05:00,02-969-6212,35,11건
풍천장어마을,장어,3.6,서울 동대문구 서울시립대로 109,매일 11:00 ~ 22:00,02-964-9752,6,5건
더테이블,이탈리안,3.4,서울 동대문구 회기로 14 1층,매일 11:30 ~ 21:30 · 브레이크타임 매일 14:30 ~ 17:30,02-928-5097,28,21건
임오네쭈꾸미 2호점,해물/생선,4.0,서울 동대문구 왕산로16길 13,,02-921-1628,73,5건
규범곱창,곱창/막창,4.2,서울 동대문구 회기로 156,영업시간 월~토 14:00 ~ 01:00,,89,29건
고흥아줌매,호프/요리주점,3.3,서울 동대문구 왕산로35길 7,,02-962-8389,27,3건
행운돈까스지기 장안본점,돈까스/우동,2.7,서울 동대문구 장한로 173,월~토 10:30 ~ 22:00,02-2247-4101,16,12건
스시지,초밥/롤,5.0,서울 동대문구 전농로 36 포레스트스퀘어 지하1층 104호,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:30,02-3390-0633,49,8건
정편백,육류/고기,4.8,서울 동대문구 서울시립대로12길 3,매일 11:00 ~ 22:00,02-2212-8884,20,17건
커피블랑,디저트카페,5.0,서울 동대문구 회기로19길 16,매일 11:00 ~ 23:00,010-2717-7316,83,4건
수타생고기 본점,육류/고기,4.2,서울 동대문구 천호대로2길 23-3,매일 11:00 ~ 22:00,02-2233-1362,167,6건
스시긴,초밥/롤,5.0,서울 동대문구 장한로 111-1,월~금 12:00 ~ 03:00,02-2215-3600,20,4건
크로네과자점,제과/베이커리,4.3,서울 동대문구 경희대로 17 1층,월~금 07:30 ~ 22:00,02-960-2045,25,17건
전농곱창싱,곱창/막창,4.9,서울 동대문구 전농로14길 14,월~토 10:30 ~ 22:30,02-2248-6191,35,14건
크치치킨 경희대점,치킨,4.6,서울 동대문구 회기로 125 1층,영업시간 매일 15:00 ~ 02:00,02-963-9285,25,13건
베나레스 경희대점(휴업중),인도음식,4.3,서울 동대문구 회기로19길 23 유경빌딩 2층 201호,매일 11:30 ~ 21:00,02-968-9982,25,26건
해다원해물찜,해물/생선,4.7,서울 동대문구 천호대로85길 17,매일 11:00 ~ 24:00,02-2242-8449,57,6건
경성고기꾼,육류/고기,4.0,서울 동대문구 회기로21길 8,매일 11:30 ~ 01:00,02-6396-9523,29,11건
고소운,카페,4.1,서울 동대문구 이문동 288-41,매일 11:30 ~ 22:00,,87,19건
봄봄기사식당,기사식당,4.5,서울 동대문구 서울시립대로 128,매일 08:00 ~ 22:00,02-2213-0682,41,12건
장안순대국밥,순대,4.1,서울 동대문구 고미술로 81,매일 06:00 ~ 23:00,02-2217-1764,19,18건
마루한,갈비,3.6,서울 동대문구 서울시립대로27길 3,매일 11:00 ~ 23:00,02-6406-1126,42,5건
스시카야논데,일식,4.5,서울 동대문구 장한로27길 46,,02-6082-2080,34,8건
명가통닭 본점,치킨,3.3,서울 동대문구 전농로 105 1층,영업시간 매일 13:00 ~ 24:00,02-2215-3333,33,6건
3대천왕무우떡볶이,떡볶이,1.9,서울 동대문구 이문로 39 3층,매일 11:00 ~ 22:00,02-957-3166,42,16건
보경벌교참꼬막 본점,조개,4.2,서울 동대문구 한천로14길 71,매일 09:00 ~ 23:00,02-2241-9966,9,11건
치맥파이브 경희대점,치킨,4.5,서울 동대문구 회기로21길 8-6,영업시간 월~토 17:00 ~ 24:00,02-966-7850,55,13건
항방양육관 장안점,양꼬치,4.3,서울 동대문구 천호대로85길 21-1 청은빌딩 1층,영업시간 매일 14:00 ~ 02:00,02-3394-7729,48,3건
일곱평브런치,카페,3.5,서울 동대문구 제기로5길 28 1층,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:30 ~ 17:00,02-921-9979,12,8건
한시십일분,카페,4.9,서울 동대문구 망우로 66 지하1층,영업시간 화~일 13:00 ~ 23:00,,49,13건
한우천국 장안점,육류/고기,4.0,서울 동대문구 장한로 96,,02-3394-5192,14,5건
제이비파스타,양식,4.5,서울 동대문구 회기로25길 18,매일 11:30 ~ 22:00,02-965-2822,34,22건
다미옥,냉면,3.7,서울 동대문구 경동시장로12길 52-1,매일 10:00 ~ 22:00,,33,10건
옛집한우허파,육류/고기,5.0,서울 동대문구 사가정로 222,,02-2217-7634,20,4건
라무진 회기점,갈비,4.8,서울 동대문구 회기로23길 6 1층,영업시간 월~토 15:00 ~ 22:00,02-6083-0183,31,13건
아임파이 외대점,제과/베이커리,4.4,서울 동대문구 휘경로2길 39 1층,월~토 12:00 ~ 21:00,070-4274-1182,19,17건
37.5 답십리점,디저트카페,2.4,서울 동대문구 답십리로 130 102동 1층 8호,매일 09:30 ~ 21:30,02-2212-3705,53,7건
역전할머니맥주 경희대점,호프/요리주점,3.8,서울 동대문구 경희대로1길 7 1층,,02-6369-9433,38,12건
정영진허브영양족발,족발/보쌈,4.6,서울 동대문구 휘경로3길 11-2,영업시간 매일 15:00 ~ 02:00,02-967-6295,37,31건
뚜띠쿠치나 용두점,이탈리안,2.9,서울 동대문구 무학로 140 여의주빌딩 1층,매일 10:00 ~ 22:00,02-928-3336,30,9건
안흥갈비 답십리점,갈비,3.7,서울 동대문구 전농로 75,매일 11:30 ~ 23:00,02-2217-9303,19,6건
고창풍천장어,장어,3.7,서울 동대문구 홍릉로 47 1/2층,매일 10:00 ~ 22:00,02-964-8880,6,3건
카페파인,카페,3.6,서울 동대문구 안암로22길 15 형준빌딩 1/ 2층,매일 11:00 ~ 22:00,,25,16건
흥부골숯불돼지왕갈비 장안2호점,갈비,3.4,서울 동대문구 장한로 149,매일 11:30 ~ 22:30,02-2248-5694,25,5건
